playerId,defensive_PD,defensive_QB HUR,defensive_SACKS,defensive_SOLO,defensive_TD,defensive_TFL,defensive_TOT,fumbles_FUM,fumbles_LOST,fumbles_REC,interceptions_AVG,interceptions_INT,interceptions_TD,interceptions_YDS,kickReturns_AVG,kickReturns_LONG,kickReturns_NO,kickReturns_TD,kickReturns_YDS,kicking_FGA,kicking_FGM,kicking_LONG,kicking_PCT,kicking_PTS,kicking_XPA,kicking_XPM,passing_ATT,passing_COMPLETIONS,passing_INT,passing_PCT,passing_TD,passing_YDS,passing_YPA,puntReturns_AVG,puntReturns_LONG,puntReturns_NO,puntReturns_TD,puntReturns_YDS,punting_In 20,punting_LONG,punting_NO,punting_TB,punting_YDS,punting_YPP,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
4870605,1,0,0,9,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870607,,,,,,,,3,1,0,,,,,,,,,,,,,,,,,215,136,2,0.633,6,1309,6.1,,,,,,,,,,,,,,,,,112,56,8,311,2.8
4870608,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1.000,0,45,45.0,,,,,,,,,,,,27,37,6,446,12.1,1,0,0,-2,-2.0
4870609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,1,41,3.4,54,18,0,196,3.6
4870611,3,1,0,5,0,1,10,,,,0.0,1,0,0,,,,,,,,,,,,,,,,,,,,2.0,2,1,0,2,,,,,,,,,,,,,,,,
4870612,,,,,,,,,,,,,,,20.5,44,10,0,205,,,,,,,,,,,,,,,12.0,29,15,0,180,,,,,,,47,81,6,811,10.0,4,10,0,7,1.8
4870613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,0,18,9.0,,,,,
4870614,0,1,0,5,0,2.0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870615,0,0,0,2,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870616,0,0,0,2,0,0,3,3,2,0,,,,,23.0,55,13,0,299,,,,,,,,,,,,,,,12.3,55,9,0,111,,,,,,,44,9,0,100,11.1,40,84,4,326,8.2
4870617,1,5,9.5,30,0,15.5,54,,,,12.0,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870618,1,0,0,21,0,0.5,38,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870619,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,12,2,167,13.9,,,,,
4870622,3,2,3.5,33,0,4.5,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870623,0,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870625,7,1,0,21,0,1,46,,,,18.5,2,0,37,15.0,15,1,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870628,1,0,0,4,0,1.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870630,1,0,1,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,22,5,277,12.6,1,0,0,-8,-8.0
4870632,0,1,1,16,0,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870633,0,0,0,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870635,,,,,,,,1,0,0,,,,,23.8,40,15,0,357,,,,,,,,,,,,,,,,,,,,,,,,,,54,41,2,523,12.8,5,15,0,25,5.0
4870637,0,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870640,0,3,1.0,6,0,1.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870641,0,0,0,4,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870642,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,0,83,7.5,175,46,5,969,5.5
4870643,1,2,0,2,0,1.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870644,1,3,3,41,0,5.5,61,0,0,2,39.0,1,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,0,48,48.0
4870645,0,0,0,1,0,0,1,2,1,0,,,,,,,,,,,,,,,,,181,97,10,0.536,6,1042,5.8,,,,,,,,,,,,,,,,,54,24,1,126,2.3
4870647,1,0,0,7,0,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870649,0,0,0,1,0,0,2,,,,13.0,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870650,1,1,0,16,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870652,1,0,0,27,1,1.5,49,0,0,1,28.0,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870653,0,0,0,0,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,18.2,80,25,2,456,,,,,,,48,61,9,919,15.1,10,16,1,75,7.5
4870654,1,1,2,55,0,4,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870656,0,0,0,0,0,0,1,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,47,2,559,11.9,1,18,0,18,18.0
4870657,1,0,1,3,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870659,1,0,1,14,0,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870660,0,2,0,28,0,0,54,,,,9.0,2,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0.0
4870664,0,0,0,9,0,1.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870667,0,0,2,3,0,3.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870668,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870670,2,0,1.0,10,0,2.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870671,5,0,0,33,0,2,45,1,0,0,0.0,1,0,0,4.0,9,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870673,0,0,0,4,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870681,1,3,3.5,30,0,5.0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870682,0,0,0,2,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,21,2,257,12.2,,,,,
4870684,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870687,1,0,0,18,0,1.0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870688,0,0,3,11,0,5.0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1.0,,,,,
4870693,0,0,0,0,0,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,7,0,84,12.0,,,,,
4870698,0,0,0,4,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,20,3,185,9.3,,,,,
4870700,1,1,0,39,0,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870704,1,7,0.5,6,0,2.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870705,6,0,0,30,0,1,41,,,,22.0,1,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870706,1,1,1,45,0,5,68,,,,0.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870707,4,6,2,23,0,5,27,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870708,10,0,0,12,0,1,18,,,,9.5,2,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870709,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,0,17,8.5,,,,,
4870710,0,0,0,13,0,1,14,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,0,37,7.4,1,0,0,0,0.0
4870711,6,0,0,26,0,2,48,,,,4.3,4,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870713,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,26,0,274,10.5,,,,,
4870716,0,3,1,9,0,6.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870717,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870718,2,1,0,16,0,0.5,47,,,,18.0,3,0,54,,,,,,,,,,,,,,,,,,,,8.0,8,1,0,8,,,,,,,,,,,,,,,,
4870719,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870720,2,0,0,14,1,0.5,21,0,0,1,29.0,1,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870721,1,0,0,25,0,1,33,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870724,0,0,0,8,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870728,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,16,2,188,11.8,122,26,7,507,4.2
4870732,1,0,0,9,0,0,13,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870736,0,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,1,0,0,0.000,0,0,0.0,,,,,,,,,,,,20,17,2,140,8.2,216,57,12,1192,5.5
4870737,1,2,2.5,47,0,4.5,88,0,0,2,0.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870738,2,6,4.0,7,0,6.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,0,25,12.5,,,,,
4870740,1,0,0,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870742,,,,,,,,,,,,,,,2.0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,6,0,86,14.3,,,,,
4870744,2,0,0,25,0,0,35,,,,17.8,4,0,71,,,,,,,,,,,,,,,,,,,,6.9,19,11,0,76,,,,,,,18,7,0,64,9.1,1,2,0,2,2.0
4870745,0,0,0,3,0,0,3,0,0,1,,,,,22.0,43,11,0,242,,,,,,,,,,,,,,,,,,,,,,,,,,80,30,6,618,20.6,1,12,0,12,12.0
4870747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,0,23,23.0,,,,,
4870748,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870752,1,0,0,3,0,0.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870753,0,0,0,4,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1,0,0,,,,,,,26,28,0,243,8.7,14,16,0,83,5.9
4870755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7,1,0,7,,,,,,,,,,,,,,,,
4870756,0,0,0,3,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870759,1,0,0,10,0,4.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870760,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,0,50,3.8,121,75,10,857,7.1
4870761,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870763,0,1,0.5,13,0,2.0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870765,5,0,0,19,0,3.5,37,,,,16.7,3,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870767,0,0,0,8,0,0.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,4,0,73,18.3,,,,,
4870769,0,0,0,2,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9,1,0,9,,,,,,,18,2,0,25,12.5,,,,,
4870771,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870772,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870778,0,0,0.5,11,0,3.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870779,0,0,0,3,0,2.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870781,0,3,1.5,9,0,2.5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870783,0,4,2.5,12,0,3.0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870784,,,,,,,,2,1,0,,,,,17.7,24,3,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,19,15,0,126,8.4,162,80,9,830,5.1
4870786,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8,0,0.400,0,113,5.7,,,,,,,,,,,,,,,,,9,17,0,30,3.3
4870787,0,1,4,6,0,5.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870788,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,18,4.5
4870791,2,0,0,16,0,0,21,,,,5.0,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870792,1,0,1,8,0,2.5,11,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870793,,,,,,,,7,5,0,,,,,,,,,,,,,,,,,254,139,7,0.547,6,1253,4.9,,,,,,,,,,,,,,,,,45,18,2,15,0.3
4870795,0,0,0,1,0,0,1,1,1,0,,,,,18.0,24,8,0,144,,,,,,,,1,1,0,1.000,1,24,24.0,11.8,35,6,0,71,,,,,,,74,79,11,1156,14.6,9,7,2,4,0.4
4870796,2,1,0,4,0,0.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,1,28,9.3,,,,,
4870798,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,8,8.0,,,,,
4870799,,,,,,,,6,3,0,,,,,,,,,,,,,,,,,323,208,7,0.644,13,1928,6.0,,,,,,,,,,,,,,,,,112,52,4,505,4.5
4870802,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,13,6.5,41,15,1,118,2.9
4870804,1,2,2.5,18,0,4.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870805,1,5,3.5,37,0,6.5,70,0,0,1,1.5,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870808,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,27,3,280,10.4,199,94,18,1372,6.9
4870810,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870812,0,0,0,1,1,0.5,3,,,,70.0,1,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870814,0,0,0,2,0,0,5,0,0,1,,,,,12.5,25,2,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,0,43,10.8,,,,,
4870815,0,0,0,7,0,0,9,,,,0.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870819,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,125,77,6,0.616,12,1081,8.6,,,,,,,,,,,,,,,,,36,31,1,88,2.4
4870821,3,0,0,31,0,3.5,65,,,,27.0,1,0,27,23.4,33,7,0,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,0,20,20.0
4870822,1,1,0,4,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,5,5.0,,,,,
4870826,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,18,2,302,16.8,,,,,
4870828,0,0,0,3,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870829,8,0,0,29,1,1,40,,,,38.0,2,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870832,0,0,1,10,0,2,17,0,0,1,1.5,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870835,,,,,,,,2,1,0,,,,,13.2,37,5,0,66,,,,,,,,1,1,0,1.000,0,6,6.0,10.1,32,18,0,181,,,,,,,29,36,3,271,7.5,3,8,0,16,5.3
4870836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,5,1,85,17.0,1,1,0,1,1.0
4870839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,0,33,6.6,7,10,0,16,2.3
4870842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,32,4,548,17.1,,,,,
4870843,0,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,19,1,168,8.8,,,,,
4870844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,0,21,21.0,,,,,
4870845,0,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870846,4,0,0,37,0,2.5,58,0,0,1,0.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,49,4,745,15.2,,,,,
4870848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,2,0.5
4870849,0,8,0,6,0,1.5,25,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870850,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,44,8,807,18.3,,,,,
4870851,0,4,3.5,7,0,4.0,15,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870854,3,0,0,60,0,3.0,96,0,0,1,14.2,5,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870855,4,0,0,25,0,0,31,,,,0.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870856,0,0,0,13,0,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870857,,,,,,,,4,1,0,,,,,,,,,,,,,,,,,341,204,6,0.598,18,2380,7.0,,,,,,,,,,,,,,,,,109,58,8,477,4.4
4870858,0,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,44,3,635,14.4,,,,,
4870860,0,0,0,2,0,0,2,,,,,,,,11.0,11,1,0,11,,,,,,,,,,,,,,,8.0,8,1,0,8,,,,,,,46,38,4,532,14.0,,,,,
4870862,3,0,0,26,1,2,68,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870863,0,0,0,3,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870864,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,100,62,3,0.620,2,501,5.0,,,,,,0,13,1,0,13,13.0,17,1,0,17,17.0,34,52,1,119,3.5
4870865,1,4,3.5,18,0,7.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870867,1,0,0,38,0,2,59,,,,0.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870868,0,0,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15,1,1,15,,,,,,,27,11,0,75,6.8,46,53,3,262,5.7
4870869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,31,5,254,8.2,,,,,
4870870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,0,30,15.0,,,,,
4870872,0,0,1,1,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870873,0,1,0,5,0,0.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,15,4,158,10.5,,,,,
4870876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,0,51,25.5,,,,,
4870877,3,1,0.5,26,0,1,58,,,,1.0,1,0,1,28.0,73,5,0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870878,0,2,1,4,0,2.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870879,1,1,3.0,6,0,3.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870883,,,,,,,,3,1,0,,,,,,,,,,,,,,,,,216,133,2,0.616,12,1465,6.8,,,,,,,,,,,,,,,,,30,32,1,50,1.7
4870886,1,7,5,18,0,9.0,37,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870889,,,,,,,,7,3,0,,,,,,,,,,,,,,,,,288,182,5,0.632,21,2673,9.3,,,,,,,,,,,,15,1,0,15,15.0,151,60,12,705,4.7
4870891,1,3,2,11,0,2.5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870893,1,2,3,31,0,9,65,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870896,2,2,0,8,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870898,1,2,1,6,0,2.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870900,0,0,0,0,0,0,1,3,3,0,,,,,,,,,,,,,,,,,284,190,5,0.669,12,2025,7.1,,,,,,,,,,,,0,1,0,-1,-1.0,36,16,1,-37,-1.0
4870901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,0,23,23.0,,,,,
4870904,0,0,1,1,0,1.5,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870905,2,1,0,15,0,1.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870906,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,404,248,7,0.614,26,3163,7.8,,,,,,,,,,,,4,1,1,4,4.0,92,60,10,399,4.3
4870909,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,42,17,1,0.405,1,264,6.3,,,,,,,,,,,,,,,,,10,15,0,-4,-0.4
4870911,3,0,0,17,0,1,19,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870912,0,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3.0
4870917,0,0,0,8,0,0.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870920,1,0,0,10,0,1,17,,,,0.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870921,,,,,,,,7,2,0,,,,,,,,,,,,,,,,,412,296,10,0.718,30,3565,8.7,,,,,,,,,,,,,,,,,73,49,2,156,2.1
