,season,id,name,position,team,conference,usage.overall,usage.pass,usage.rush,usage.firstDown,usage.secondDown,usage.thirdDown,usage.standardDowns,usage.passingDowns
3511,2024,5099744,Jaxson Isaac,TE,Arkansas-Pine Bluff,,0.04,0.071,0.006,0.049,0.043,0.025,0.048,0.028
3512,2024,5100516,Damien Mazil,QB,Wagner,,0.158,0.4,0.018,0.139,0.148,0.182,0.164,0.145
3513,2024,5100582,Hudson Clement,WR,West Virginia,B12,0.06,0.136,0.0,0.057,0.04,0.09,0.046,0.087
3514,2024,5100645,Ryan LaHood,WR,Southern Illinois,,0.027,0.043,0.013,0.033,0.0,0.029,0.021,0.038
3515,2024,5100679,Markel Cotton,WR,Kentucky State,,0.053,0.061,0.043,0.04,0.111,0.0,0.053,0.053
3516,2024,5101124,Micah Alejado,QB,Hawai'i,MWC,0.285,0.368,0.15,0.274,0.276,0.328,0.277,0.309
3517,2024,5102031,Max Blanc,QB,Youngstown State,,0.029,0.068,0.0,0.018,0.022,0.063,0.035,0.02
3518,2024,5102160,Derek Burrell,WR,Wagner,,0.034,0.047,0.019,0.034,0.035,0.039,0.026,0.049
3519,2024,5102556,Cataurus Hicks,WR,Louisville,ACC,0.03,0.058,0.0,0.01,0.038,0.075,0.013,0.081
3520,2024,5102932,Ethan Crite,WR,Middle Tennessee,CUSA,0.018,0.027,0.0,0.0,0.029,0.038,0.0,0.053
3521,2024,5103004,Jared Roznos,WR,Air Force,MWC,0.019,0.083,0.0,0.009,0.023,0.036,0.016,0.027
3522,2024,5103514,Daidren Zipperer,WR,Utah,B12,0.039,0.08,0.0,0.026,0.035,0.05,0.025,0.068
3523,2024,5103639,Trelain Maddox,RB,Georgia Tech,ACC,0.136,0.016,0.246,0.145,0.122,0.174,0.186,0.0
3524,2024,5103836,Marshaun Brown,WR,Nevada,MWC,0.02,0.039,0.0,0.017,0.037,0.0,0.028,0.0
3525,2024,5103852,Dalton Carnes,WR,North Texas,AAC,0.041,0.067,0.0,0.039,0.048,0.031,0.04,0.045
3526,2024,5104738,Ryan Browne,QB,Purdue,B1G,0.274,0.364,0.184,0.212,0.275,0.365,0.252,0.324
3527,2024,5104821,Brady Simmons,WR,Indiana,B1G,0.015,0.048,0.0,0.0,0.0,0.111,0.0,0.1
3528,2024,5105269,Sacovie White,WR,Georgia,SEC,0.031,0.057,0.0,0.031,0.048,0.0,0.02,0.061
3529,2024,5105849,Devon Dampier,QB,New Mexico,MWC,0.655,0.997,0.339,0.583,0.673,0.801,0.59,0.828
3530,2024,5106299,Ca'Lil Valentine,RB,Illinois,B1G,0.08,0.019,0.137,0.106,0.072,0.034,0.097,0.045
3531,2024,5106301,Kedren Young,RB,Notre Dame,Ind,0.104,0.0,0.176,0.098,0.13,0.083,0.124,0.054
3532,2024,5107875,Cole Tabb,RB,Stanford,ACC,0.141,0.01,0.27,0.198,0.154,0.05,0.177,0.074
3533,2024,5108220,Kendrick Bell,WR,Michigan,B1G,0.022,0.047,0.0,0.013,0.034,0.024,0.016,0.035
3534,2024,5108225,Josiah Martin,WR,California,ACC,0.053,0.076,0.024,0.042,0.059,0.052,0.051,0.057
3535,2024,5110019,Kyan Mason,WR,Akron,MAC,0.014,0.021,0.0,0.029,0.0,0.0,0.019,0.0
3536,2024,5110101,EJ Caminong,QB,California,ACC,0.354,0.488,0.205,0.273,0.37,0.421,0.288,0.467
3537,2024,5110168,Carter Nelson,WR,Nebraska,B1G,0.038,0.064,0.014,0.031,0.047,0.043,0.039,0.033
3538,2024,5110454,James Peoples,RB,Ohio State,B1G,0.096,0.004,0.181,0.1,0.125,0.054,0.105,0.07
3539,2024,5110500,Kevin Riley,RB,Alabama,SEC,0.085,0.038,0.112,0.063,0.085,0.107,0.083,0.091
3540,2024,5110516,Arnold Barnes,RB,Tulane,AAC,0.11,0.033,0.158,0.107,0.128,0.093,0.12,0.088
3541,2024,5110535,Kyson Brown,RB,Arizona State,B12,0.113,0.044,0.162,0.142,0.111,0.077,0.129,0.076
3542,2024,5110569,Anthony Miller Jr.,TE,Tulane,AAC,0.014,0.043,0.0,0.0,0.043,0.0,0.02,0.0
3543,2024,5111406,Tennel Bryant,WR,Arkansas State,SBC,0.014,0.023,0.0,0.016,0.02,0.0,0.019,0.0
3544,2024,5112674,Bryant Wesco Jr.,WR,Clemson,ACC,0.081,0.144,0.0,0.077,0.066,0.113,0.078,0.086
3545,2024,5114311,Jackson Harris,WR,Stanford,ACC,0.096,0.175,0.0,0.069,0.125,0.133,0.064,0.154
3546,2024,5114312,Will Monney,TE,Utah State,MWC,0.022,0.038,0.0,0.029,0.027,0.0,0.022,0.023
3547,2024,5114313,Jordan Onovughe,WR,Colorado,B12,0.014,0.029,0.0,0.033,0.0,0.0,0.018,0.0
3548,2024,5114331,Suderian Harrison,WR,Virginia,ACC,0.03,0.059,0.0,0.03,0.039,0.024,0.026,0.039
3549,2024,5114332,Jaivian Thomas,RB,California,ACC,0.137,0.025,0.292,0.152,0.163,0.08,0.159,0.096
3550,2024,5114593,Ivan Carreon,WR,Oklahoma,SEC,0.034,0.071,0.0,0.033,0.03,0.049,0.024,0.056
3551,2024,5115243,Trevor Rogers,WR,California,ACC,0.037,0.07,0.0,0.061,0.037,0.0,0.058,0.0
3552,2024,5117836,Jamari Person,WR,Colorado State,MWC,0.049,0.111,0.0,0.026,0.08,0.048,0.037,0.075
3553,2024,5119233,Dayton Howard,WR,Iowa,B1G,0.02,0.051,0.0,0.022,0.0,0.043,0.021,0.016
3554,2024,5119307,Daniel Blood,WR,Missouri,SEC,0.032,0.062,0.0,0.019,0.041,0.05,0.018,0.073
3555,2024,5119434,Trey Weary,WR,Tennessee,SEC,0.022,0.043,0.0,0.0,0.036,0.067,0.029,0.0
3556,2024,5119659,Trent Thomas,TE,South Alabama,SBC,0.016,0.029,0.0,0.033,0.0,0.0,0.024,0.0
3557,2024,5119868,Jaylen Lloyd,WR,Nebraska,B1G,0.024,0.043,0.003,0.025,0.01,0.039,0.016,0.042
3558,2024,5120299,Patrick Overmyer,TE,UTSA,AAC,0.05,0.097,0.0,0.044,0.044,0.08,0.044,0.063
3559,2024,5120317,Jordan Lovett,RB,Troy,SBC,0.073,0.049,0.093,0.08,0.098,0.027,0.088,0.038
3560,2024,5120317,Jordan Lovett,RB,Troy,,0.073,0.049,0.093,0.08,0.098,0.027,0.088,0.038
3561,2024,5120454,Caleb Goodie,WR,Colorado State,MWC,0.039,0.07,0.016,0.043,0.047,0.023,0.032,0.054
3562,2024,5120456,Kwinten Ives,RB,Nebraska,B1G,0.027,0.0,0.058,0.031,0.015,0.047,0.025,0.032
3563,2024,5120970,Ismael Cisse,WR,Stanford,ACC,0.063,0.11,0.015,0.052,0.096,0.028,0.064,0.061
3564,2024,5120971,Aziah Johnson,WR,Michigan State,B1G,0.037,0.067,0.004,0.033,0.019,0.07,0.034,0.044
3565,2024,5120977,Maxwell Moss,WR,James Madison,SBC,0.016,0.031,0.0,0.0,0.05,0.0,0.0,0.063
3566,2024,5121169,Darian Mensah,QB,Tulane,AAC,0.407,0.951,0.088,0.347,0.37,0.591,0.339,0.559
3567,2024,5121334,Jayce Brown,WR,Kansas State,B12,0.067,0.134,0.009,0.066,0.064,0.065,0.062,0.078
3568,2024,5121384,Ezekiel Avit,WR,Maryland,B1G,0.014,0.022,0.0,0.033,0.0,0.0,0.021,0.0
3569,2024,5121453,Eli Finley,TE,Louisiana Tech,CUSA,0.036,0.068,0.0,0.029,0.046,0.035,0.031,0.045
3570,2024,5121468,Jordon Harris,TE,Missouri,SEC,0.018,0.034,0.0,0.024,0.021,0.0,0.02,0.012
3571,2024,5121541,Cam Wallace,RB,Penn State,B1G,0.128,0.0,0.198,0.164,0.109,0.048,0.125,0.135
3572,2024,5121571,Ezell Jolly,RB,UTEP,CUSA,0.178,0.031,0.284,0.188,0.213,0.126,0.201,0.132
3573,2024,5121601,Hunter Summers,WR,Arkansas State,SBC,0.025,0.051,0.0,0.014,0.008,0.075,0.013,0.048
3574,2024,5121607,Ke'Marion Baldwin,RB,James Madison,SBC,0.046,0.0,0.091,0.05,0.05,0.037,0.065,0.0
3575,2024,5121616,Grayson Tempest,WR,Tulsa,AAC,0.031,0.051,0.011,0.02,0.038,0.043,0.021,0.051
3576,2024,5121636,Adam Parks,TE,New Mexico State,CUSA,0.013,0.026,0.0,0.014,0.019,0.0,0.01,0.017
3577,2024,5121666,Kameran Shanks,WR,UAB,AAC,0.096,0.152,0.024,0.089,0.102,0.093,0.081,0.127
3578,2024,5121696,Nate Burleson II,WR,Nevada,MWC,0.017,0.032,0.0,0.0,0.017,0.027,0.009,0.031
3579,2024,5121709,Rickey Hunt,RB,Ohio,MAC,0.096,0.018,0.149,0.11,0.096,0.064,0.096,0.097
3580,2024,5121720,Noah Meyers,TE,Western Kentucky,CUSA,0.029,0.056,0.0,0.029,0.032,0.03,0.029,0.03
3581,2024,5121721,Jekail Middlebrook,RB,Middle Tennessee,CUSA,0.141,0.064,0.259,0.172,0.144,0.081,0.159,0.105
3582,2024,5121750,Yamir Knight,WR,James Madison,SBC,0.06,0.129,0.002,0.051,0.062,0.087,0.044,0.097
3583,2024,5121763,Za'Marion Webber,RB,Arkansas-Pine Bluff,,0.092,0.004,0.185,0.106,0.102,0.052,0.108,0.064
3584,2024,5121782,Jaelen Smith,WR,Michigan State,B1G,0.02,0.037,0.0,0.0,0.059,0.0,0.031,0.0
3585,2024,5121793,Peyton Streko,RB,Clemson,ACC,0.024,0.0,0.051,0.023,0.034,0.0,0.031,0.0
3586,2024,5121879,Keshaun Singleton,WR,South Florida,AAC,0.063,0.121,0.0,0.052,0.061,0.094,0.047,0.097
3587,2024,5121893,Tony Livingston,TE,Florida,SEC,0.043,0.09,0.0,0.041,0.011,0.089,0.041,0.049
3588,2024,5121998,Lakota Dippre,TE,Charlotte,AAC,0.014,0.0,0.032,0.029,0.0,0.0,0.021,0.0
3589,2024,5121998,Lakota Dippre,TE,Charlotte,,0.014,0.0,0.032,0.029,0.0,0.0,0.021,0.0
3590,2024,5122006,Landon Sides,WR,North Texas,AAC,0.035,0.057,0.0,0.033,0.031,0.05,0.034,0.037
3591,2024,5122018,Jacob Harris,TE,Bowling Green,MAC,0.016,0.029,0.0,0.018,0.0,0.04,0.012,0.024
3592,2024,5122043,Jaylen Poe,RB,Northern Illinois,MAC,0.117,0.043,0.167,0.138,0.121,0.09,0.131,0.077
3593,2024,5122054,Aidan Armenta,QB,UL Monroe,SBC,0.33,0.765,0.069,0.278,0.276,0.513,0.258,0.467
3594,2024,5122072,Nic Trujillo,WR,New Mexico,MWC,0.029,0.054,0.004,0.012,0.04,0.061,0.013,0.072
3595,2024,5122076,Cole Weaver,WR,Miami (OH),MAC,0.049,0.128,0.0,0.021,0.094,0.048,0.026,0.12
3596,2024,5122081,Tyler Little,TE,Arkansas State,SBC,0.013,0.025,0.0,0.008,0.01,0.015,0.02,0.0
3597,2024,5122082,Justin Stevenson,WR,Wyoming,MWC,0.03,0.05,0.013,0.029,0.03,0.036,0.026,0.037
3598,2024,5122106,Jackson Worley,TE,Troy,SBC,0.018,0.043,0.0,0.0,0.041,0.026,0.018,0.019
3599,2024,5122106,Jackson Worley,TE,Troy,,0.018,0.043,0.0,0.0,0.041,0.026,0.018,0.019
3600,2024,5122147,Vaughn Blue,RB,Liberty,CUSA,0.055,0.026,0.071,0.052,0.081,0.021,0.057,0.047
3601,2024,5122162,Jordan Smith,WR,New Mexico State,CUSA,0.021,0.038,0.008,0.016,0.014,0.031,0.014,0.033
3602,2024,5122286,Reece Thomas,WR,Lindenwood,,0.04,0.084,0.003,0.036,0.037,0.054,0.039,0.042
3603,2024,5122403,Lorenzo Jenkins,WR,Bethune-Cookman,,0.043,0.095,0.0,0.018,0.057,0.07,0.024,0.076
3604,2024,5122553,Peyton Lewis,RB,Tennessee,SEC,0.101,0.018,0.162,0.097,0.103,0.105,0.101,0.102
3605,2024,5122554,Xavier Robinson,RB,Oklahoma,SEC,0.15,0.074,0.207,0.161,0.158,0.11,0.177,0.092
3606,2024,5122883,Dylan Lee,RB,Iowa State,B12,0.1,0.019,0.162,0.121,0.077,0.095,0.115,0.042
3607,2024,5123048,Jason Patterson,RB,Kentucky,SEC,0.128,0.014,0.218,0.197,0.098,0.032,0.183,0.0
3608,2024,5123663,Isaac Teslaa,WR,Arkansas,SEC,0.046,0.089,0.0,0.049,0.023,0.077,0.036,0.066
3609,2024,5123665,Trey Owens,QB,Texas,SEC,0.076,0.125,0.029,0.031,0.043,0.222,0.022,0.19
3610,2024,5123988,Taylor Bradshaw,WR,Georgia Southern,SBC,0.015,0.029,0.0,0.0,0.048,0.0,0.0,0.036
3611,2024,5124334,PJ Martin,RB,South Alabama,SBC,0.044,0.019,0.063,0.036,0.043,0.074,0.034,0.071
3612,2024,5124338,Josh Ford,TE,Oklahoma State,B12,0.028,0.05,0.0,0.023,0.016,0.062,0.019,0.045
3613,2024,5124516,Tre' Hartwell,RB,Western Michigan,MAC,0.05,0.0,0.083,0.032,0.1,0.0,0.05,0.05
3614,2024,5124975,Juelz Goff,RB,Pittsburgh,ACC,0.092,0.058,0.131,0.109,0.11,0.042,0.107,0.064
3615,2024,5125301,Carson Cruver,QB,Florida Atlantic,AAC,0.014,0.037,0.0,0.0,0.0,0.1,0.017,0.0
3616,2024,5125335,Rodney Fields Jr.,RB,Oklahoma State,B12,0.091,0.027,0.167,0.097,0.1,0.059,0.1,0.071
3617,2024,5125366,Sesi Vailahi,RB,Oklahoma State,B12,0.07,0.022,0.134,0.071,0.06,0.08,0.078,0.054
3618,2024,5125521,Arhmad Branch,WR,Purdue,B1G,0.017,0.0,0.031,0.033,0.0,0.0,0.022,0.0
3619,2024,5125525,Jahzae Kimbrough,RB,Kent State,MAC,0.091,0.029,0.16,0.126,0.066,0.042,0.116,0.052
3620,2024,5125580,Chad Alexander,RB,Georgia Tech,ACC,0.091,0.017,0.148,0.109,0.078,0.082,0.11,0.038
3621,2024,5125593,Bailey Stockton,WR,Georgia Tech,ACC,0.027,0.049,0.006,0.018,0.033,0.042,0.018,0.049
3622,2024,5125715,Colton Joseph,QB,Old Dominion,SBC,0.553,0.881,0.3,0.46,0.605,0.664,0.476,0.707
3623,2024,5125724,Cam Crooks,RB,Tulsa,AAC,0.028,0.0,0.049,0.059,0.0,0.0,0.038,0.0
3624,2024,5125733,Joey Mattord,RB,Eastern Michigan,MAC,0.073,0.052,0.102,0.047,0.063,0.13,0.045,0.126
3625,2024,5125734,Luke Mcgary,TE,Tulsa,AAC,0.027,0.052,0.0,0.018,0.037,0.034,0.018,0.045
3626,2024,5125754,Jai'Den Thomas,RB,UNLV,MWC,0.189,0.036,0.277,0.207,0.192,0.135,0.213,0.13
3627,2024,5125765,PJ Hatter,QB,Texas State,SBC,0.108,0.0,0.226,0.083,0.167,0.1,0.082,0.188
3628,2024,5125768,DeAngelo Irvin Jr.,WR,UNLV,MWC,0.028,0.038,0.023,0.033,0.027,0.021,0.026,0.032
3629,2024,5125819,Darrell Gill Jr.,WR,Syracuse,ACC,0.046,0.067,0.007,0.04,0.052,0.055,0.04,0.058
3630,2024,5125823,DJ McKinney,RB,Sam Houston,CUSA,0.133,0.042,0.198,0.117,0.192,0.082,0.151,0.09
3631,2024,5125900,Joshua Dye,RB,UTEP,CUSA,0.039,0.0,0.075,0.079,0.021,0.0,0.058,0.0
3632,2024,5125905,Corri Milliner,WR,UAB,AAC,0.052,0.092,0.0,0.047,0.044,0.08,0.041,0.076
3633,2024,5126464,Deuce Adams,QB,Louisville,ACC,0.016,0.0,0.038,0.031,0.0,0.0,0.023,0.0
3634,2024,5126465,Tim Carpenter,QB,Tulsa,AAC,0.074,0.074,0.074,0.065,0.074,0.088,0.08,0.06
3635,2024,5126468,Will Hammond,QB,Texas Tech,B12,0.241,0.385,0.104,0.239,0.204,0.293,0.23,0.267
3636,2024,5126470,Trever Jackson,QB,Florida State,ACC,0.018,0.0,0.032,0.037,0.0,0.0,0.025,0.0
3637,2024,5126474,Danny O'Neil,QB,San Diego State,MWC,0.527,0.907,0.128,0.479,0.496,0.656,0.462,0.64
3638,2024,5126510,Gideon Ituka,RB,Wisconsin,B1G,0.028,0.0,0.05,0.03,0.042,0.0,0.038,0.0
3639,2024,5126513,Jayden Scott,RB,NC State,ACC,0.05,0.0,0.079,0.069,0.048,0.0,0.061,0.0
3640,2024,5126514,Harry Stewart III,RB,Kansas,B12,0.111,0.0,0.167,0.103,0.143,0.1,0.094,0.2
3641,2024,5126515,Sam Williams-Dixon,RB,Ohio State,B1G,0.034,0.0,0.067,0.03,0.049,0.028,0.039,0.02
3642,2024,5126536,Ryner Swanson,TE,BYU,B12,0.024,0.051,0.0,0.03,0.006,0.044,0.02,0.031
3643,2024,5126537,Jamar Taylor Jr.,WR,Temple,AAC,0.038,0.065,0.0,0.042,0.018,0.063,0.038,0.038
3644,2024,5127885,Kwazi Gilmer,WR,UCLA,B1G,0.065,0.11,0.004,0.067,0.067,0.066,0.062,0.071
3645,2024,5127900,Shay Smith,QB,UTEP,CUSA,0.035,0.028,0.043,0.012,0.029,0.075,0.044,0.016
3646,2024,5130792,Nitro Tuggle,WR,Georgia,SEC,0.038,0.065,0.0,0.032,0.07,0.0,0.032,0.053
3647,2024,5132253,Isiah Canion,WR,Georgia Tech,ACC,0.022,0.046,0.0,0.022,0.019,0.032,0.013,0.046
3648,2024,5132629,Braylon Staley,WR,Tennessee,SEC,0.051,0.106,0.0,0.095,0.022,0.0,0.074,0.0
3649,2024,5132652,Ricky Johnson,WR,Mississippi State,SEC,0.029,0.063,0.0,0.031,0.0,0.0,0.037,0.0
3650,2024,5132812,Aaron Philo,QB,Georgia Tech,ACC,0.305,0.557,0.081,0.168,0.333,0.509,0.201,0.541
3651,2024,5136049,Duke Watson,RB,Louisville,ACC,0.092,0.013,0.176,0.12,0.086,0.035,0.112,0.044
3652,2024,5136180,Traville Frederick Jr.,TE,Houston,B12,0.017,0.031,0.0,0.04,0.0,0.0,0.028,0.0
3653,2024,5136838,Willie Rodriguez,TE,Kentucky,SEC,0.024,0.051,0.0,0.021,0.016,0.053,0.015,0.041
3654,2024,5138131,Deshawn Purdie,QB,Charlotte,AAC,0.446,0.745,0.07,0.426,0.399,0.552,0.416,0.503
3655,2024,5138131,Deshawn Purdie,QB,Charlotte,,0.446,0.745,0.07,0.426,0.399,0.552,0.416,0.503
3656,2024,5138132,Corey Smith,WR,Tulsa,AAC,0.03,0.054,0.005,0.034,0.014,0.04,0.026,0.036
3657,2024,5138293,Reece Vander Zee,WR,Iowa,B1G,0.041,0.101,0.0,0.02,0.027,0.103,0.028,0.076
3658,2024,5138451,Luke Reynolds,TE,Penn State,B1G,0.025,0.055,0.004,0.016,0.031,0.029,0.017,0.05
3659,2024,5139055,Josh Ringer,RB,Miami (OH),MAC,0.043,0.015,0.063,0.027,0.038,0.094,0.026,0.085
3660,2024,5139057,Ashton Bethel-Roman,WR,Texas A&M,SEC,0.029,0.057,0.0,0.0,0.022,0.095,0.01,0.088
3661,2024,5139854,Trey Jackson,TE,Texas Tech,B12,0.012,0.017,0.0,0.0,0.0,0.053,0.018,0.0
3662,2024,5139857,Caden Williams,RB,Liberty,CUSA,0.073,0.0,0.11,0.067,0.078,0.054,0.085,0.039
3663,2024,5140620,Connor Moberly,QB,Iowa State,B12,0.081,0.11,0.054,0.043,0.129,0.073,0.055,0.136
3664,2024,5141378,Cutter Boley,QB,Kentucky,SEC,0.24,0.463,0.031,0.195,0.232,0.357,0.179,0.36
3665,2024,5141395,EJ Colson,QB,UCF,B12,0.197,0.257,0.137,0.246,0.149,0.161,0.198,0.196
3666,2024,5141471,Hardley Gilmore IV,WR,Kentucky,SEC,0.023,0.04,0.006,0.022,0.04,0.0,0.025,0.02
3667,2024,5141684,Austin Simmons,QB,Ole Miss,SEC,0.072,0.125,0.016,0.068,0.061,0.096,0.058,0.115
3668,2024,5141711,Ryan Williams,WR,Alabama,SEC,0.095,0.199,0.011,0.105,0.083,0.091,0.082,0.129
3669,2024,5141763,Amaree Williams,TE,Florida State,ACC,0.024,0.037,0.009,0.01,0.0,0.078,0.02,0.031
3670,2024,5141795,Braylon Isom,WR,Miami (OH),MAC,0.051,0.111,0.0,0.037,0.105,0.0,0.048,0.059
3671,2024,5142140,Khobie Martin,RB,Indiana,B1G,0.104,0.0,0.163,0.085,0.125,0.105,0.105,0.1
3672,2024,5142238,Tyler Mason,RB,Virginia Tech,ACC,0.103,0.023,0.159,0.128,0.088,0.083,0.133,0.031
3673,2024,5142264,Jay Lindsey,TE,Alabama,SEC,0.013,0.029,0.0,0.029,0.0,0.0,0.017,0.0
3674,2024,5142321,Chris Wheatley-Humphrey,RB,Miami,ACC,0.013,0.0,0.025,0.024,0.0,0.0,0.018,0.0
3675,2024,5142753,Jesse Watson,WR,Purdue,B1G,0.016,0.028,0.0,0.03,0.0,0.0,0.02,0.0
3676,2024,5143191,Micah Ford,RB,Stanford,ACC,0.154,0.062,0.254,0.155,0.166,0.153,0.157,0.147
3677,2024,5144078,Ethan Grunkemeyer,QB,Penn State,B1G,0.031,0.071,0.0,0.0,0.045,0.077,0.0,0.087
3678,2024,5144313,Michael Merdinger,QB,North Carolina,ACC,0.405,0.889,0.042,0.211,0.364,0.667,0.357,0.5
3679,2024,5144959,Drake Lindsey,QB,Minnesota,B1G,0.043,0.075,0.014,0.048,0.04,0.045,0.04,0.051
3680,2024,5145207,Bryce Cain,WR,Auburn,SEC,0.045,0.038,0.056,0.0,0.133,0.0,0.029,0.111
3681,2024,5145396,Miles O'Neill,QB,Texas A&M,SEC,0.08,0.136,0.0,0.0,0.154,0.154,0.04,0.16
3682,2024,5145459,Nate Bennett,QB,Baylor,B12,0.016,0.042,0.0,0.0,0.0,0.087,0.0,0.047
3683,2024,5145460,Jack Sammarco,TE,West Virginia,B12,0.018,0.038,0.0,0.0,0.053,0.0,0.023,0.0
3684,2024,5145592,Tyler Budge,QB,Georgia Southern,SBC,0.018,0.0,0.045,0.038,0.0,0.0,0.022,0.0
3685,2024,5145653,Austin McGee,WR,Georgia State,SBC,0.014,0.02,0.0,0.03,0.0,0.0,0.022,0.0
3686,2024,5145737,Matthew Fuller,RB,South Carolina,SEC,0.101,0.0,0.163,0.091,0.074,0.071,0.127,0.042
3687,2024,5146163,Rahji Dennis,WR,Louisiana,SBC,0.015,0.026,0.0,0.033,0.0,0.0,0.02,0.0
3688,2024,5146273,DJ Murray Jr.,RB,Georgia State,SBC,0.034,0.03,0.043,0.034,0.016,0.067,0.03,0.042
3689,2024,5146355,AJ Hairston,QB,Massachusetts,Ind,0.342,0.714,0.116,0.368,0.242,0.436,0.296,0.451
3690,2024,5146427,Xakery Wiedner,WR,Coastal Carolina,SBC,0.017,0.037,0.0,0.0,0.056,0.0,0.0,0.043
3691,2024,5146576,Joshua Porter,WR,South Florida,AAC,0.032,0.059,0.003,0.029,0.027,0.029,0.033,0.029
3692,2024,5146661,Daniel Beale,QB,Louisiana,SBC,0.21,0.337,0.07,0.115,0.259,0.262,0.143,0.319
3693,2024,5146670,Alessio Milivojevic,QB,Michigan State,B1G,0.021,0.038,0.0,0.0,0.067,0.0,0.032,0.0
3694,2024,5146689,Brock Townsend,RB,Central Michigan,MAC,0.088,0.0,0.2,0.036,0.067,0.182,0.103,0.056
3695,2024,5146711,Da'Jaun Riggs,RB,Oregon,B1G,0.07,0.0,0.122,0.103,0.051,0.0,0.087,0.0
3696,2024,5146712,Dylan Riley,RB,Boise State,MWC,0.071,0.021,0.105,0.078,0.076,0.049,0.079,0.046
3697,2024,5146719,CJ Brown,WR,Arkansas,SEC,0.04,0.077,0.014,0.018,0.071,0.038,0.012,0.095
3698,2024,5146722,Devonte Lyons,RB,Florida International,CUSA,0.237,0.047,0.389,0.247,0.3,0.128,0.261,0.173
3699,2024,5146724,Turbo Richard,RB,Boston College,ACC,0.114,0.009,0.194,0.181,0.079,0.048,0.153,0.026
3700,2024,5146725,Kaden Shields-Dutton,RB,Florida Atlantic,AAC,0.085,0.0,0.141,0.07,0.089,0.13,0.093,0.059
3701,2024,5146726,Kiefer Sibley,RB,North Texas,AAC,0.105,0.044,0.208,0.121,0.113,0.081,0.106,0.103
3702,2024,5146727,Josh Smith,WR,Tulsa,AAC,0.011,0.022,0.0,0.0,0.0,0.05,0.016,0.0
3703,2024,5146728,Koby Young,WR,Houston,B12,0.032,0.048,0.0,0.077,0.0,0.0,0.054,0.0
3704,2024,5146735,Charlie Becker,WR,Indiana,B1G,0.015,0.0,0.021,0.0,0.0,0.111,0.017,0.0
3705,2024,5146736,Sanfrisco Magee,WR,Mississippi State,SEC,0.019,0.038,0.0,0.036,0.0,0.0,0.026,0.0
3706,2024,5146745,Jacob Emmers,WR,Tulsa,AAC,0.02,0.031,0.01,0.024,0.016,0.024,0.02,0.022
3707,2024,5146747,Javarius Green,WR,North Carolina,ACC,0.013,0.011,0.015,0.028,0.0,0.0,0.019,0.0
3708,2024,5146753,Shamar Rigby,WR,Purdue,B1G,0.027,0.045,0.004,0.009,0.042,0.026,0.014,0.051
3709,2024,5146754,Jacob Simpson,TE,Minnesota,B1G,0.017,0.026,0.0,0.04,0.0,0.0,0.024,0.0
3710,2024,5146755,Jamie Tremble,TE,Syracuse,ACC,0.011,0.018,0.0,0.0,0.0,0.059,0.0,0.033
3711,2024,5146764,Benjamin Blackburn,TE,Stanford,ACC,0.016,0.033,0.0,0.0,0.0,0.1,0.0,0.059
3712,2024,5146781,Xavier Gayten,RB,Mississippi State,SEC,0.036,0.008,0.063,0.044,0.026,0.022,0.04,0.027
3713,2024,5146972,Ayden Harris,RB,Kent State,MAC,0.123,0.0,0.246,0.158,0.123,0.065,0.158,0.062
3714,2024,5146987,Brandon Young Jr.,TE,North Texas,AAC,0.021,0.036,0.0,0.016,0.021,0.0,0.022,0.02
3715,2024,5146995,Devyn Zahursky,TE,Cincinnati,B12,0.018,0.048,0.0,0.0,0.053,0.0,0.0,0.059
3716,2024,5147046,Ben Black,WR,Rutgers,B1G,0.026,0.054,0.0,0.013,0.022,0.064,0.016,0.048
3717,2024,5147053,Wayne Harris,WR,Kent State,MAC,0.091,0.19,0.0,0.0,0.188,0.091,0.045,0.136
3718,2024,5147191,Javon Rogers,WR,Kennesaw State,CUSA,0.018,0.036,0.0,0.0,0.0,0.063,0.0,0.048
3719,2024,5147203,Chase Tyler,WR,Duke,ACC,0.018,0.05,0.0,0.0,0.0,0.1,0.0,0.067
3720,2024,5147204,Jalen Washington,RB,Southern Miss,SBC,0.102,0.008,0.181,0.115,0.115,0.069,0.108,0.092
3721,2024,5147344,Tyson Turner,WR,Texas Tech,B12,0.014,0.029,0.0,0.0,0.0,0.071,0.0,0.042
3722,2024,5147367,Joseph McVay,WR,Vanderbilt,SEC,0.017,0.042,0.0,0.038,0.0,0.0,0.026,0.0
3723,2024,5147376,Kameron Courtney,WR,Virginia,ACC,0.035,0.06,0.009,0.039,0.037,0.021,0.043,0.02
3724,2024,5147379,Sire Gaines,RB,Boise State,MWC,0.114,0.031,0.192,0.126,0.136,0.026,0.116,0.107
3725,2024,5147380,Devin Green,RB,UNLV,MWC,0.042,0.0,0.065,0.053,0.028,0.043,0.043,0.038
3726,2024,5147382,Reed Jesiolowski,TE,Southern Miss,SBC,0.03,0.061,0.0,0.049,0.013,0.0,0.04,0.011
3727,2024,5147463,Tyler Stewart,WR,Temple,AAC,0.067,0.07,0.065,0.1,0.059,0.032,0.074,0.059
3728,2024,5147685,Josiah McLaurin,RB,Maryland,B1G,0.025,0.025,0.026,0.014,0.039,0.029,0.009,0.06
3729,2024,5147756,Taji Atkins,RB,Rice,AAC,0.08,0.0,0.212,0.118,0.059,0.048,0.101,0.045
