,season,id,name,position,team,conference,usage.overall,usage.pass,usage.rush,usage.firstDown,usage.secondDown,usage.thirdDown,usage.standardDowns,usage.passingDowns
0,2024,102597,Will Rogers,QB,Washington,B1G,0.464,0.823,0.046,0.411,0.471,0.6,0.404,0.634
1,2024,107494,Trey Sanders,RB,TCU,B12,0.037,0.0,0.08,0.043,0.036,0.016,0.041,0.029
2,2024,146583,John Adams,WR,Temple,AAC,0.03,0.048,0.011,0.019,0.044,0.035,0.03,0.031
3,2024,548696,Malik Jackson,TE,Towson,,0.014,0.026,0.0,0.016,0.021,0.0,0.01,0.024
4,2024,550577,Jordan Brown,WR,Fresno State,MWC,0.028,0.055,0.0,0.028,0.039,0.016,0.027,0.032
5,2024,553074,Aaron Young,RB,Old Dominion,SBC,0.227,0.019,0.414,0.285,0.233,0.109,0.278,0.122
6,2024,560147,Kevin Johnson,WR,Hampton,,0.045,0.114,0.0,0.048,0.03,0.074,0.048,0.037
7,2024,3116099,Monte Harrison,WR,Arkansas,SEC,0.029,0.054,0.0,0.05,0.0,0.0,0.034,0.0
8,2024,3949586,Jake Taylor,TE,Duke,ACC,0.035,0.06,0.0,0.037,0.02,0.041,0.029,0.046
9,2024,4038961,Cam McCormick,TE,Miami,ACC,0.017,0.03,0.0,0.0,0.053,0.0,0.012,0.032
10,2024,4242373,Bentley Hanshaw,TE,Liberty,CUSA,0.019,0.049,0.0,0.024,0.006,0.03,0.02,0.015
11,2024,4251136,Spencer Curtis,WR,Hawai'i,MWC,0.031,0.048,0.0,0.033,0.023,0.041,0.028,0.036
12,2024,4360435,Jacolby Hewitt,WR,Alabama A&M,,0.036,0.077,0.004,0.034,0.05,0.022,0.03,0.05
13,2024,4360480,Spencer Petras,QB,Utah State,MWC,0.498,0.86,0.077,0.399,0.586,0.595,0.432,0.671
14,2024,4360689,Tyler Shough,QB,Louisville,ACC,0.541,0.968,0.075,0.456,0.544,0.743,0.45,0.76
15,2024,4360890,Jordan McCloud,QB,Texas State,SBC,0.468,0.883,0.117,0.469,0.392,0.615,0.423,0.576
16,2024,4360930,Jyaire Shorter,WR,Memphis,AAC,0.022,0.037,0.0,0.015,0.02,0.044,0.019,0.03
17,2024,4361014,Brant Kuithe,TE,Utah,B12,0.083,0.14,0.027,0.09,0.075,0.085,0.09,0.07
18,2024,4361025,Jack Tuttle,QB,Michigan,B1G,0.485,0.885,0.143,0.528,0.417,0.538,0.419,0.641
19,2024,4361059,Da'kendall James,WR,Towson,,0.032,0.054,0.008,0.009,0.072,0.019,0.028,0.042
20,2024,4362075,Cameron Rising,QB,Utah,B12,0.381,0.767,0.048,0.43,0.258,0.476,0.375,0.392
21,2024,4362159,Alan Bowman,QB,Oklahoma State,B12,0.475,0.798,0.051,0.423,0.485,0.56,0.396,0.636
22,2024,4362188,Sterling Galban,WR,Massachusetts,Ind,0.035,0.075,0.002,0.033,0.046,0.025,0.025,0.054
23,2024,4362248,Anthony Torres,TE,Toledo,MAC,0.044,0.083,0.0,0.029,0.04,0.061,0.037,0.059
24,2024,4362263,Jalynn Williams,RB,Western Carolina,,0.06,0.009,0.128,0.051,0.073,0.06,0.06,0.06
25,2024,4362313,O'Shann Allison,RB,Austin Peay,,0.083,0.037,0.13,0.109,0.064,0.069,0.1,0.05
26,2024,4362332,Alec Burton,TE,Utah Tech,,0.016,0.027,0.0,0.013,0.016,0.0,0.027,0.0
27,2024,4362909,Cameron Gardner,WR,Mississippi Valley State,,0.041,0.078,0.005,0.023,0.045,0.074,0.036,0.049
28,2024,4362915,Gerry Bohannon,QB,BYU,B12,0.053,0.043,0.061,0.052,0.062,0.025,0.07,0.015
29,2024,4363059,Jay Gibson,TE,Chattanooga,,0.028,0.064,0.0,0.015,0.026,0.058,0.029,0.026
30,2024,4364635,Cole Grossman,TE,Montana,,0.05,0.115,0.0,0.055,0.025,0.045,0.048,0.053
31,2024,4365454,Takairee Kenebrew,WR,North Alabama,,0.069,0.137,0.004,0.079,0.06,0.069,0.068,0.07
32,2024,4365710,Jaren Mitchell,WR,Incarnate Word,,0.021,0.032,0.0,0.019,0.041,0.0,0.028,0.0
33,2024,4366640,Solomon Vanhorse,RB,Indiana,B1G,0.015,0.048,0.0,0.027,0.0,0.0,0.017,0.0
34,2024,4367042,John Erby,WR,Duquesne,,0.09,0.18,0.009,0.091,0.059,0.13,0.091,0.09
35,2024,4367069,Ty Son Lawton,RB,Indiana,B1G,0.182,0.04,0.298,0.23,0.19,0.062,0.207,0.115
36,2024,4368612,Jay Parker,WR,Tennessee Tech,,0.033,0.051,0.013,0.034,0.031,0.028,0.035,0.029
37,2024,4368909,Jeremiah Edwards,WR,UT Martin,,0.015,0.04,0.0,0.0,0.024,0.04,0.0,0.061
38,2024,4369910,Chance Newman,QB,Northwestern State,,0.046,0.031,0.063,0.019,0.086,0.031,0.036,0.059
39,2024,4370170,Landon Parker,WR,Troy,SBC,0.047,0.093,0.0,0.039,0.053,0.059,0.037,0.069
40,2024,4370170,Landon Parker,WR,Troy,,0.047,0.093,0.0,0.039,0.053,0.059,0.037,0.069
41,2024,4370981,Keilon Elder,RB,Grambling,,0.169,0.033,0.288,0.245,0.167,0.053,0.253,0.038
42,2024,4371078,Romelo Williams,QB,Virginia St,,0.436,0.762,0.242,0.292,0.389,0.769,0.351,0.611
43,2024,4373895,Ben Wooldridge,QB,Louisiana,SBC,0.501,0.89,0.139,0.416,0.538,0.615,0.461,0.61
44,2024,4376241,D'Angelo Durham,RB,McNeese,,0.102,0.027,0.165,0.141,0.075,0.059,0.124,0.058
45,2024,4379400,Matthew Downing,QB,Elon,,0.431,0.781,0.108,0.373,0.409,0.608,0.379,0.533
46,2024,4379471,Tyler Brown,WR,Clemson,ACC,0.053,0.079,0.02,0.059,0.083,0.0,0.053,0.053
47,2024,4383431,Cameron Lewis,WR,East Tennessee State,,0.066,0.148,0.0,0.085,0.047,0.0,0.072,0.051
48,2024,4384603,Will McElvain,QB,Central Arkansas,,0.432,0.783,0.1,0.395,0.419,0.547,0.394,0.503
49,2024,4395522,Jacob Van Landingham,WR,Northern State,,0.038,0.154,0.0,0.0,0.125,0.0,0.0,0.083
50,2024,4426333,John Emery Jr.,RB,LSU,SEC,0.172,0.026,0.385,0.276,0.1,0.077,0.204,0.067
51,2024,4426335,Graham Mertz,QB,Florida,SEC,0.373,0.645,0.104,0.349,0.323,0.509,0.341,0.453
52,2024,4426337,Bru McCoy,WR,Tennessee,SEC,0.055,0.125,0.004,0.069,0.051,0.038,0.058,0.049
53,2024,4426357,Kyle Ford,WR,USC,B1G,0.044,0.073,0.003,0.024,0.074,0.05,0.023,0.103
54,2024,4426409,Chez Mellusi,RB,Wisconsin,B1G,0.225,0.05,0.367,0.276,0.234,0.113,0.267,0.101
55,2024,4426410,Mycah Pittman,WR,Utah,B12,0.018,0.032,0.0,0.021,0.009,0.027,0.014,0.024
56,2024,4426417,Jacob Zeno,QB,UAB,AAC,0.502,0.91,0.191,0.46,0.446,0.685,0.407,0.753
57,2024,4426420,Devyn Ford,RB,Notre Dame,Ind,0.038,0.011,0.06,0.017,0.037,0.087,0.029,0.058
58,2024,4426421,Ryland Goede,TE,Georgia Tech,ACC,0.016,0.038,0.0,0.012,0.024,0.016,0.018,0.011
59,2024,4426424,Trejan Bridges,WR,Central Arkansas,,0.071,0.142,0.0,0.053,0.07,0.118,0.054,0.103
60,2024,4426428,Sean Dollars,RB,Nevada,MWC,0.119,0.054,0.166,0.119,0.129,0.096,0.128,0.099
61,2024,4426430,Taisun Phommachanh,QB,Massachusetts,Ind,0.538,0.886,0.246,0.476,0.533,0.657,0.446,0.724
62,2024,4426444,Connor Bazelak,QB,Bowling Green,MAC,0.532,0.951,0.065,0.46,0.553,0.655,0.478,0.645
63,2024,4426454,Lance LeGendre,WR,Louisiana,SBC,0.061,0.123,0.004,0.06,0.064,0.064,0.054,0.081
64,2024,4426459,Chase Lane,WR,Georgia Tech,ACC,0.039,0.083,0.0,0.034,0.049,0.032,0.034,0.052
65,2024,4426460,Jackson Lowe,TE,Incarnate Word,,0.029,0.056,0.0,0.032,0.022,0.036,0.03,0.024
66,2024,4426463,Dannis Jackson,WR,Southern Miss,SBC,0.036,0.058,0.013,0.048,0.029,0.029,0.038,0.033
67,2024,4426478,Colby Bowman,WR,Utah State,MWC,0.022,0.04,0.0,0.008,0.022,0.034,0.027,0.011
68,2024,4426484,Marcus Major,RB,Minnesota,B1G,0.133,0.053,0.226,0.144,0.169,0.057,0.141,0.112
69,2024,4426499,Hank Bachmeier,QB,Wake Forest,ACC,0.521,0.879,0.149,0.434,0.549,0.645,0.444,0.695
70,2024,4426524,Kendall Abdur-Rahman,WR,McKendree,,0.048,0.083,0.0,0.056,0.0,0.118,0.038,0.065
71,2024,4426528,Ife Adeyi,WR,Sam Houston,CUSA,0.042,0.08,0.014,0.05,0.031,0.049,0.046,0.034
72,2024,4426530,Kay'Ron Adams,RB,Michigan State,B1G,0.2,0.042,0.366,0.193,0.254,0.136,0.221,0.156
73,2024,4426535,Theo Wease,WR,Missouri,SEC,0.078,0.169,0.0,0.056,0.084,0.104,0.056,0.131
74,2024,4426570,Ezeriah Anderson,WR,UConn,Ind,0.019,0.038,0.0,0.021,0.03,0.0,0.021,0.015
75,2024,4426612,Jarrad Baker,WR,UCF,B12,0.017,0.042,0.0,0.012,0.009,0.032,0.016,0.02
76,2024,4426635,Darwin Barlow,RB,North Carolina,ACC,0.049,0.031,0.06,0.047,0.027,0.091,0.035,0.082
77,2024,4426645,Jouvensly Bazil,RB,Bethune-Cookman,,0.076,0.023,0.128,0.099,0.067,0.041,0.088,0.058
78,2024,4426657,Ryan Hilinski,QB,Northwestern,B1G,0.09,0.149,0.014,0.101,0.077,0.071,0.104,0.066
79,2024,4426684,Andrew Bench,TE,South Alabama,SBC,0.016,0.031,0.0,0.0,0.0,0.077,0.021,0.0
80,2024,4426687,Johnathan Bennett,QB,The Citadel,,0.396,0.713,0.238,0.31,0.364,0.609,0.326,0.531
81,2024,4426688,Kaiden Bennett,QB,Sacramento State,,0.363,0.5,0.169,0.3,0.385,0.5,0.277,0.518
82,2024,4426689,Ulysses Bentley IV,RB,Ole Miss,SEC,0.133,0.039,0.221,0.139,0.129,0.13,0.147,0.097
83,2024,4426696,Micah Bernard,RB,Utah,B12,0.304,0.091,0.516,0.355,0.335,0.2,0.337,0.245
84,2024,4426703,Mark Biggins,RB,Campbell,,0.171,0.018,0.307,0.196,0.201,0.112,0.193,0.132
85,2024,4426760,Stephan Bracey,WR,Central Michigan,MAC,0.043,0.079,0.0,0.065,0.024,0.034,0.04,0.049
86,2024,4426815,Mike Brown-Stephens,WR,South Florida,AAC,0.046,0.086,0.0,0.051,0.038,0.052,0.047,0.043
87,2024,4426847,Zach Calzada,QB,Incarnate Word,,0.536,0.833,0.189,0.508,0.532,0.611,0.504,0.61
88,2024,4426857,Oscar Cardenas,TE,UTSA,AAC,0.025,0.043,0.004,0.009,0.026,0.05,0.019,0.035
89,2024,4426869,Jalen Carr,WR,Illinois State,,0.025,0.071,0.0,0.0,0.038,0.059,0.033,0.0
90,2024,4426884,Quincy Casey,QB,West Georgia,,0.363,0.493,0.194,0.335,0.398,0.356,0.332,0.424
91,2024,4426892,Dante Cephas,WR,Kansas State,B12,0.033,0.07,0.0,0.039,0.021,0.032,0.035,0.028
92,2024,4426894,Dante Chachere,QB,Portland State,,0.499,0.862,0.272,0.375,0.527,0.727,0.4,0.713
93,2024,4426919,De'Corian Clark,WR,UTSA,AAC,0.011,0.02,0.0,0.026,0.0,0.0,0.02,0.0
94,2024,4426952,Jack Coldiron,TE,Miami (OH),MAC,0.033,0.059,0.0,0.039,0.027,0.032,0.036,0.027
95,2024,4426965,Blair Conwright,WR,North Texas,AAC,0.046,0.076,0.0,0.046,0.055,0.03,0.041,0.056
96,2024,4426971,Gary Cooper,WR,Bryant,,0.079,0.121,0.0,0.099,0.063,0.079,0.093,0.055
97,2024,4426998,Javien Cuff,WR,Buffalo,MAC,0.025,0.056,0.0,0.014,0.039,0.03,0.022,0.032
98,2024,4427003,Kyron Cumby,WR,Tennessee Tech,,0.133,0.037,0.217,0.139,0.158,0.098,0.152,0.103
99,2024,4427097,Elijah Downing,WR,Murray State,,0.02,0.047,0.0,0.011,0.028,0.029,0.01,0.039
100,2024,4427111,Michel Dukes,RB,Georgia State,SBC,0.134,0.097,0.186,0.128,0.133,0.152,0.13,0.142
101,2024,4427176,Joey Felton,WR,Yale,,0.04,0.084,0.0,0.052,0.017,0.055,0.034,0.055
102,2024,4427191,Dequan Finn,QB,Baylor,B12,0.32,0.548,0.152,0.282,0.267,0.419,0.269,0.418
103,2024,4427225,Zakhari Franklin,WR,Illinois,B1G,0.083,0.173,0.003,0.038,0.117,0.135,0.052,0.149
104,2024,4427238,Dillon Gabriel,QB,Oregon,B1G,0.53,0.943,0.12,0.455,0.502,0.757,0.455,0.725
105,2024,4427243,Brett Gabbert,QB,Miami (OH),MAC,0.538,0.946,0.076,0.5,0.526,0.642,0.501,0.611
106,2024,4427251,Velton Gardner,RB,Texas,SEC,0.076,0.0,0.147,0.063,0.087,0.111,0.089,0.048
107,2024,4427287,Dorien Goddard,WR,UVA Wise,,0.051,0.103,0.0,0.0,0.105,0.059,0.0,0.107
108,2024,4427299,Damarius Good,RB,Long Island University,,0.026,0.0,0.042,0.026,0.049,0.0,0.033,0.015
109,2024,4427313,Ta'Quan Roberson,QB,Kansas State,B12,0.032,0.067,0.007,0.009,0.038,0.064,0.012,0.081
110,2024,4427331,Khafre Brown,WR,Arkansas,SEC,0.029,0.054,0.0,0.025,0.0,0.111,0.017,0.083
111,2024,4427332,Gerald Green,RB,Troy,SBC,0.154,0.023,0.267,0.181,0.147,0.127,0.178,0.101
112,2024,4427332,Gerald Green,RB,Troy,,0.154,0.023,0.267,0.181,0.147,0.127,0.178,0.101
113,2024,4427354,Jarrett Guest,QB,Bryant,,0.548,0.775,0.173,0.488,0.579,0.632,0.502,0.636
114,2024,4427431,Cooper Heisey,TE,Maine,,0.041,0.08,0.0,0.023,0.052,0.069,0.035,0.052
115,2024,4427446,Braylon Henderson,WR,North Dakota State,,0.039,0.098,0.0,0.038,0.043,0.037,0.029,0.067
116,2024,4427455,Cade McNamara,QB,Iowa,B1G,0.378,0.911,0.021,0.23,0.413,0.636,0.274,0.659
117,2024,4427518,Demariyon Houston,WR,Old Dominion,SBC,0.04,0.094,0.007,0.028,0.063,0.036,0.025,0.071
118,2024,4427548,Desmond Hutson,WR,Northern Iowa,,0.062,0.129,0.0,0.039,0.052,0.141,0.042,0.101
119,2024,4427569,Giles Jackson,WR,Washington,B1G,0.103,0.182,0.01,0.102,0.082,0.145,0.094,0.125
120,2024,4427601,Ali Jennings,WR,Virginia Tech,ACC,0.043,0.096,0.0,0.045,0.034,0.059,0.03,0.069
121,2024,4427609,Rahmir Johnson,RB,Nebraska,B1G,0.11,0.055,0.167,0.136,0.122,0.045,0.12,0.086
122,2024,4427611,Garrison Johnson,RB,The Citadel,,0.093,0.008,0.137,0.093,0.085,0.093,0.113,0.053
123,2024,4427630,Oscar Adaway III,RB,South Carolina,SEC,0.113,0.055,0.156,0.123,0.117,0.098,0.134,0.068
124,2024,4427634,Keegan Jones,RB,UCLA,B1G,0.09,0.044,0.153,0.119,0.091,0.038,0.097,0.076
125,2024,4427648,Lexington Joseph,RB,Florida International,CUSA,0.124,0.029,0.209,0.133,0.123,0.119,0.134,0.102
126,2024,4427649,Kelley Joiner Jr.,RB,South Florida,AAC,0.142,0.024,0.263,0.152,0.171,0.087,0.163,0.102
127,2024,4427694,Casey Kelly,TE,East Carolina,AAC,0.032,0.064,0.0,0.023,0.036,0.046,0.027,0.045
128,2024,4427709,Keshawn King,RB,Western Michigan,MAC,0.085,0.0,0.132,0.078,0.059,0.143,0.063,0.148
129,2024,4427731,Tyler Knoop,QB,Stony Brook,,0.38,0.714,0.108,0.349,0.403,0.408,0.344,0.477
130,2024,4427779,Jaelyn Lay,TE,Massachusetts,Ind,0.012,0.026,0.0,0.014,0.0,0.028,0.009,0.021
131,2024,4427819,Justin Lockhart,WR,San José State,MWC,0.065,0.101,0.0,0.056,0.07,0.084,0.056,0.085
132,2024,4427821,Torry Locklin,RB,Kansas,B12,0.02,0.023,0.018,0.034,0.015,0.0,0.022,0.016
133,2024,4427841,Billy Lucas,RB,Liberty,CUSA,0.169,0.018,0.261,0.21,0.186,0.061,0.184,0.128
134,2024,4427846,Khatib Lyles,WR,Austin Peay,,0.016,0.029,0.0,0.0,0.05,0.0,0.0,0.043
135,2024,4427911,Hollis Mathis,QB,William & Mary,,0.112,0.234,0.041,0.105,0.118,0.125,0.097,0.152
136,2024,4427934,Dominick Mazotti,TE,Massachusetts,Ind,0.034,0.076,0.003,0.033,0.027,0.041,0.031,0.038
137,2024,4427936,Grayson McCall,QB,NC State,ACC,0.336,0.521,0.118,0.262,0.365,0.453,0.314,0.388
138,2024,4427949,Clifton McDowell,QB,McNeese,,0.446,0.664,0.3,0.404,0.455,0.547,0.411,0.516
139,2024,4427957,Ty McCullouch,WR,Montana State,,0.059,0.139,0.02,0.06,0.068,0.049,0.061,0.056
140,2024,4427960,Terrell McDonald,TE,UAB,AAC,0.025,0.029,0.02,0.037,0.016,0.019,0.031,0.012
141,2024,4427966,Maverick McIvor,QB,Abilene Christian,,0.477,0.784,0.05,0.388,0.505,0.634,0.419,0.609
142,2024,4427971,Dontae McMillan,RB,Eastern Michigan,MAC,0.194,0.031,0.354,0.173,0.357,0.036,0.225,0.125
143,2024,4427981,Jayce Medlock,TE,Prairie View A&M,,0.036,0.069,0.0,0.038,0.03,0.045,0.042,0.025
144,2024,4427983,Dawaiian McNeely,RB,Wyoming,MWC,0.015,0.0,0.028,0.0,0.045,0.0,0.0,0.042
145,2024,4428018,Delbert Mimms III,RB,Eastern Michigan,MAC,0.208,0.049,0.388,0.223,0.19,0.182,0.248,0.123
146,2024,4428025,Kris Mitchell,WR,Notre Dame,Ind,0.035,0.077,0.0,0.032,0.047,0.029,0.033,0.042
147,2024,4428030,Jalen Mitchell,RB,Tennessee Tech,,0.207,0.035,0.368,0.253,0.163,0.194,0.24,0.147
148,2024,4428035,Elijah Mojarro,TE,Rice,AAC,0.039,0.059,0.005,0.012,0.062,0.055,0.021,0.068
149,2024,4428050,Kamari Morales,TE,Boston College,ACC,0.043,0.095,0.0,0.044,0.033,0.05,0.053,0.02
150,2024,4428095,Thomas Nance,TE,Bethune-Cookman,,0.043,0.091,0.0,0.025,0.066,0.039,0.041,0.045
151,2024,4428116,Isaiah Neyor,WR,Nebraska,B1G,0.054,0.101,0.006,0.039,0.066,0.068,0.043,0.083
152,2024,4428143,Sone Ntoh,RB,Monmouth,,0.135,0.007,0.293,0.116,0.122,0.177,0.166,0.063
153,2024,4428162,Duke Olges,TE,Northwestern,B1G,0.014,0.028,0.0,0.0,0.045,0.0,0.022,0.0
154,2024,4428163,Donovan Ollie,WR,Colorado State,MWC,0.034,0.059,0.0,0.016,0.043,0.065,0.011,0.075
155,2024,4428167,Justin Olson,WR,Charlotte,AAC,0.058,0.097,0.0,0.048,0.143,0.0,0.065,0.048
156,2024,4428167,Justin Olson,WR,Charlotte,,0.058,0.097,0.0,0.048,0.143,0.0,0.065,0.048
157,2024,4428177,Nick Ostmo,RB,Montana,,0.171,0.045,0.302,0.2,0.177,0.095,0.198,0.1
158,2024,4428200,Cross Patton,RB,Bethune-Cookman,,0.076,0.019,0.113,0.056,0.067,0.133,0.078,0.073
159,2024,4428216,Alec Pell,TE,Austin Peay,,0.036,0.06,0.008,0.017,0.034,0.069,0.033,0.042
160,2024,4428219,Brionne Penny,WR,James Madison,SBC,0.017,0.053,0.0,0.0,0.0,0.091,0.0,0.059
161,2024,4428272,Juwuan Price,RB,North Texas,AAC,0.098,0.011,0.219,0.111,0.115,0.038,0.114,0.063
162,2024,4428320,Courtney Reese,RB,Bethune-Cookman,,0.104,0.045,0.155,0.127,0.092,0.086,0.117,0.081
163,2024,4428336,Sevonne Rhea,WR,Lamar,,0.043,0.096,0.003,0.062,0.014,0.045,0.052,0.023
164,2024,4428438,Edward Saydee,RB,Gardner-Webb,,0.248,0.076,0.429,0.268,0.281,0.194,0.269,0.21
165,2024,4428439,Collin Schlee,QB,Virginia Tech,ACC,0.207,0.278,0.151,0.167,0.214,0.258,0.19,0.239
166,2024,4428486,Treon Sibley,WR,Liberty,CUSA,0.038,0.102,0.0,0.047,0.029,0.028,0.04,0.032
167,2024,4428527,Dalvin Smith,WR,Western Kentucky,CUSA,0.05,0.091,0.003,0.055,0.033,0.062,0.049,0.051
168,2024,4428580,Tyler Stephens,TE,Missouri,SEC,0.018,0.038,0.0,0.0,0.041,0.026,0.012,0.039
169,2024,4428594,Melquan Stovall,WR,Arizona State,B12,0.034,0.07,0.008,0.022,0.041,0.049,0.027,0.049
170,2024,4428606,Jacquez Stuart,RB,Toledo,MAC,0.114,0.045,0.19,0.129,0.134,0.073,0.115,0.113
171,2024,4428643,Tristen Tewes,TE,Northern Illinois,MAC,0.015,0.042,0.0,0.014,0.018,0.013,0.018,0.009
172,2024,4428666,Cadarrius Thompson,WR,Georgia State,SBC,0.014,0.02,0.0,0.0,0.038,0.0,0.0,0.043
173,2024,4428692,Dino Tomlin,WR,Boston College,ACC,0.015,0.028,0.0,0.012,0.031,0.0,0.007,0.029
174,2024,4428693,Trent Tompkins,QB,UC Davis,,0.088,0.15,0.019,0.075,0.081,0.129,0.077,0.118
175,2024,4428719,Milan Tucker,WR,Florida Atlantic,AAC,0.027,0.059,0.0,0.024,0.025,0.044,0.021,0.038
176,2024,4428754,Charlie Vincent,RB,Utah,B12,0.033,0.009,0.058,0.043,0.02,0.029,0.042,0.018
177,2024,4428783,Treshaun Ward,RB,Boston College,ACC,0.143,0.063,0.198,0.183,0.134,0.092,0.164,0.087
178,2024,4428784,Damon Ward Jr.,WR,North Texas,AAC,0.06,0.102,0.0,0.063,0.044,0.074,0.056,0.069
179,2024,4428800,JR Waters,WR,Grambling,,0.023,0.052,0.0,0.016,0.043,0.01,0.014,0.037
180,2024,4428803,Jordan Waters,RB,NC State,ACC,0.149,0.047,0.252,0.173,0.15,0.083,0.181,0.069
181,2024,4428805,Connor Watkins,QB,Villanova,,0.531,0.94,0.181,0.401,0.529,0.808,0.43,0.739
182,2024,4428806,Quincy Watson,RB,Delaware,,0.057,0.0,0.113,0.057,0.058,0.069,0.063,0.041
183,2024,4428808,Jacob Bernard,WR,Louisiana,SBC,0.033,0.068,0.0,0.024,0.046,0.032,0.031,0.038
184,2024,4428844,Chandler Whitfield,WR,Southern,,0.065,0.144,0.0,0.058,0.07,0.073,0.056,0.08
185,2024,4428853,Calvin Wiggins,WR,Houston Christian,,0.038,0.084,0.0,0.045,0.022,0.043,0.034,0.046
186,2024,4428887,Davis Beville,QB,South Carolina,SEC,0.064,0.123,0.022,0.07,0.073,0.038,0.052,0.095
187,2024,4428915,Lee Witherspoon,RB,UAB,AAC,0.05,0.005,0.11,0.046,0.073,0.02,0.053,0.044
188,2024,4428921,Jude Wolfe,TE,San Diego State,MWC,0.03,0.063,0.0,0.012,0.061,0.022,0.016,0.052
189,2024,4428938,Dante Wright,WR,Temple,AAC,0.145,0.248,0.025,0.143,0.124,0.163,0.126,0.174
190,2024,4428940,Kyi Wright,TE,James Madison,SBC,0.014,0.042,0.0,0.036,0.0,0.0,0.02,0.0
191,2024,4428943,Jacardia Wright,RB,Missouri State,,0.276,0.081,0.528,0.344,0.238,0.176,0.323,0.176
192,2024,4428961,Jordan Yates,QB,Tennessee Tech,,0.078,0.056,0.1,0.106,0.052,0.065,0.102,0.036
193,2024,4428993,Haynes King,QB,Georgia Tech,ACC,0.526,0.83,0.286,0.439,0.578,0.635,0.471,0.677
194,2024,4428997,Sav'ell Smalls,TE,Colorado,B12,0.016,0.025,0.0,0.004,0.044,0.0,0.011,0.026
195,2024,4429020,D.J. Uiagalelei,QB,Florida State,ACC,0.648,0.971,0.203,0.521,0.635,0.831,0.588,0.741
196,2024,4429032,Hudson Card,QB,Purdue,B1G,0.505,0.824,0.106,0.388,0.557,0.653,0.422,0.667
197,2024,4429043,Jaylan Knighton,RB,SMU,ACC,0.106,0.053,0.167,0.143,0.045,0.138,0.135,0.058
198,2024,4429053,A.J. Henning,WR,Northwestern,B1G,0.089,0.149,0.015,0.101,0.108,0.048,0.087,0.092
199,2024,4429056,Kobe Hudson,WR,UCF,B12,0.07,0.172,0.0,0.078,0.066,0.066,0.066,0.08
200,2024,4429059,Jo'quavious Marks,RB,USC,B1G,0.296,0.094,0.601,0.357,0.278,0.18,0.332,0.209
201,2024,4429062,Ze'Vian Capers,WR,Gardner-Webb,,0.044,0.09,0.0,0.038,0.034,0.081,0.043,0.046
202,2024,4429066,Jeff Sims,QB,Arizona State,B12,0.194,0.303,0.133,0.147,0.208,0.269,0.172,0.247
203,2024,4429068,Ethan Garbers,QB,UCLA,B1G,0.66,0.987,0.194,0.544,0.661,0.887,0.578,0.802
204,2024,4429072,Lawrance Toafili,RB,Florida State,ACC,0.188,0.074,0.327,0.252,0.165,0.127,0.212,0.151
205,2024,4429077,Keyvone Lee,RB,Mississippi State,SEC,0.121,0.023,0.218,0.102,0.129,0.113,0.155,0.028
206,2024,4429079,Luke Doty,WR,South Carolina,SEC,0.051,0.114,0.0,0.053,0.0,0.167,0.05,0.056
207,2024,4429088,Drew Pyne,QB,Missouri,SEC,0.219,0.401,0.05,0.199,0.179,0.345,0.171,0.336
208,2024,4429093,Quincy Brown,WR,Nicholls,,0.065,0.148,0.004,0.081,0.066,0.02,0.076,0.04
209,2024,4429103,Javian Hester,WR,Oklahoma,SEC,0.049,0.108,0.0,0.029,0.083,0.034,0.04,0.067
210,2024,4429105,Arian Smith,WR,Georgia,SEC,0.065,0.107,0.012,0.073,0.052,0.068,0.057,0.087
211,2024,4429115,Gee Scott Jr.,TE,Ohio State,B1G,0.039,0.08,0.0,0.039,0.049,0.02,0.035,0.049
212,2024,4429120,Micah Bowens,QB,Bethune-Cookman,,0.073,0.085,0.06,0.048,0.074,0.118,0.047,0.113
213,2024,4429121,Kalel Mullings,RB,Michigan,B1G,0.259,0.023,0.431,0.26,0.263,0.23,0.297,0.178
214,2024,4429125,Gary Bryant Jr.,WR,Oregon,B1G,0.014,0.024,0.0,0.0,0.022,0.029,0.0,0.037
215,2024,4429133,Malik Hornsby,WR,Arkansas State,SBC,0.023,0.024,0.021,0.027,0.028,0.009,0.027,0.013
216,2024,4429145,Harrison Bailey,QB,Louisville,ACC,0.225,0.45,0.029,0.167,0.154,0.444,0.16,0.448
217,2024,4429149,Brendon Lewis,QB,Nevada,MWC,0.62,0.96,0.327,0.566,0.615,0.766,0.55,0.77
218,2024,4429172,Traeshon Holden,WR,Oregon,B1G,0.055,0.105,0.005,0.047,0.051,0.083,0.041,0.091
219,2024,4429173,Bryce Farrell,WR,Stanford,ACC,0.016,0.0,0.026,0.02,0.024,0.0,0.022,0.0
220,2024,4429174,Kevin Bauman,TE,Notre Dame,Ind,0.014,0.034,0.0,0.029,0.0,0.0,0.022,0.0
221,2024,4429179,Aidan Bouman,QB,South Dakota,,0.414,0.961,0.026,0.341,0.421,0.597,0.328,0.663
222,2024,4429184,Elijhah Badger,WR,Florida,SEC,0.08,0.176,0.0,0.068,0.091,0.095,0.072,0.1
223,2024,4429186,Sam Adams II,RB,Washington,B1G,0.034,0.0,0.08,0.021,0.045,0.029,0.044,0.0
224,2024,4429191,Deuce Hogan,QB,New Mexico State,CUSA,0.154,0.339,0.014,0.13,0.171,0.182,0.113,0.22
225,2024,4429212,Rashad Amos,RB,Ole Miss,SEC,0.031,0.0,0.062,0.034,0.033,0.022,0.038,0.013
