,Unnamed: 0,id,teamId,team,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt,yardsToGoal_x,year,talent,completionAttempts_made,completionAttempts_attempts,completionAttempts_pct,fourthDownEff_made,fourthDownEff_attempts,fourthDownEff_pct,thirdDownEff_made,thirdDownEff_attempts,thirdDownEff_pct,totalPenaltiesYards_made,totalPenaltiesYards_attempts,totalPenaltiesYards_pct,win,possesionMinute,possessionSeconds,possessionMinutes,yardsToGoal_y,season_x,seasonType_x,week_x,startDate_x,homeTeam_x,homeConference_x,homeClassification_x,homeScore_x,awayTeam_x,awayConference_x,awayClassification_x,awayScore_x,provider_x,spread_x,formattedSpread_x,spreadOpen_x,overUnder_x,overUnderOpen_x,homeMoneyline_x,awayMoneyline_x,0_x,season_y,seasonType_y,week_y,startDate_y,homeTeam_y,homeConference_y,homeClassification_y,homeScore_y,awayTeam_y,awayConference_y,awayClassification_y,awayScore_y,provider_y,spread_y,formattedSpread_y,spreadOpen_y,overUnder_y,overUnderOpen_y,homeMoneyline_y,awayMoneyline_y,0_y
107,107,401756853,233,South Dakota,MVFC,,7,15-29,0.0,11,0-1,0,0.0,,,2,0.0,47.0,3.0,1.0,126,0.0,,1,24:42,,,,0.0,21,0,82,0.0,31.0,2.0,5-12,1.0,5-36,208,2,4.3,3.9,60.986111111111114,,,15.0,29.0,0.5172413793103449,0.0,1.0,0.0,5.0,12.0,0.4166666666666667,5.0,36.0,0.1388888888888889,0,24.0,42,24,60.986111111111114,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Iowa State,Big 12,fbs,55.0,South Dakota,MVFC,fcs,7.0,ESPN Bet,-13.5,Iowa State -13.5,-15.5,47.5,46.5,-800.0,500.0,,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Iowa State,Big 12,fbs,55.0,South Dakota,MVFC,fcs,7.0,ESPN Bet,-13.5,Iowa State -13.5,-15.5,47.5,46.5,-800.0,500.0,
108,108,401756854,2305,Kansas,Big 12,,46,23-34,0.0,32,1-2,1,0.0,,,1,0.0,34.0,1.0,8.0,346,2.0,,4,33:15,0.0,62.0,9.0,4.0,44,2,285,3.0,32.0,9.0,4-10,1.0,6-55,631,2,10.2,6.5,45.375,2025.0,705.32,23.0,34.0,0.6764705882352942,1.0,2.0,0.5,4.0,10.0,0.4,6.0,55.0,0.10909090909090909,1,33.0,15,33,45.375,2025.0,regular,1.0,2025-08-29T23:30:00.000Z,Kansas,Big 12,fbs,46.0,Wagner,NEC,fcs,7.0,ESPN Bet,-45.5,Kansas -45.5,-45.5,57.5,56.5,,,,2025.0,regular,1.0,2025-08-29T23:30:00.000Z,Kansas,Big 12,fbs,46.0,Wagner,NEC,fcs,7.0,ESPN Bet,-45.5,Kansas -45.5,-45.5,57.5,56.5,,,
109,109,401756854,2681,Wagner,NEC,,7,13-20,0.0,6,1-1,0,1.0,0.0,0.0,0,,,,1.0,90,2.0,1.0,1,26:45,,,,0.0,28,0,53,0.0,60.0,0.0,2-14,0.0,10-70,143,0,4.5,1.9,69.52857142857142,,,13.0,20.0,0.65,1.0,1.0,1.0,2.0,14.0,0.14285714285714285,10.0,70.0,0.14285714285714285,0,26.0,45,26,69.52857142857142,2025.0,regular,1.0,2025-08-29T23:30:00.000Z,Kansas,Big 12,fbs,46.0,Wagner,NEC,fcs,7.0,ESPN Bet,-45.5,Kansas -45.5,-45.5,57.5,56.5,,,,2025.0,regular,1.0,2025-08-29T23:30:00.000Z,Kansas,Big 12,fbs,46.0,Wagner,NEC,fcs,7.0,ESPN Bet,-45.5,Kansas -45.5,-45.5,57.5,56.5,,,
110,110,401756855,2306,Kansas State,Big 12,,38,28-43,0.0,22,2-3,1,1.0,,,0,0.0,130.0,5.0,8.0,318,4.0,,3,28:46,0.0,23.0,3.0,6.0,27,2,146,3.0,43.0,10.0,5-13,2.0,3-36,464,1,7.4,5.4,52.62721893491124,2025.0,705.85,28.0,43.0,0.6511627906976745,2.0,3.0,0.6666666666666666,5.0,13.0,0.38461538461538464,3.0,36.0,0.08333333333333333,1,28.0,46,28,52.62721893491124,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Kansas State,Big 12,fbs,38.0,North Dakota,MVFC,fcs,35.0,ESPN Bet,-27.5,Kansas State -27.5,-28.5,55.5,57.5,-5000.0,1500.0,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Kansas State,Big 12,fbs,38.0,North Dakota,MVFC,fcs,35.0,ESPN Bet,-27.5,Kansas State -27.5,-28.5,55.5,57.5,-5000.0,1500.0,
111,111,401756855,155,North Dakota,MVFC,,35,24-39,0.0,23,1-2,1,1.0,,,0,0.0,28.0,1.0,5.0,252,5.0,,1,31:14,0.0,20.0,2.0,3.0,33,4,102,1.0,46.0,3.0,5-14,2.0,4-30,354,1,6.5,3.1,54.292929292929294,,,24.0,39.0,0.6153846153846154,1.0,2.0,0.5,5.0,14.0,0.35714285714285715,4.0,30.0,0.13333333333333333,0,31.0,14,31,54.292929292929294,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Kansas State,Big 12,fbs,38.0,North Dakota,MVFC,fcs,35.0,ESPN Bet,-27.5,Kansas State -27.5,-28.5,55.5,57.5,-5000.0,1500.0,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Kansas State,Big 12,fbs,38.0,North Dakota,MVFC,fcs,35.0,ESPN Bet,-27.5,Kansas State -27.5,-28.5,55.5,57.5,-5000.0,1500.0,
112,112,401756876,197,Oklahoma State,Big 12,,27,18-30,0.0,20,1-1,0,,0.0,1.0,0,0.0,41.0,2.0,9.0,232,2.0,1.0,1,31:21,0.0,17.0,3.0,7.0,42,2,127,4.0,34.0,9.0,10-18,,5-55,359,0,7.7,3.0,50.78651685393258,2025.0,702.74,18.0,30.0,0.6,1.0,1.0,1.0,10.0,18.0,0.5555555555555556,5.0,55.0,0.09090909090909091,1,31.0,21,31,50.78651685393258,2025.0,regular,1.0,2025-08-28T23:30:00.000Z,Oklahoma State,Big 12,fbs,27.0,UT Martin,Big South-OVC,fcs,7.0,ESPN Bet,,,-22.5,56.5,55.5,-4000.0,1300.0,,2025.0,regular,1.0,2025-08-28T23:30:00.000Z,Oklahoma State,Big 12,fbs,27.0,UT Martin,Big South-OVC,fcs,7.0,ESPN Bet,,,-22.5,56.5,55.5,-4000.0,1300.0,
113,113,401756876,2630,UT Martin,Big South-OVC,,7,10-17,0.0,13,0-0,0,,,,1,,,,1.0,109,2.0,,1,28:39,0.0,0.0,1.0,2.0,38,0,116,2.0,45.0,9.0,6-15,,7-50,225,1,6.4,3.1,61.666666666666664,,,10.0,17.0,0.5882352941176471,0.0,0.0,0.0,6.0,15.0,0.4,7.0,50.0,0.14,0,28.0,39,28,61.666666666666664,2025.0,regular,1.0,2025-08-28T23:30:00.000Z,Oklahoma State,Big 12,fbs,27.0,UT Martin,Big South-OVC,fcs,7.0,ESPN Bet,,,-22.5,56.5,55.5,-4000.0,1300.0,,2025.0,regular,1.0,2025-08-28T23:30:00.000Z,Oklahoma State,Big 12,fbs,27.0,UT Martin,Big South-OVC,fcs,7.0,ESPN Bet,,,-22.5,56.5,55.5,-4000.0,1300.0,
114,114,401756877,2029,Arkansas-Pine Bluff,SWAC,,7,17-33,0.0,11,1-2,0,0.0,,,1,0.0,18.0,1.0,1.0,122,0.0,,1,32:38,,,,1.0,26,0,53,0.0,44.0,2.0,4-15,2.0,4-31,175,1,3.7,2.0,59.46835443037975,,,17.0,33.0,0.5151515151515151,1.0,2.0,0.5,4.0,15.0,0.26666666666666666,4.0,31.0,0.12903225806451613,0,32.0,38,32,59.46835443037975,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Texas Tech,Big 12,fbs,67.0,Arkansas-Pine Bluff,SWAC,fcs,7.0,ESPN Bet,,,-53.0,62.5,62.5,,,,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Texas Tech,Big 12,fbs,67.0,Arkansas-Pine Bluff,SWAC,fcs,7.0,ESPN Bet,,,-53.0,62.5,62.5,,,
115,115,401756877,2641,Texas Tech,Big 12,,67,25-32,0.0,33,1-1,0,0.0,0.0,7.0,0,0.0,54.0,2.0,13.0,314,2.0,1.0,6,27:22,0.0,5.0,4.0,5.0,28,3,296,3.0,29.0,6.0,5-8,2.0,7-60,610,0,9.8,10.6,46.0625,2025.0,757.49,25.0,32.0,0.78125,1.0,1.0,1.0,5.0,8.0,0.625,7.0,60.0,0.11666666666666667,1,27.0,22,27,46.0625,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Texas Tech,Big 12,fbs,67.0,Arkansas-Pine Bluff,SWAC,fcs,7.0,ESPN Bet,,,-53.0,62.5,62.5,,,,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Texas Tech,Big 12,fbs,67.0,Arkansas-Pine Bluff,SWAC,fcs,7.0,ESPN Bet,,,-53.0,62.5,62.5,,,
116,116,401756878,277,West Virginia,Big 12,,45,18-23,0.0,26,1-2,4,2.0,,,0,0.0,48.0,2.0,9.0,232,2.0,,1,27:30,0.0,52.0,5.0,4.0,53,5,393,4.0,31.0,8.0,5-11,5.0,9-69,625,4,10.1,7.4,50.088235294117645,2025.0,662.33,18.0,23.0,0.782608695652174,1.0,2.0,0.5,5.0,11.0,0.45454545454545453,9.0,69.0,0.13043478260869565,1,27.0,30,27,50.088235294117645,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,West Virginia,Big 12,fbs,45.0,Robert Morris,NEC,fcs,3.0,ESPN Bet,-43.5,West Virginia -43.5,-38.5,58.5,55.5,,,,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,West Virginia,Big 12,fbs,45.0,Robert Morris,NEC,fcs,3.0,ESPN Bet,-43.5,West Virginia -43.5,-38.5,58.5,55.5,,,
117,117,401756878,2523,Robert Morris,NEC,,3,7-22,0.0,8,0-0,2,3.0,,,0,0.0,50.0,3.0,3.0,70,0.0,,0,32:30,,,,1.0,37,0,53,1.0,49.0,3.0,3-15,2.0,4-24,123,2,3.2,1.4,65.32098765432099,,,7.0,22.0,0.3181818181818182,0.0,0.0,0.0,3.0,15.0,0.2,4.0,24.0,0.16666666666666666,0,32.0,30,32,65.32098765432099,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,West Virginia,Big 12,fbs,45.0,Robert Morris,NEC,fcs,3.0,ESPN Bet,-43.5,West Virginia -43.5,-38.5,58.5,55.5,,,,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,West Virginia,Big 12,fbs,45.0,Robert Morris,NEC,fcs,3.0,ESPN Bet,-43.5,West Virginia -43.5,-38.5,58.5,55.5,,,
118,118,401757167,41,UConn,FBS Independents,,59,27-38,0.0,26,0-1,0,,,,0,0.0,84.0,4.0,11.0,388,6.0,,4,27:28,0.0,21.0,1.0,5.0,31,4,293,1.0,28.0,7.0,12-16,,8-78,681,0,10.2,9.5,50.81318681318681,2025.0,568.12,27.0,38.0,0.7105263157894737,0.0,1.0,0.0,12.0,16.0,0.75,8.0,78.0,0.10256410256410256,1,27.0,28,27,50.81318681318681,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,UConn,FBS Independents,fbs,59.0,Central Connecticut,NEC,fcs,13.0,ESPN Bet,-29.5,UConn -29.5,-25.5,51.5,51.5,-7500.0,2000.0,,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,UConn,FBS Independents,fbs,59.0,Central Connecticut,NEC,fcs,13.0,ESPN Bet,-29.5,UConn -29.5,-25.5,51.5,51.5,-7500.0,2000.0,
119,119,401757167,2115,Central Connecticut,NEC,,13,9-23,0.0,13,0-1,0,,,,0,0.0,30.0,1.0,7.0,129,4.0,,0,32:32,,,,3.0,40,1,128,1.0,42.0,3.0,5-16,,6-40,257,0,5.6,3.2,54.655913978494624,,,9.0,23.0,0.391304347826087,0.0,1.0,0.0,5.0,16.0,0.3125,6.0,40.0,0.15,0,32.0,32,32,54.655913978494624,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,UConn,FBS Independents,fbs,59.0,Central Connecticut,NEC,fcs,13.0,ESPN Bet,-29.5,UConn -29.5,-25.5,51.5,51.5,-7500.0,2000.0,,2025.0,regular,1.0,2025-08-30T18:00:00.000Z,UConn,FBS Independents,fbs,59.0,Central Connecticut,NEC,fcs,13.0,ESPN Bet,-29.5,UConn -29.5,-25.5,51.5,51.5,-7500.0,2000.0,
120,120,401757218,98,Western Kentucky,Conference USA,,41,33-51,0.0,26,0-1,2,0.0,0.0,6.0,0,0.0,83.0,4.0,11.0,401,4.0,1.0,3,32:56,0.0,-3.0,1.0,2.0,35,2,105,2.0,31.0,9.0,11-19,2.0,2-17,506,2,7.9,3.0,49.375,2025.0,561.36,33.0,51.0,0.6470588235294118,0.0,1.0,0.0,11.0,19.0,0.5789473684210527,2.0,17.0,0.11764705882352941,1,32.0,56,32,49.375,2025.0,regular,1.0,2025-08-23T23:00:00.000Z,Western Kentucky,Conference USA,fbs,41.0,Sam Houston,Conference USA,fbs,24.0,ESPN Bet,-10.5,Western Kentucky -10.5,-9.5,60.5,61.5,-400.0,300.0,,2025.0,regular,1.0,2025-08-23T23:00:00.000Z,Western Kentucky,Conference USA,fbs,41.0,Sam Houston,Conference USA,fbs,24.0,ESPN Bet,-10.5,Western Kentucky -10.5,-9.5,60.5,61.5,-400.0,300.0,
121,121,401757218,2534,Sam Houston,Conference USA,,24,19-30,1.0,14,0-3,0,2.0,,,1,,,,6.0,209,5.0,,0,27:04,0.0,19.0,2.0,2.0,31,2,173,2.0,49.0,7.0,2-14,0.0,7-51,382,1,7.0,5.6,53.92178770949721,2025.0,477.35,19.0,30.0,0.6333333333333333,0.0,3.0,0.0,2.0,14.0,0.14285714285714285,7.0,51.0,0.13725490196078433,0,27.0,4,27,53.92178770949721,2025.0,regular,1.0,2025-08-23T23:00:00.000Z,Western Kentucky,Conference USA,fbs,41.0,Sam Houston,Conference USA,fbs,24.0,ESPN Bet,-10.5,Western Kentucky -10.5,-9.5,60.5,61.5,-400.0,300.0,,2025.0,regular,1.0,2025-08-23T23:00:00.000Z,Western Kentucky,Conference USA,fbs,41.0,Sam Houston,Conference USA,fbs,24.0,ESPN Bet,-10.5,Western Kentucky -10.5,-9.5,60.5,61.5,-400.0,300.0,
122,122,401757219,48,Delaware,Conference USA,,35,31-44,1.0,26,2-2,1,0.0,1.0,45.0,0,0.0,90.0,3.0,5.0,272,2.0,2.0,3,28:07,0.0,0.0,1.0,3.0,26,1,137,2.0,31.0,7.0,8-13,1.0,6-55,409,1,6.2,5.3,50.82022471910113,2025.0,242.85,31.0,44.0,0.7045454545454546,2.0,2.0,1.0,8.0,13.0,0.6153846153846154,6.0,55.0,0.10909090909090909,1,28.0,7,28,50.82022471910113,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,Delaware,Conference USA,fbs,35.0,Delaware State,MEAC,fcs,17.0,ESPN Bet,-30.5,Delaware -30.5,-30.0,55.5,55.5,-10000.0,2500.0,,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,Delaware,Conference USA,fbs,35.0,Delaware State,MEAC,fcs,17.0,ESPN Bet,-30.5,Delaware -30.5,-30.0,55.5,55.5,-10000.0,2500.0,
123,123,401757219,2169,Delaware State,MEAC,,17,13-26,0.0,21,2-2,0,1.0,,,2,0.0,19.0,1.0,5.0,149,3.0,,1,31:53,0.0,-5.0,1.0,3.0,41,1,200,2.0,37.0,3.0,6-14,3.0,13-109,349,2,5.7,4.9,53.770114942528735,,,13.0,26.0,0.5,2.0,2.0,1.0,6.0,14.0,0.42857142857142855,13.0,109.0,0.11926605504587157,0,31.0,53,31,53.770114942528735,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,Delaware,Conference USA,fbs,35.0,Delaware State,MEAC,fcs,17.0,ESPN Bet,-30.5,Delaware -30.5,-30.0,55.5,55.5,-10000.0,2500.0,,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,Delaware,Conference USA,fbs,35.0,Delaware State,MEAC,fcs,17.0,ESPN Bet,-30.5,Delaware -30.5,-30.0,55.5,55.5,-10000.0,2500.0,
124,124,401757220,311,Maine,CAA,,7,13-31,0.0,15,2-5,1,0.0,,,1,0.0,12.0,1.0,1.0,132,6.0,,0,26:26,,,,2.0,32,1,184,0.0,50.0,3.0,2-11,1.0,2-20,316,2,4.3,5.8,61.8125,,,13.0,31.0,0.41935483870967744,2.0,5.0,0.4,2.0,11.0,0.18181818181818182,2.0,20.0,0.1,0,26.0,26,26,61.8125,2025.0,regular,1.0,2025-08-30T20:00:00.000Z,Liberty,Conference USA,fbs,28.0,Maine,CAA,fcs,7.0,ESPN Bet,-25.5,Liberty -25.5,-25.5,50.5,52.5,-5000.0,1500.0,,2025.0,regular,1.0,2025-08-30T20:00:00.000Z,Liberty,Conference USA,fbs,28.0,Maine,CAA,fcs,7.0,ESPN Bet,-25.5,Liberty -25.5,-25.5,50.5,52.5,-5000.0,1500.0,
125,125,401757220,2335,Liberty,Conference USA,,28,19-33,0.0,22,1-2,0,1.0,0.0,0.0,0,0.0,55.0,2.0,4.0,197,2.0,1.0,3,33:34,0.0,4.0,1.0,1.0,40,1,194,3.0,27.0,6.0,11-19,0.0,4-40,391,0,6.0,4.9,46.83838383838384,2025.0,599.12,19.0,33.0,0.5757575757575758,1.0,2.0,0.5,11.0,19.0,0.5789473684210527,4.0,40.0,0.1,1,33.0,34,33,46.83838383838384,2025.0,regular,1.0,2025-08-30T20:00:00.000Z,Liberty,Conference USA,fbs,28.0,Maine,CAA,fcs,7.0,ESPN Bet,-25.5,Liberty -25.5,-25.5,50.5,52.5,-5000.0,1500.0,,2025.0,regular,1.0,2025-08-30T20:00:00.000Z,Liberty,Conference USA,fbs,28.0,Maine,CAA,fcs,7.0,ESPN Bet,-25.5,Liberty -25.5,-25.5,50.5,52.5,-5000.0,1500.0,
126,126,401757221,2348,Louisiana Tech,Conference USA,,24,14-19,1.0,14,0-1,0,1.0,0.0,25.0,0,0.0,41.0,1.0,6.0,130,6.0,2.0,1,32:07,0.0,25.0,3.0,0.0,32,1,133,4.0,33.0,11.0,3-10,0.0,5-50,263,0,6.8,4.2,52.80281690140845,2025.0,493.5,14.0,19.0,0.7368421052631579,0.0,1.0,0.0,3.0,10.0,0.3,5.0,50.0,0.1,1,32.0,7,32,52.80281690140845,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Louisiana Tech,Conference USA,fbs,24.0,SE Louisiana,Southland,fcs,0.0,ESPN Bet,-14.5,Louisiana Tech -14.5,-13.5,50.5,48.5,-750.0,475.0,,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Louisiana Tech,Conference USA,fbs,24.0,SE Louisiana,Southland,fcs,0.0,ESPN Bet,-14.5,Louisiana Tech -14.5,-13.5,50.5,48.5,-750.0,475.0,
127,127,401757221,2545,SE Louisiana,Southland,,0,15-31,0.0,18,0-2,1,0.0,,,2,,,,,145,2.0,,0,27:53,0.0,25.0,3.0,0.0,44,0,128,3.0,36.0,8.0,9-18,2.0,7-43,273,3,4.7,2.9,57.55913978494624,,,15.0,31.0,0.4838709677419355,0.0,2.0,0.0,9.0,18.0,0.5,7.0,43.0,0.16279069767441862,0,27.0,53,27,57.55913978494624,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Louisiana Tech,Conference USA,fbs,24.0,SE Louisiana,Southland,fcs,0.0,ESPN Bet,-14.5,Louisiana Tech -14.5,-13.5,50.5,48.5,-750.0,475.0,,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Louisiana Tech,Conference USA,fbs,24.0,SE Louisiana,Southland,fcs,0.0,ESPN Bet,-14.5,Louisiana Tech -14.5,-13.5,50.5,48.5,-750.0,475.0,
128,128,401757222,2046,Austin Peay,UAC,,34,14-27,0.0,19,1-1,0,0.0,,,0,,,,10.0,193,7.0,,2,38:35,0.0,62.0,2.0,4.0,47,2,150,5.0,26.0,8.0,7-17,2.0,9-88,343,0,7.1,3.2,51.53,,,14.0,27.0,0.5185185185185185,1.0,1.0,1.0,7.0,17.0,0.4117647058823529,9.0,88.0,0.10227272727272728,1,38.0,35,38,51.53,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Middle Tennessee,Conference USA,fbs,14.0,Austin Peay,UAC,fcs,34.0,ESPN Bet,-16.5,Middle Tennessee -16.5,-9.5,53.5,53.5,-800.0,500.0,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Middle Tennessee,Conference USA,fbs,14.0,Austin Peay,UAC,fcs,34.0,ESPN Bet,-16.5,Middle Tennessee -16.5,-9.5,53.5,53.5,-800.0,500.0,
129,129,401757222,2393,Middle Tennessee,Conference USA,,14,16-37,0.0,13,1-4,0,,,,0,0.0,35.0,1.0,2.0,109,4.0,,2,21:25,0.0,15.0,3.0,5.0,22,0,44,3.0,34.0,7.0,0-12,,4-50,153,0,2.9,2.0,59.575,2025.0,520.55,16.0,37.0,0.43243243243243246,1.0,4.0,0.25,0.0,12.0,0.0,4.0,50.0,0.08,0,21.0,25,21,59.575,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Middle Tennessee,Conference USA,fbs,14.0,Austin Peay,UAC,fcs,34.0,ESPN Bet,-16.5,Middle Tennessee -16.5,-9.5,53.5,53.5,-800.0,500.0,,2025.0,regular,1.0,2025-08-30T23:00:00.000Z,Middle Tennessee,Conference USA,fbs,14.0,Austin Peay,UAC,fcs,34.0,ESPN Bet,-16.5,Middle Tennessee -16.5,-9.5,53.5,53.5,-800.0,500.0,
130,130,401757223,166,New Mexico State,Conference USA,,19,14-31,0.0,19,0-0,0,0.0,0.0,13.0,1,0.0,36.0,2.0,7.0,227,4.0,1.0,1,28:10,0.0,5.0,1.0,11.0,32,1,78,3.0,45.0,7.0,4-16,1.0,8-80,305,1,7.3,2.4,55.52808988764045,2025.0,402.9,14.0,31.0,0.45161290322580644,0.0,0.0,0.0,4.0,16.0,0.25,8.0,80.0,0.1,1,28.0,10,28,55.52808988764045,2025.0,regular,1.0,2025-08-31T01:00:00.000Z,New Mexico State,Conference USA,fbs,19.0,Bryant,CAA,fcs,3.0,ESPN Bet,-19.5,New Mexico State -19.5,-19.5,52.5,53.5,-1200.0,700.0,,2025.0,regular,1.0,2025-08-31T01:00:00.000Z,New Mexico State,Conference USA,fbs,19.0,Bryant,CAA,fcs,3.0,ESPN Bet,-19.5,New Mexico State -19.5,-19.5,52.5,53.5,-1200.0,700.0,
131,131,401757223,2803,Bryant,CAA,,3,20-33,0.0,16,0-2,0,0.0,0.0,-1.0,1,,,,3.0,187,4.0,1.0,0,31:18,0.0,13.0,1.0,5.0,35,0,68,2.0,32.0,6.0,6-18,1.0,11-99,255,1,5.7,1.9,58.065934065934066,,,20.0,33.0,0.6060606060606061,0.0,2.0,0.0,6.0,18.0,0.3333333333333333,11.0,99.0,0.1111111111111111,0,31.0,18,31,58.065934065934066,2025.0,regular,1.0,2025-08-31T01:00:00.000Z,New Mexico State,Conference USA,fbs,19.0,Bryant,CAA,fcs,3.0,ESPN Bet,-19.5,New Mexico State -19.5,-19.5,52.5,53.5,-1200.0,700.0,,2025.0,regular,1.0,2025-08-31T01:00:00.000Z,New Mexico State,Conference USA,fbs,19.0,Bryant,CAA,fcs,3.0,ESPN Bet,-19.5,New Mexico State -19.5,-19.5,52.5,53.5,-1200.0,700.0,
132,132,401757224,2534,Sam Houston,Conference USA,,21,19-35,0.0,20,3-6,0,0.0,0.0,0.0,1,0.0,96.0,4.0,1.0,187,2.0,1.0,1,30:18,0.0,0.0,1.0,0.0,35,2,145,1.0,38.0,5.0,1-12,1.0,5-48,332,1,5.3,4.1,53.92178770949721,2025.0,477.35,19.0,35.0,0.5428571428571428,3.0,6.0,0.5,1.0,12.0,0.08333333333333333,5.0,48.0,0.10416666666666667,0,30.0,18,30,53.92178770949721,2025.0,regular,1.0,2025-08-30T01:30:00.000Z,Sam Houston,Conference USA,fbs,21.0,UNLV,Mountain West,fbs,38.0,ESPN Bet,8.5,UNLV -8.5,13.0,60.5,58.5,250.0,-300.0,,2025.0,regular,1.0,2025-08-30T01:30:00.000Z,Sam Houston,Conference USA,fbs,21.0,UNLV,Mountain West,fbs,38.0,ESPN Bet,8.5,UNLV -8.5,13.0,60.5,58.5,250.0,-300.0,
133,133,401757224,2439,UNLV,Mountain West,,38,19-23,1.0,20,1-1,0,0.0,1.0,52.0,1,0.0,30.0,1.0,8.0,249,2.0,1.0,2,29:42,0.0,4.0,1.0,2.0,33,2,155,4.0,50.0,7.0,5-9,2.0,8-92,404,1,10.8,4.7,48.899371069182386,2025.0,700.54,19.0,23.0,0.8260869565217391,1.0,1.0,1.0,5.0,9.0,0.5555555555555556,8.0,92.0,0.08695652173913043,1,29.0,42,29,48.899371069182386,2025.0,regular,1.0,2025-08-30T01:30:00.000Z,Sam Houston,Conference USA,fbs,21.0,UNLV,Mountain West,fbs,38.0,ESPN Bet,8.5,UNLV -8.5,13.0,60.5,58.5,250.0,-300.0,,2025.0,regular,1.0,2025-08-30T01:30:00.000Z,Sam Houston,Conference USA,fbs,21.0,UNLV,Mountain West,fbs,38.0,ESPN Bet,8.5,UNLV -8.5,13.0,60.5,58.5,250.0,-300.0,
134,134,401757225,328,Utah State,Mountain West,,28,19-28,0.0,18,0-0,0,,0.0,0.0,0,0.0,35.0,2.0,8.0,233,2.0,1.0,1,30:37,0.0,22.0,5.0,2.0,31,2,129,2.0,41.0,7.0,2-12,,11-73,362,0,8.3,4.2,57.69879518072289,2025.0,503.59,19.0,28.0,0.6785714285714286,0.0,0.0,0.0,2.0,12.0,0.16666666666666666,11.0,73.0,0.1506849315068493,1,30.0,37,30,57.69879518072289,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Utah State,Mountain West,fbs,28.0,UTEP,Conference USA,fbs,16.0,ESPN Bet,-4.5,Utah State -4.5,-3.5,58.5,58.5,-200.0,170.0,,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Utah State,Mountain West,fbs,28.0,UTEP,Conference USA,fbs,16.0,ESPN Bet,-4.5,Utah State -4.5,-3.5,58.5,58.5,-200.0,170.0,
135,135,401757225,2638,UTEP,Conference USA,,16,23-36,0.0,19,2-2,0,,,,1,0.0,49.0,3.0,4.0,181,4.0,,1,29:23,0.0,24.0,5.0,2.0,35,1,103,6.0,37.0,12.0,4-15,,7-63,284,1,5.0,2.9,63.365591397849464,2025.0,551.88,23.0,36.0,0.6388888888888888,2.0,2.0,1.0,4.0,15.0,0.26666666666666666,7.0,63.0,0.1111111111111111,0,29.0,23,29,63.365591397849464,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Utah State,Mountain West,fbs,28.0,UTEP,Conference USA,fbs,16.0,ESPN Bet,-4.5,Utah State -4.5,-3.5,58.5,58.5,-200.0,170.0,,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Utah State,Mountain West,fbs,28.0,UTEP,Conference USA,fbs,16.0,ESPN Bet,-4.5,Utah State -4.5,-3.5,58.5,58.5,-200.0,170.0,
