,season,week,seasonType,id,name,position,team,opponent,averagePPA.all,averagePPA.pass,averagePPA.rush
1082,2024,1,regular,5083552,Blayne Taylor,WR,Abilene Christian,Texas Tech,2.083,2.083,
1083,2024,1,regular,5083553,Rovaughn Banks Jr.,RB,Abilene Christian,Texas Tech,0.211,0.84,0.071
1084,2024,1,regular,5086218,Sam Hicks,RB,Abilene Christian,Texas Tech,-0.248,,-0.248
1085,2024,1,regular,5193580,Cameron Dickey,RB,Texas Tech,Abilene Christian,0.08,,0.08
1086,2024,1,regular,5193926,Cameran Brown,QB,Texas Tech,Abilene Christian,-0.638,,-0.638
1087,2024,1,regular,4426894,Dante Chachere,QB,Portland State,Washington State,-0.007,-0.283,0.621
1088,2024,1,regular,4429967,Kris Hutson,WR,Washington State,Portland State,1.799,1.799,
1089,2024,1,regular,4430520,Elias Spence,TE,Portland State,Washington State,-0.401,-0.401,
1090,2024,1,regular,4433859,Jalynnee McGee,RB,Portland State,Washington State,-0.364,-0.137,-0.42
1091,2024,1,regular,4569181,Kyle Maxwell,WR,Washington State,Portland State,-0.048,-0.048,
1092,2024,1,regular,4569422,Christian Grubb,RB,Portland State,Washington State,-0.106,0.111,-0.16
1093,2024,1,regular,4579071,Billy Riviere III,TE,Washington State,Portland State,0.955,0.955,
1094,2024,1,regular,4600410,Tre Shackelford,WR,Washington State,Portland State,1.982,1.982,
1095,2024,1,regular,4613202,Kyle Williams,WR,Washington State,Portland State,3.205,3.205,
1096,2024,1,regular,4683208,Branden Alvarez,WR,Portland State,Washington State,2.367,2.367,
1097,2024,1,regular,4683386,William Haskell,QB,Portland State,Washington State,0.288,0.288,
1098,2024,1,regular,4697633,Dylan Paine,RB,Washington State,Portland State,-0.385,,-0.385
1099,2024,1,regular,4701216,Jacques Badolato-Birdsell,RB,Portland State,Washington State,-0.524,,-0.524
1100,2024,1,regular,4804879,Quincy Craig,RB,Portland State,Washington State,0.419,1.145,0.016
1101,2024,1,regular,4832819,Djouvensky Schlenbaker,RB,Washington State,Portland State,0.949,,0.949
1102,2024,1,regular,4876066,Zevi Eckhaus,QB,Washington State,Portland State,0.712,0.712,
1103,2024,1,regular,4896057,Chance Miller,WR,Portland State,Washington State,3.144,3.144,
1104,2024,1,regular,4915980,John Mateer,QB,Washington State,Portland State,1.727,1.563,3.121
1105,2024,1,regular,5024359,Trey Leckner,TE,Washington State,Portland State,4.419,4.419,
1106,2024,1,regular,5076654,Leo Pulalasi,RB,Washington State,Portland State,0.215,,0.215
1107,2024,1,regular,5085597,Jaylen Lynch,WR,Portland State,Washington State,1.003,1.003,
1108,2024,1,regular,5085598,Tanner Beaman,TE,Portland State,Washington State,0.818,0.818,
1109,2024,1,regular,5148822,Chris Barnes,WR,Washington State,Portland State,-0.362,-0.362,
1110,2024,1,regular,5153065,Branden Ganashamoorthy,WR,Washington State,Portland State,-0.104,-0.104,
1111,2024,1,regular,5173431,Wayshawn Parker,RB,Washington State,Portland State,0.949,4.008,0.566
1112,2024,1,regular,5221381,Tony Freeman,WR,Washington State,Portland State,2.824,2.824,
1113,2024,1,regular,4426847,Zach Calzada,QB,Incarnate Word,Northern Colorado,0.385,0.333,0.78
1114,2024,1,regular,4429445,Logan Compton,TE,Incarnate Word,Northern Colorado,2.674,2.674,
1115,2024,1,regular,4430898,David Afari,RB,Northern Colorado,Incarnate Word,-0.052,,-0.052
1116,2024,1,regular,4433824,Hank Gibbs,QB,Northern Colorado,Incarnate Word,0.974,0.096,1.412
1117,2024,1,regular,4565180,Peter Costelli,QB,Northern Colorado,Incarnate Word,0.703,0.573,1.2
1118,2024,1,regular,4578992,Mason Pierce,WR,Incarnate Word,Northern Colorado,-0.108,-0.108,
1119,2024,1,regular,4693901,Roy Alexander,WR,Incarnate Word,Northern Colorado,0.257,0.257,
1120,2024,1,regular,4875788,Jalen Walthall,WR,Incarnate Word,Northern Colorado,1.153,1.153,
1121,2024,1,regular,5082251,Vann Schield,RB,Northern Colorado,Incarnate Word,0.227,1.265,0.124
1122,2024,1,regular,5082624,Ryder MacGillivray,WR,Northern Colorado,Incarnate Word,0.196,0.196,
1123,2024,1,regular,5096861,Isaiah Robinson,RB,Incarnate Word,Northern Colorado,0.228,-0.929,0.305
1124,2024,1,regular,5096878,Dekalon Taylor,WR,Incarnate Word,Northern Colorado,0.337,,0.337
1125,2024,1,regular,4431397,Logan Smothers,QB,Jacksonville State,Coastal Carolina,-0.056,-0.014,-0.147
1126,2024,1,regular,4432327,Kendall Karr,TE,Coastal Carolina,Jacksonville State,1.099,1.099,
1127,2024,1,regular,4432662,Cane Berrong,TE,Coastal Carolina,Jacksonville State,0.121,0.121,
1128,2024,1,regular,4570636,Malick Meiga,WR,Coastal Carolina,Jacksonville State,2.776,2.776,
1129,2024,1,regular,4574356,Tyler Huff,QB,Jacksonville State,Coastal Carolina,0.513,0.518,0.494
1130,2024,1,regular,4608922,Braydon Bennett,RB,Coastal Carolina,Jacksonville State,0.533,0.394,0.545
1131,2024,1,regular,4690158,Noah Kim,QB,Coastal Carolina,Jacksonville State,1.031,3.401,0.24
1132,2024,1,regular,4710765,Jameson Tucker,WR,Coastal Carolina,Jacksonville State,3.146,3.146,
1133,2024,1,regular,4736210,Michael Pettway,WR,Jacksonville State,Coastal Carolina,7.188,7.188,
1134,2024,1,regular,4832918,Ethan Vasko,QB,Coastal Carolina,Jacksonville State,0.469,0.661,0.137
1135,2024,1,regular,4877735,Cole Fuller,TE,Jacksonville State,Coastal Carolina,1.9,,1.9
1136,2024,1,regular,4877738,Brock Rechsteiner,WR,Jacksonville State,Coastal Carolina,1.431,1.431,
1137,2024,1,regular,4900903,Senika McKie,WR,Coastal Carolina,Jacksonville State,3.401,3.401,
1138,2024,1,regular,4911914,Andrew Paul,RB,Jacksonville State,Coastal Carolina,-0.232,,-0.232
1139,2024,1,regular,4912275,Christian Washington,RB,Coastal Carolina,Jacksonville State,-0.038,,-0.038
1140,2024,1,regular,4917296,Jacob Barrick,TE,Jacksonville State,Coastal Carolina,1.382,1.382,
1141,2024,1,regular,5085265,Anwar Lewis,RB,Jacksonville State,Coastal Carolina,-0.21,-0.344,-0.195
1142,2024,1,regular,5093062,Tre Stewart,RB,Jacksonville State,Coastal Carolina,1.116,1.182,1.099
1143,2024,1,regular,5093183,Demarcus Lacey,WR,Jacksonville State,Coastal Carolina,1.261,1.261,
1144,2024,1,regular,5150902,Jarod Bowie,WR,Jacksonville State,Coastal Carolina,1.267,1.267,
1145,2024,1,regular,5150904,Cam Vaughn,WR,Jacksonville State,Coastal Carolina,0.39,0.39,
1146,2024,1,regular,5157261,Ja'Vin Simpkins,RB,Coastal Carolina,Jacksonville State,-0.035,,-0.035
1147,2024,1,regular,5157268,Darren Lloyd,RB,Coastal Carolina,Jacksonville State,0.461,,0.461
1148,2024,1,regular,5221074,Tray Taylor,WR,Coastal Carolina,Jacksonville State,2.321,2.321,
1149,2024,1,regular,5221079,Cameron Wright,WR,Coastal Carolina,Jacksonville State,1.527,1.527,
1150,2024,1,regular,4429093,Quincy Brown,WR,Nicholls,Louisiana Tech,1.963,1.963,
1151,2024,1,regular,4431142,Jimmy Holiday,WR,Louisiana Tech,Nicholls,0.97,1.823,0.543
1152,2024,1,regular,4431484,Jay Wilkerson,WR,Louisiana Tech,Nicholls,1.455,1.455,
1153,2024,1,regular,4432727,Solomon Lewis,WR,Louisiana Tech,Nicholls,1.884,1.884,
1154,2024,1,regular,4571740,Marquese Albert,RB,Nicholls,Louisiana Tech,-0.602,-0.752,-0.453
1155,2024,1,regular,4578489,Abdul-Fatai Ibrahim,WR,Louisiana Tech,Nicholls,0.032,0.032,
1156,2024,1,regular,4687187,Marquis Crosby,RB,Louisiana Tech,Nicholls,-0.601,,-0.601
1157,2024,1,regular,4713267,Collin Guggenheim,RB,Nicholls,Louisiana Tech,0.002,0.209,-0.01
1158,2024,1,regular,4875733,Pat McQuaide,QB,Nicholls,Louisiana Tech,-0.095,-0.055,-0.311
1159,2024,1,regular,4877093,Terry Matthews,WR,Nicholls,Louisiana Tech,0.887,0.887,
1160,2024,1,regular,4877097,Jaylon Spears,RB,Nicholls,Louisiana Tech,0.395,3.305,-0.333
1161,2024,1,regular,5078549,Dedrick Latulas,WR,Louisiana Tech,Nicholls,-0.401,,-0.401
1162,2024,1,regular,5092781,Jack Turner,QB,Louisiana Tech,Nicholls,-0.272,-0.265,-0.33
1163,2024,1,regular,5092787,Marlion Jackson,WR,Louisiana Tech,Nicholls,2.443,2.443,
1164,2024,1,regular,5121453,Eli Finley,TE,Louisiana Tech,Nicholls,0.607,0.607,
1165,2024,1,regular,5150998,Blake Baker,QB,Louisiana Tech,Nicholls,0.196,0.262,-0.079
1166,2024,1,regular,5152221,Donerio Davenport,RB,Louisiana Tech,Nicholls,-0.223,-0.166,-0.229
1167,2024,1,regular,5193224,Fred Robertson,RB,Louisiana Tech,Nicholls,0.958,3.058,-1.143
1168,2024,1,regular,5220340,Omiri Wiggins,RB,Louisiana Tech,Nicholls,-0.624,,-0.624
1169,2024,1,regular,4426857,Oscar Cardenas,TE,UTSA,Kennesaw State,2.827,2.827,
1170,2024,1,regular,4433827,Rocko Griffin,RB,UTSA,Kennesaw State,-0.019,,-0.019
1171,2024,1,regular,4573886,Preston Daniels,TE,Kennesaw State,UTSA,0.517,,0.517
1172,2024,1,regular,4573916,Michael Benefield,RB,Kennesaw State,UTSA,-0.199,,-0.199
1173,2024,1,regular,4686767,Chris Carpenter,WR,UTSA,Kennesaw State,-1.58,-1.58,
1174,2024,1,regular,4688595,Kevorian Barnes,RB,UTSA,Kennesaw State,0.2,,0.2
1175,2024,1,regular,4702790,DJ Allen,WR,UTSA,Kennesaw State,1.021,1.021,
1176,2024,1,regular,4702820,Bryson Donnell,RB,UTSA,Kennesaw State,-0.956,,-0.956
1177,2024,1,regular,4709669,Christian Moss,WR,Kennesaw State,UTSA,1.175,1.175,
1178,2024,1,regular,4775136,Owen McCown,QB,UTSA,Kennesaw State,0.424,0.405,0.535
1179,2024,1,regular,4801276,Houston Thomas,TE,UTSA,Kennesaw State,0.024,0.024,
1180,2024,1,regular,4833629,Jace Wilson,WR,UTSA,Kennesaw State,-0.134,-0.134,
1181,2024,1,regular,4876752,Gabriel Benyard,WR,Kennesaw State,UTSA,-0.048,0.521,-1.757
1182,2024,1,regular,4876753,Tykeem Wallace,WR,Kennesaw State,UTSA,1.027,1.027,
1183,2024,1,regular,4876772,Blake Bohannon,WR,Kennesaw State,UTSA,0.448,0.448,
1184,2024,1,regular,5076952,Devin Mccuin,WR,UTSA,Kennesaw State,1.017,1.017,
1185,2024,1,regular,5078422,Brandon High,RB,UTSA,Kennesaw State,-0.197,,-0.197
1186,2024,1,regular,5083103,Davis Bryson,WR,Kennesaw State,UTSA,-0.015,0.053,-0.13
1187,2024,1,regular,5083111,Qua Ashley,RB,Kennesaw State,UTSA,0.001,4.28,-0.475
1188,2024,1,regular,5083135,Carson Kent,TE,Kennesaw State,UTSA,1.52,1.52,
1189,2024,1,regular,5120299,Patrick Overmyer,TE,UTSA,Kennesaw State,1.186,1.186,
1190,2024,1,regular,5151317,Robert Henry,RB,UTSA,Kennesaw State,0.527,4.704,-0.17
1191,2024,1,regular,5151318,Willie McCoy,WR,UTSA,Kennesaw State,0.814,0.814,
1192,2024,1,regular,5223167,Will Henderson III,RB,UTSA,Kennesaw State,-0.352,,-0.352
1193,2024,1,regular,4368612,Jay Parker,WR,Tennessee Tech,Middle Tennessee,-0.198,-0.198,
1194,2024,1,regular,4427003,Kyron Cumby,WR,Tennessee Tech,Middle Tennessee,0.508,0.708,0.442
1195,2024,1,regular,4428030,Jalen Mitchell,RB,Tennessee Tech,Middle Tennessee,0.133,0.473,0.071
1196,2024,1,regular,4428961,Jordan Yates,QB,Tennessee Tech,Middle Tennessee,2.539,2.539,
1197,2024,1,regular,4605869,Terry Wilkins,RB,Middle Tennessee,Tennessee Tech,0.086,,0.086
1198,2024,1,regular,4611516,Holden Willis,TE,Middle Tennessee,Tennessee Tech,1.714,1.714,
1199,2024,1,regular,4613064,Obasanjo Sanni,RB,Tennessee Tech,Middle Tennessee,-0.381,-0.452,-0.31
1200,2024,1,regular,4682518,Nick Vattiato,QB,Middle Tennessee,Tennessee Tech,0.283,0.288,0.189
1201,2024,1,regular,4684540,Jacob Coleman,TE,Middle Tennessee,Tennessee Tech,0.754,0.754,
1202,2024,1,regular,4686357,Gamarion Carter,WR,Middle Tennessee,Tennessee Tech,1.687,1.687,
1203,2024,1,regular,4686513,Frank Peasant,RB,Middle Tennessee,Tennessee Tech,0.363,1.041,0.287
1204,2024,1,regular,4695005,Ashton Maples,WR,Tennessee Tech,Middle Tennessee,2.026,2.026,
1205,2024,1,regular,4695032,Hunter Barnhart,TE,Tennessee Tech,Middle Tennessee,2.308,2.308,
1206,2024,1,regular,4701951,Omari Kelly,WR,Middle Tennessee,Tennessee Tech,1.351,1.351,
1207,2024,1,regular,4837462,Jaiden Credle,RB,Middle Tennessee,Tennessee Tech,0.186,0.5,0.123
1208,2024,1,regular,4877664,Myles Butler,WR,Middle Tennessee,Tennessee Tech,1.907,1.907,
1209,2024,1,regular,5121721,Jekail Middlebrook,RB,Middle Tennessee,Tennessee Tech,0.104,0.862,-0.149
1210,2024,1,regular,5156090,Dylan Laible,QB,Tennessee Tech,Middle Tennessee,-0.299,-0.299,
1211,2024,1,regular,4429191,Deuce Hogan,QB,New Mexico State,Southeast Missouri State,0.163,-0.027,1.113
1212,2024,1,regular,4431606,Ahmonte Watkins,RB,New Mexico State,Southeast Missouri State,0.17,,0.17
1213,2024,1,regular,4683425,Glynn Johnson Jr,WR,New Mexico State,Southeast Missouri State,2.001,2.345,1.313
1214,2024,1,regular,4686468,Seth McGowan,RB,New Mexico State,Southeast Missouri State,0.669,,0.669
1215,2024,1,regular,4686658,Michael Washington,RB,New Mexico State,Southeast Missouri State,-0.069,-0.508,-0.044
1216,2024,1,regular,4879946,Danny Joiner,TE,Southeast Missouri State,New Mexico State,-0.134,-0.134,
1217,2024,1,regular,4880358,Cam Pedro,WR,Southeast Missouri State,New Mexico State,0.749,0.749,
1218,2024,1,regular,5083757,Paxton DeLaurent,QB,Southeast Missouri State,New Mexico State,0.224,0.301,-1.455
1219,2024,1,regular,5083762,Kyron Downing,WR,Southeast Missouri State,New Mexico State,0.732,0.732,
1220,2024,1,regular,5084181,Kordell David,WR,New Mexico State,Southeast Missouri State,0.432,0.432,
1221,2024,1,regular,5122162,Jordan Smith,WR,New Mexico State,Southeast Missouri State,-1.205,,-1.205
1222,2024,1,regular,5220783,Parker Awad,QB,New Mexico State,Southeast Missouri State,-0.079,-0.189,0.316
1223,2024,1,regular,5220785,TJ Pride,WR,New Mexico State,Southeast Missouri State,0.475,0.231,0.638
1224,2024,1,regular,4426528,Ife Adeyi,WR,Sam Houston,Rice,2.065,2.409,1.376
1225,2024,1,regular,4429885,Kobie Campbell,WR,Rice,Sam Houston,1.731,1.731,
1226,2024,1,regular,4430512,Noah Smith,WR,Sam Houston,Rice,0.168,,0.168
1227,2024,1,regular,4431074,Jevyon Ducker,RB,Sam Houston,Rice,0.028,2.317,-0.354
1228,2024,1,regular,4433821,John Gentry,RB,Sam Houston,Rice,0.017,,0.017
1229,2024,1,regular,4433909,Matt Sykes,WR,Rice,Sam Houston,1.519,1.519,
1230,2024,1,regular,4869581,Braylen Walker,WR,Rice,Sam Houston,2.201,2.201,
1231,2024,1,regular,4875899,Christian Francisco,RB,Rice,Sam Houston,0.006,,0.006
1232,2024,1,regular,4879931,Simeon Evans,WR,Sam Houston,Rice,2.799,2.799,
1233,2024,1,regular,4916436,E.J. Warner,QB,Rice,Sam Houston,0.169,0.187,-0.344
1234,2024,1,regular,5082269,Dean Connors,RB,Rice,Sam Houston,0.31,0.745,0.237
1235,2024,1,regular,5082284,Boden Groen,TE,Rice,Sam Houston,2.102,2.102,
1236,2024,1,regular,5098435,Elijah Sohn,TE,Sam Houston,Rice,1.373,1.373,
1237,2024,1,regular,5125823,DJ McKinney,RB,Sam Houston,Rice,0.087,,0.087
1238,2024,1,regular,5147756,Taji Atkins,RB,Rice,Sam Houston,-0.364,,-0.364
1239,2024,1,regular,5151199,Malik Phillips,WR,Sam Houston,Rice,-0.017,,-0.017
1240,2024,1,regular,5151200,Qua'Vez Humphreys,WR,Sam Houston,Rice,3.153,3.153,
1241,2024,1,regular,5220424,Hunter Watson,QB,Sam Houston,Rice,0.391,0.245,0.953
1242,2024,1,regular,4426428,Sean Dollars,RB,Nevada,SMU,-0.247,0.198,-0.315
1243,2024,1,regular,4429043,Jaylan Knighton,RB,SMU,Nevada,0.401,1.697,-0.462
1244,2024,1,regular,4429149,Brendon Lewis,QB,Nevada,SMU,0.165,0.036,0.372
1245,2024,1,regular,4429652,Pat Garwo III,RB,Nevada,SMU,0.565,0.762,0.368
1246,2024,1,regular,4431197,Romello Brinson,WR,SMU,Nevada,0.034,0.034,
1247,2024,1,regular,4432260,Matthew Hibner,TE,SMU,Nevada,1.052,1.052,
1248,2024,1,regular,4432718,LJ Johnson Jr.,RB,SMU,Nevada,-0.28,,-0.28
1249,2024,1,regular,4432767,Preston Stone,QB,SMU,Nevada,0.421,0.396,0.574
1250,2024,1,regular,4571194,Marcus Bellon,WR,Nevada,SMU,0.939,0.939,
1251,2024,1,regular,4581750,Jaden Smith,WR,Nevada,SMU,0.575,0.575,
1252,2024,1,regular,4594446,Roderick Daniels,WR,SMU,Nevada,0.289,0.624,-0.716
1253,2024,1,regular,4596602,Brashard Smith,RB,SMU,Nevada,0.411,1.381,0.234
1254,2024,1,regular,4607419,Keyshawn Smith,WR,SMU,Nevada,1.359,1.359,
1255,2024,1,regular,4685409,Jordan Hudson,WR,SMU,Nevada,2.035,2.035,
1256,2024,1,regular,4690811,Savion Red,RB,Nevada,SMU,0.126,-0.264,0.237
1257,2024,1,regular,4694468,Jace Henry,TE,Nevada,SMU,2.762,2.762,
