,id,teamId,team,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
207,401767411,2428,North Carolina Central,MEAC,home,49,24-37,,24,1-1,1,1,1,28,1,0,58,4,11,398,,1,3,30:53,0,10,2,,31,2,101,,,,9-14,1,7-68,499,2,10.8,3.3
208,401767421,2296,Jackson State,SWAC,home,30,15-22,,25,1-1,0,0,,,1,0,37,2,4,259,,,1,36:38,0,4,2,,50,3,252,,,,8-13,2,10-113,511,1,11.8,5.0
209,401767421,2657,Tuskegee,SIAC,away,0,11-20,,7,0-0,0,,0,0,0,0,38,3,0,85,,1,0,23:22,0,3,1,,20,0,24,,,,2-11,,7-36,109,0,4.3,1.2
210,401767426,2400,Mississippi Valley State,SWAC,away,3,11-16,,9,0-1,1,0,,,1,0,64,4,3,61,,,0,30:50,0,-10,1,,38,0,103,,,,2-12,2,7-55,164,2,3.8,2.7
211,401767426,2545,SE Louisiana,Southland,home,56,16-20,,19,0-2,0,1,0,0,0,0,26,2,8,302,,1,5,29:10,1,118,5,,31,2,145,,,,5-9,0,4-35,447,0,15.1,4.7
212,401767458,2320,Lamar,Southland,away,31,12-22,,21,0-1,0,1,0,0,1,0,70,2,7,81,,1,0,32:38,1,54,4,,42,2,252,,,,5-11,0,4-40,333,1,3.7,6.0
213,401767458,2640,Texas Southern,SWAC,home,7,13-23,,11,0-2,1,0,0,0,1,0,107,4,1,53,,1,0,27:22,,,,,31,1,143,,,,3-13,1,4-35,196,2,2.3,4.6
214,401767524,2617,Stephen F. Austin,Southland,home,63,15-19,,24,1-1,0,3,0,0,0,,,,9,287,,1,3,29:38,0,26,3,,36,4,247,,,,7-9,0,5-72,534,0,15.1,6.9
215,401767524,2834,Sul Ross State,Lone Star,away,0,2-8,,7,0-0,2,0,,,1,0,65,4,,-3,,,0,30:22,,,,,29,0,-18,,,,1-10,5,7-17,-21,3,-0.4,-0.6
216,401767527,292,UT Rio Grande Valley,Southland,home,80,16-24,,27,1-2,0,0,1,62,0,0,27,1,14,289,,3,5,29:31,0,30,3,,36,5,462,,,,4-10,1,10-115,751,0,12.0,12.8
217,401767529,56,Stetson,Pioneer,away,0,20-34,,8,0-2,0,0,0,0,1,0,122,7,,97,,1,0,24:31,0,0,1,,22,0,29,,,,3-15,1,2-25,126,1,2.9,1.3
218,401767529,236,Chattanooga,Southern,home,63,7-14,,24,1-2,0,0,0,17,1,0,91,1,9,94,,1,2,35:29,0,72,4,,55,5,445,,,,10-14,1,8-100,539,1,6.7,8.1
219,401767544,2181,Drake,Pioneer,away,21,18-29,,18,1-1,1,0,,,1,,,,7,174,,,1,27:30,,,,,32,1,121,,,,4-13,1,3-25,295,2,6.0,3.8
220,401767544,2571,South Dakota State,MVFC,home,37,18-25,,23,1-4,0,1,0,0,0,0,43,3,7,225,,1,1,32:30,0,22,1,,41,4,212,,,,3-9,1,7-68,437,0,9.0,5.2
221,401767573,2382,Mercer,Southern,home,22,26-37,,27,1-1,2,2,,,2,0,19,1,10,316,,,1,38:54,0,16,4,,46,1,152,,,,5-16,3,5-45,468,4,8.5,3.3
222,401767573,2747,Wofford,Southern,away,21,9-21,,7,0-2,2,2,0,73,0,0,43,3,3,230,,2,3,21:06,0,7,1,,26,0,61,,,,2-12,3,7-69,291,2,11.0,2.3
223,401767588,2083,Bucknell,Patriot,home,35,21-28,,18,1-1,0,,,,1,0,51,2,5,405,,,5,29:32,0,13,1,,36,0,71,,,,8-15,,10-122,476,1,14.5,2.0
224,401767588,2678,VMI,Southern,away,28,21-38,,18,0-1,0,0,0,0,0,0,68,3,4,362,,1,3,30:28,0,8,2,,28,1,59,,,,7-15,1,7-55,421,0,9.5,2.1
225,401767627,2368,Marist,Pioneer,away,21,12-34,,15,2-5,1,0,0,26,0,0,99,1,3,141,,5,2,28:47,,,,,39,0,131,,,,5-17,3,4-35,272,1,4.1,3.4
226,401767627,2681,Wagner,NEC,home,10,11-24,,18,0-4,0,1,,,5,0,38,2,4,56,,,0,31:13,0,26,4,,50,1,242,,,,5-14,2,8-71,298,5,2.3,4.8
227,401767639,2506,Presbyterian,Pioneer,home,42,17-28,,28,1-3,1,0,0,0,0,0,53,3,6,364,,1,3,37:13,0,17,1,,51,3,198,,,,7-13,1,11-112,562,1,13.0,3.9
228,401767639,101784,ERSKINE,Carolinas,away,14,11-18,,11,1-2,0,1,,,1,0,50,3,2,132,,,1,22:47,,,,,28,0,77,,,,2-11,3,11-69,209,1,7.3,2.8
229,401767648,128,Northern Michigan,GLIAC,home,7,11-19,,18,2-4,0,0,,,0,0,72,4,1,133,,,0,34:39,0,2,3,,54,1,129,,,,5-16,3,4-25,262,0,7.0,2.4
230,401767648,2900,St. Thomas (MN),Pioneer,away,20,13-19,,13,1-1,0,0,,,0,0,63,2,0,221,,,3,25:21,0,7,1,,29,0,54,,,,2-9,1,3-24,275,0,11.6,1.9
231,401767659,2341,Long Island University,NEC,home,21,3-10,,12,1-1,1,1,0,59,0,0,28,2,3,19,,2,0,21:50,0,21,2,,32,2,189,,,,0-9,3,4-56,208,1,1.9,5.9
232,401767659,2529,Sacred Heart,FCS Independents,away,24,14-19,,26,2-2,1,1,,,2,,,,6,193,,,0,38:10,0,-3,3,,56,3,214,,,,8-17,3,8-64,407,3,10.2,3.8
233,401767720,46,Georgetown,Patriot,home,37,32-51,,26,1-2,0,2,0,18,1,0,35,3,7,362,,1,2,32:15,,,,,26,2,90,,,,10-17,0,7-69,452,1,7.1,3.5
234,401767720,322,Lafayette,Patriot,away,42,18-28,,26,1-1,2,0,0,0,1,0,16,2,6,290,,1,2,27:45,,,,,37,4,289,,,,7-12,2,5-55,579,3,10.4,7.8
235,401767733,2184,Duquesne,NEC,home,21,17-28,,16,2-2,1,0,,,1,0,46,3,3,211,,,2,28:14,0,12,1,,30,1,107,,,,2-10,1,7-55,318,2,7.5,3.6
236,401767733,2329,Lehigh,Patriot,away,35,17-25,,20,0-0,0,1,0,0,0,0,70,2,5,224,,1,3,31:46,0,5,3,,35,2,172,,,,6-12,0,6-50,396,0,9.0,4.9
237,401767742,2115,Central Connecticut,NEC,home,31,16-33,,19,1-2,0,3,0,10,0,0,23,1,7,193,,2,2,31:07,0,77,5,,38,2,107,,,,4-15,1,8-110,300,0,5.8,2.8
238,401767742,2598,St. Francis (PA),NEC,away,7,13-26,,11,0-0,3,0,,,2,0,45,3,1,159,,,0,28:36,0,10,4,,27,1,51,,,,2-13,5,7-69,210,5,6.1,1.9
239,401767762,2523,Robert Morris,NEC,home,28,8-9,,18,0-0,3,1,0,29,0,0,102,3,4,83,,2,2,28:48,0,10,1,,39,2,242,,,,4-6,3,7-75,325,3,9.2,6.2
240,401767762,2699,West Liberty,Mountain East,away,14,20-35,,22,2-4,1,3,,,2,0,23,2,2,219,,,1,31:12,,,,,31,1,63,,,,5-12,1,5-25,282,3,6.3,2.0
241,401769832,50,Florida A&M,SWAC,home,33,26-36,,26,1-1,0,1,,,1,0,76,3,9,371,,,2,34:58,,,,,34,2,91,,,,9-14,0,11-102,462,1,10.3,2.7
242,401769832,2013,Albany State GA,SIAC,away,25,17-31,,21,0-1,1,0,0,0,0,0,126,5,3,201,,1,1,25:02,0,30,1,,26,2,120,,,,6-11,1,6-42,321,1,6.5,4.6
243,401769892,2086,Butler,Pioneer,away,16,17-23,,17,0-2,2,0,,,1,0,108,2,4,178,,,0,32:53,0,33,3,,39,1,152,,,,6-12,2,3-30,330,3,7.7,3.9
244,401769892,2262,Hanover College,Heartland,home,7,17-26,,12,0-2,0,2,0,20,0,0,19,1,1,109,,1,1,27:07,,,,,30,0,49,,,,6-15,1,4-20,158,0,4.2,1.6
245,401783278,399,UAlbany,CAA,home,17,31-54,,24,2-4,0,0,,,2,0,54,3,5,409,,,1,32:15,0,0,1,,25,1,40,,,,4-15,1,12-102,449,2,7.6,1.6
246,401783278,2441,New Haven,NEC,away,24,23-35,,20,0-0,0,,0,2,0,0,35,2,6,180,,2,3,27:45,0,-8,1,,29,0,114,,,,4-12,,8-80,294,0,5.1,3.9
