player_id,player_name,team,conference,week,comp,att,yds,td,int,qbr,completion_pct
5083042,Skyler Locklear,UTEP,Conference USA,13,10,19,50,0,1,58.0,0.5263157894736842
4697512,Robby Ashford,South Carolina,SEC,13,3,4,23,0,0,88.6,0.75
4875127,Lanorris Sellers,South Carolina,SEC,13,23,27,307,3,1,78.0,0.8518518518518519
4428887,Davis Beville,South Carolina,SEC,13,1,1,13,0,0,71.6,1.0
4870971,Marcel Reed,Texas A&M,SEC,13,22,35,297,3,1,70.5,0.6285714285714286
4430590,Payton Thorne,Auburn,SEC,13,19,31,301,2,1,77.3,0.6129032258064516
5141684,Austin Simmons,Ole Miss,SEC,13,0,1,0,0,0,5.5,0.0
4689114,Jaxson Dart,Ole Miss,SEC,13,24,41,323,2,2,86.3,0.5853658536585366
5079555,D.J. Lagway,Florida,SEC,13,10,17,180,2,1,66.5,0.5882352941176471
4889929,Quinn Ewers,Texas,SEC,13,20,31,191,2,0,67.6,0.6451612903225806
5141378,Cutter Boley,Kentucky,SEC,13,10,18,160,0,1,67.1,0.5555555555555556
4432782,Brock Vandagriff,Kentucky,SEC,13,3,7,51,1,1,55.2,0.42857142857142855
5084180,Diego Pavia,Vanderbilt,SEC,13,13,24,186,1,0,66.7,0.5416666666666666
4567747,Garrett Nussmeier,LSU,SEC,13,28,37,332,1,0,83.8,0.7567567567567568
5079620,Michael Van Buren Jr.,Mississippi State,SEC,13,16,28,191,1,0,53.0,0.5714285714285714
4429435,Brady Cook,Missouri,SEC,13,15,20,268,1,0,94.1,0.75
4432734,Jalen Milroe,Alabama,SEC,13,11,26,164,0,3,15.4,0.4230769230769231
4685522,Ty Simpson,Alabama,SEC,13,0,1,0,0,0,6.6,0.0
4685553,Brenen Thompson,Oklahoma,SEC,13,0,1,0,0,0,0.6,0.0
4870607,Jackson Arnold,Oklahoma,SEC,13,9,11,68,0,0,82.4,0.8181818181818182
5079542,Luke Kromenhoek,Florida State,ACC,13,13,20,209,3,0,66.0,0.65
4920158,Brock Glenn,Florida State,ACC,13,3,3,31,0,0,56.3,1.0
4433971,Kyle McCord,Syracuse,ACC,13,37,47,470,2,0,87.5,0.7872340425531915
4899369,Christopher Vizzina,Clemson,ACC,13,6,14,62,0,0,24.3,0.42857142857142855
4685413,Cade Klubnik,Clemson,ACC,13,12,16,198,3,0,95.2,0.75
5081434,Trent Pearman,Clemson,ACC,13,0,1,0,0,1,0.0,0.0
4837248,Fernando Mendoza,California,ACC,13,25,36,299,3,0,76.7,0.6944444444444444
4921306,Mikey Matthews,California,ACC,13,0,1,0,0,0,0.8,0.0
4570554,Chandler Rogers,California,ACC,13,0,1,0,0,0,7.0,0.0
4838679,Ashton Daniels,Stanford,ACC,13,14,26,139,0,0,45.2,0.5384615384615384
4686997,Connor Weselman,Stanford,ACC,13,0,1,0,0,0,0.0,0.0
4684502,Justin Lamson,Stanford,ACC,13,0,1,0,0,0,82.1,0.0
5143191,Micah Ford,Stanford,ACC,13,1,1,2,1,0,100.0,1.0
5079301,CJ Bailey,NC State,ACC,13,17,30,147,0,3,44.9,0.5666666666666667
4428993,Haynes King,Georgia Tech,ACC,13,3,3,7,0,0,8.6,1.0
5132812,Aaron Philo,Georgia Tech,ACC,13,19,33,265,0,1,58.5,0.5757575757575758
5154302,David Lynch,Pittsburgh,ACC,13,5,7,43,0,1,22.5,0.7142857142857143
4870819,Eli Holstein,Pittsburgh,ACC,13,3,5,51,0,1,10.3,0.6
4683182,Nate Yarnell,Pittsburgh,ACC,13,11,23,96,1,1,22.9,0.4782608695652174
4360689,Tyler Shough,Louisville,ACC,13,17,28,293,2,0,88.6,0.6071428571428571
4429463,Jacolby Criswell,North Carolina,ACC,13,16,30,176,0,3,4.3,0.5333333333333333
4567707,Grayson James,Boston College,ACC,13,18,27,192,1,0,79.8,0.6666666666666666
4920153,William Watson III,Virginia Tech,ACC,13,12,25,146,0,1,62.7,0.48
4428439,Collin Schlee,Virginia Tech,ACC,13,3,7,67,1,0,36.7,0.42857142857142855
4685497,Maalik Murphy,Duke,ACC,13,17,35,332,3,3,66.7,0.4857142857142857
4688380,Cameron Ward,Miami,ACC,13,27,38,280,2,1,50.7,0.7105263157894737
4426499,Hank Bachmeier,Wake Forest,ACC,13,8,14,86,1,1,15.3,0.5714285714285714
4567031,Michael Kern,Wake Forest,ACC,13,1,3,13,0,0,15.8,0.3333333333333333
5084084,Kevin Jennings,SMU,ACC,13,25,33,323,2,1,89.6,0.7575757575757576
5044387,Anthony Colandrea,Virginia,ACC,13,18,27,108,1,0,30.3,0.6666666666666666
5079555,D.J. Lagway,Florida,SEC,14,14,22,133,2,1,37.2,0.6363636363636364
5079542,Luke Kromenhoek,Florida State,ACC,14,15,28,140,0,0,26.5,0.5357142857142857
4430841,Carson Beck,Georgia,SEC,14,28,43,297,5,0,82.2,0.6511627906976745
4428993,Haynes King,Georgia Tech,ACC,14,26,36,303,2,0,90.8,0.7222222222222222
5141378,Cutter Boley,Kentucky,SEC,14,6,15,48,0,2,0.8,0.4
4893657,Gavin Wimsatt,Kentucky,SEC,14,4,9,125,2,1,77.1,0.4444444444444444
4360689,Tyler Shough,Louisville,ACC,14,9,18,128,0,0,61.4,0.5
4875127,Lanorris Sellers,South Carolina,SEC,14,13,21,164,0,1,92.5,0.6190476190476191
4685413,Cade Klubnik,Clemson,ACC,14,24,36,280,0,1,89.6,0.6666666666666666
4432734,Jalen Milroe,Alabama,SEC,14,18,24,256,0,1,97.3,0.75
4710341,Jarquez Hunter,Auburn,SEC,14,0,1,0,0,1,0.0,0.0
4430590,Payton Thorne,Auburn,SEC,14,24,41,301,1,1,63.5,0.5853658536585366
4429435,Brady Cook,Missouri,SEC,14,10,20,168,0,0,78.3,0.5
4431325,Taylen Green,Arkansas,SEC,14,21,35,229,0,0,75.1,0.6
4890373,Bauer Sharp,Oklahoma,SEC,14,0,1,0,0,1,0.0,0.0
4870607,Jackson Arnold,Oklahoma,SEC,14,14,21,110,0,0,69.6,0.6666666666666666
4567747,Garrett Nussmeier,LSU,SEC,14,22,31,277,3,0,90.9,0.7096774193548387
5081405,AJ Swann,LSU,SEC,14,1,3,8,0,0,5.0,0.3333333333333333
5079620,Michael Van Buren Jr.,Mississippi State,SEC,14,17,32,280,1,2,57.3,0.53125
4569416,Nicholas Barr-Mira,Mississippi State,SEC,14,1,1,11,0,0,100.0,1.0
4689114,Jaxson Dart,Ole Miss,SEC,14,14,24,143,1,0,58.5,0.5833333333333334
4870799,Nico Iamaleava,Tennessee,SEC,14,18,26,257,4,1,90.8,0.6923076923076923
5089070,Richie Hoskins,Vanderbilt,SEC,14,0,1,0,0,0,4.5,0.0
5084180,Diego Pavia,Vanderbilt,SEC,14,8,17,104,1,1,46.7,0.47058823529411764
4889929,Quinn Ewers,Texas,SEC,14,17,28,218,1,1,79.1,0.6071428571428571
4870971,Marcel Reed,Texas A&M,SEC,14,16,23,146,0,1,61.7,0.6956521739130435
4838679,Ashton Daniels,Stanford,ACC,14,26,40,252,1,3,59.8,0.65
4432767,Preston Stone,SMU,ACC,14,4,4,75,1,0,98.2,1.0
5084084,Kevin Jennings,SMU,ACC,14,20,30,225,2,0,81.6,0.6666666666666666
4686788,CJ Harris,California,ACC,14,6,11,75,0,1,22.5,0.5454545454545454
4570554,Chandler Rogers,California,ACC,14,8,15,84,0,0,29.4,0.5333333333333333
5079555,D.J. Lagway,Florida,SEC,14,14,22,133,2,1,37.2,0.6363636363636364
5079542,Luke Kromenhoek,Florida State,ACC,14,15,28,140,0,0,26.5,0.5357142857142857
4430841,Carson Beck,Georgia,SEC,14,28,43,297,5,0,82.2,0.6511627906976745
4428993,Haynes King,Georgia Tech,ACC,14,26,36,303,2,0,90.8,0.7222222222222222
5141378,Cutter Boley,Kentucky,SEC,14,6,15,48,0,2,0.8,0.4
4893657,Gavin Wimsatt,Kentucky,SEC,14,4,9,125,2,1,77.1,0.4444444444444444
4360689,Tyler Shough,Louisville,ACC,14,9,18,128,0,0,61.4,0.5
5154302,David Lynch,Pittsburgh,ACC,14,1,2,3,0,0,5.5,0.5
4683182,Nate Yarnell,Pittsburgh,ACC,14,23,42,296,3,1,63.8,0.5476190476190477
4567707,Grayson James,Boston College,ACC,14,20,28,253,2,0,88.1,0.7142857142857143
4426499,Hank Bachmeier,Wake Forest,ACC,14,22,30,207,1,0,84.9,0.7333333333333333
4685497,Maalik Murphy,Duke,ACC,14,26,34,235,1,1,63.0,0.7647058823529411
4595341,Caleb Hood,North Carolina,ACC,14,1,1,2,0,0,21.5,1.0
4429463,Jacolby Criswell,North Carolina,ACC,14,18,33,273,3,0,72.2,0.5454545454545454
5079301,CJ Bailey,NC State,ACC,14,14,20,242,2,1,71.7,0.7
4688380,Cameron Ward,Miami,ACC,14,25,36,349,2,0,92.8,0.6944444444444444
4433971,Kyle McCord,Syracuse,ACC,14,26,36,380,3,0,90.9,0.7222222222222222
4875127,Lanorris Sellers,South Carolina,SEC,14,13,21,164,0,1,92.5,0.6190476190476191
4685413,Cade Klubnik,Clemson,ACC,14,24,36,280,0,1,89.6,0.6666666666666666
4920153,William Watson III,Virginia Tech,ACC,14,14,21,254,1,0,85.4,0.6666666666666666
4775264,Tony Muskett,Virginia,ACC,14,19,36,178,0,2,53.9,0.5277777777777778
