player_id,player_name,team,conference,opponent,comp,att,yds,avg,td,int,qbr,week,completion_pct,yards_per_attempt,td_rate,int_rate
4875127,Lanorris Sellers,South Carolina,SEC,Old Dominion,10,23,114,5.0,0,0,17.7,1,0.43478260869565216,4.956521739130435,0.0,0.0
4870889,Chris Parson,Mississippi State,SEC,Eastern Kentucky,0,2,0,0.0,0,0,1.1,1,0.0,0.0,0.0,0.0
4565315,Blake Shapen,Mississippi State,SEC,Eastern Kentucky,15,20,247,12.4,3,0,90.4,1,0.75,12.35,0.15,0.0
4432734,Jalen Milroe,Alabama,SEC,Western Kentucky,7,9,200,22.2,3,0,98.7,1,0.7777777777777778,22.22222222222222,0.3333333333333333,0.0
4685522,Ty Simpson,Alabama,SEC,Western Kentucky,5,9,66,7.3,0,0,97.6,1,0.5555555555555556,7.333333333333333,0.0,0.0
4431948,TJ Finley,Western Kentucky,Conference USA,Alabama,18,31,92,3.0,0,2,23.1,1,0.5806451612903226,2.967741935483871,0.0,0.06451612903225806
4869991,Caden Veltkamp,Western Kentucky,Conference USA,Alabama,4,9,11,1.2,0,0,11.1,1,0.4444444444444444,1.2222222222222223,0.0,0.0
4685391,Walker Howard,Ole Miss,SEC,Furman,0,2,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0
5141684,Austin Simmons,Ole Miss,SEC,Furman,7,16,111,6.9,1,0,17.7,1,0.4375,6.9375,0.0625,0.0
4689114,Jaxson Dart,Ole Miss,SEC,Furman,22,27,418,15.5,5,0,97.3,1,0.8148148148148148,15.481481481481481,0.18518518518518517,0.0
4714300,Holden Geriner,Auburn,SEC,Alabama A&M,2,2,33,16.5,0,0,99.2,1,1.0,16.5,0.0,0.0
5089314,Hank Brown,Auburn,SEC,Alabama A&M,3,5,96,19.2,2,0,98.9,1,0.6,19.2,0.4,0.0
4430590,Payton Thorne,Auburn,SEC,Alabama A&M,13,21,322,15.3,4,0,95.1,1,0.6190476190476191,15.333333333333334,0.19047619047619047,0.0
4685574,Conner Weigman,Texas A&M,SEC,Notre Dame,12,30,100,3.3,0,2,31.8,1,0.4,3.3333333333333335,0.0,0.06666666666666667
4432782,Brock Vandagriff,Kentucky,SEC,Southern Miss,12,18,169,9.4,3,1,82.6,1,0.6666666666666666,9.38888888888889,0.16666666666666666,0.05555555555555555
4433886,Tate Rodemaker,Southern Miss,Sun Belt,Kentucky,13,19,126,6.6,0,2,23.7,1,0.6842105263157895,6.631578947368421,0.0,0.10526315789473684
4431580,Miller Moss,USC,Big Ten,LSU,27,36,378,10.5,1,0,79.2,1,0.75,10.5,0.027777777777777776,0.0
4567747,Garrett Nussmeier,LSU,SEC,USC,29,38,304,8.0,2,1,88.1,1,0.7631578947368421,8.0,0.05263157894736842,0.02631578947368421
4432774,Ty Thompson,Tulane,American Athletic,Florida,11,29,125,4.3,1,3,10.6,1,0.3793103448275862,4.310344827586207,0.034482758620689655,0.10344827586206896
4431618,Mario Williams,Tulane,American Athletic,Florida,0,1,0,0.0,0,0,2.6,1,0.0,0.0,0.0,0.0
5079555,D.J. Lagway,Florida,SEC,Tulane,22,35,305,8.7,1,2,49.4,1,0.6285714285714286,8.714285714285714,0.02857142857142857,0.05714285714285714
4889929,Quinn Ewers,Texas,SEC,Clemson,17,24,202,8.4,1,1,87.5,1,0.7083333333333334,8.416666666666666,0.041666666666666664,0.041666666666666664
4685413,Cade Klubnik,Clemson,ACC,Texas,26,43,336,7.8,3,1,81.8,1,0.6046511627906976,7.813953488372093,0.06976744186046512,0.023255813953488372
4429955,Will Howard,Ohio State,Big Ten,Tennessee,24,29,311,10.7,2,1,98.7,1,0.8275862068965517,10.724137931034482,0.06896551724137931,0.034482758620689655
5079712,Julian Sayin,Ohio State,Big Ten,Tennessee,0,1,0,0.0,0,0,0.9,1,0.0,0.0,0.0,0.0
4695709,Devin Brown,Ohio State,Big Ten,Tennessee,1,1,6,6.0,0,0,90.4,1,1.0,6.0,0.0,0.0
4870799,Nico Iamaleava,Tennessee,SEC,Ohio State,14,31,104,3.4,0,0,62.8,1,0.45161290322580644,3.3548387096774195,0.0,0.0
5081504,Blake Horvath,Navy,American Athletic,Oklahoma,7,12,92,7.7,0,0,90.6,1,0.5833333333333334,7.666666666666667,0.0,0.0
5081508,Eli Heidenreich,Navy,American Athletic,Oklahoma,0,1,0,0.0,0,0,3.6,1,0.0,0.0,0.0,0.0
4427146,Luke Elzinga,Oklahoma,SEC,Navy,1,1,28,28.0,0,0,100.0,1,1.0,28.0,0.0,0.0
5079465,Michael Hawkins Jr.,Oklahoma,SEC,Navy,28,43,247,5.7,2,0,70.0,1,0.6511627906976745,5.744186046511628,0.046511627906976744,0.0
5084180,Diego Pavia,Vanderbilt,SEC,Georgia Tech,13,21,160,7.6,3,0,83.8,1,0.6190476190476191,7.619047619047619,0.14285714285714285,0.0
4428993,Haynes King,Georgia Tech,ACC,Vanderbilt,25,33,204,6.2,3,1,36.9,1,0.7575757575757576,6.181818181818182,0.09090909090909091,0.030303030303030304
4431325,Taylen Green,Arkansas,SEC,Texas Tech,11,21,341,16.2,2,0,95.9,1,0.5238095238095238,16.238095238095237,0.09523809523809523,0.0
5126468,Will Hammond,Texas Tech,Big 12,Arkansas,20,34,280,8.2,1,2,50.1,1,0.5882352941176471,8.235294117647058,0.029411764705882353,0.058823529411764705
4870971,Marcel Reed,Texas A&M,SEC,USC,26,42,292,7.0,3,2,75.5,1,0.6190476190476191,6.9523809523809526,0.07142857142857142,0.047619047619047616
4685454,Jayden Maiava,USC,Big Ten,Texas A&M,22,39,295,7.6,4,3,73.8,1,0.5641025641025641,7.564102564102564,0.10256410256410256,0.07692307692307693
4429435,Brady Cook,Missouri,SEC,Iowa,18,32,287,9.0,2,0,86.5,1,0.5625,8.96875,0.0625,0.0
5076106,Marquis Johnson,Missouri,SEC,Iowa,0,1,0,0.0,0,0,2.2,1,0.0,0.0,0.0,0.0
4683058,Brendan Sullivan,Iowa,Big Ten,Missouri,14,18,131,7.3,1,1,43.4,1,0.7777777777777778,7.277777777777778,0.05555555555555555,0.05555555555555555
4685495,Alex Orji,Michigan,Big Ten,Alabama,2,3,2,0.7,0,1,3.6,1,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333
4878681,Davis Warren,Michigan,Big Ten,Alabama,9,12,73,6.1,1,0,88.8,1,0.75,6.083333333333333,0.08333333333333333,0.0
-5154, Team,Alabama,SEC,Michigan,0,1,0,0.0,0,0,,1,0.0,0.0,0.0,0.0
4432734,Jalen Milroe,Alabama,SEC,Michigan,16,32,192,6.0,1,1,26.5,1,0.5,6.0,0.03125,0.03125
4597679,Luke Altmyer,Illinois,Big Ten,South Carolina,13,22,174,7.9,1,1,87.7,1,0.5909090909090909,7.909090909090909,0.045454545454545456,0.045454545454545456
4875127,Lanorris Sellers,South Carolina,SEC,Illinois,24,34,260,7.6,1,0,63.6,1,0.7058823529411765,7.647058823529412,0.029411764705882353,0.0
4570033,Kai Kroeger,South Carolina,SEC,Illinois,0,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0
4567747,Garrett Nussmeier,LSU,SEC,Baylor,24,34,304,8.9,3,1,88.2,1,0.7058823529411765,8.941176470588236,0.08823529411764706,0.029411764705882353
4432759,Sawyer Robertson,Baylor,Big 12,LSU,30,51,445,8.7,2,1,72.1,1,0.5882352941176471,8.72549019607843,0.0392156862745098,0.0196078431372549
5147726,Kanyon Floyd,Arizona State,Big 12,Texas,1,1,32,32.0,0,0,100.0,1,1.0,32.0,0.0,0.0
4696981,Cameron Skattebo,Arizona State,Big 12,Texas,1,1,42,42.0,1,0,100.0,1,1.0,42.0,1.0,0.0
5078810,Sam Leavitt,Arizona State,Big 12,Texas,24,46,222,4.8,0,1,70.7,1,0.5217391304347826,4.826086956521739,0.0,0.021739130434782608
4889929,Quinn Ewers,Texas,SEC,Arizona State,20,30,322,10.7,3,1,91.9,1,0.6666666666666666,10.733333333333333,0.1,0.03333333333333333
4570688,Caden Davis,Ole Miss,SEC,Duke,0,1,0,0.0,0,1,0.0,1,0.0,0.0,0.0,1.0
5141684,Austin Simmons,Ole Miss,SEC,Duke,1,1,34,34.0,0,0,100.0,1,1.0,34.0,0.0,0.0
4689114,Jaxson Dart,Ole Miss,SEC,Duke,27,35,404,11.5,4,0,95.2,1,0.7714285714285715,11.542857142857143,0.11428571428571428,0.0
4708487,Jaquez Moore,Duke,ACC,Ole Miss,0,1,0,0.0,0,0,7.7,1,0.0,0.0,0.0,0.0
4685252,Henry Belin IV,Duke,ACC,Ole Miss,25,44,236,5.4,2,1,51.8,1,0.5681818181818182,5.363636363636363,0.045454545454545456,0.022727272727272728
4889929,Quinn Ewers,Texas,SEC,Ohio State,23,39,283,7.3,2,1,69.6,1,0.5897435897435898,7.256410256410256,0.05128205128205128,0.02564102564102564
4429955,Will Howard,Ohio State,Big Ten,Texas,24,33,289,8.8,1,1,90.0,1,0.7272727272727273,8.757575757575758,0.030303030303030304,0.030303030303030304
4428993,Haynes King,Georgia Tech,ACC,Florida State,11,16,146,9.1,0,0,70.4,1,0.6875,9.125,0.0,0.0
4429020,D.J. Uiagalelei,Florida State,ACC,Georgia Tech,19,27,193,7.1,0,0,77.7,1,0.7037037037037037,7.148148148148148,0.0,0.0
4432767,Preston Stone,SMU,ACC,Nevada,17,30,254,8.5,1,1,60.5,1,0.5666666666666667,8.466666666666667,0.03333333333333333,0.03333333333333333
5084084,Kevin Jennings,SMU,ACC,Nevada,4,5,54,10.8,0,0,74.5,1,0.8,10.8,0.0,0.0
4426499,Hank Bachmeier,Wake Forest,ACC,North Carolina A&T,18,28,263,9.4,3,0,64.0,1,0.6428571428571429,9.392857142857142,0.10714285714285714,0.0
4567031,Michael Kern,Wake Forest,ACC,North Carolina A&T,5,8,57,7.1,0,0,19.0,1,0.625,7.125,0.0,0.0
4427936,Grayson McCall,NC State,ACC,Western Carolina,26,40,318,8.0,3,1,48.8,1,0.65,7.95,0.075,0.025
4573398,Max Brosmer,Minnesota,Big Ten,North Carolina,13,21,166,7.9,0,0,47.7,1,0.6190476190476191,7.904761904761905,0.0,0.0
-6685, Team,Minnesota,Big Ten,North Carolina,0,1,0,0.0,0,0,,1,0.0,0.0,0.0,0.0
4685740,Max Johnson,North Carolina,ACC,Minnesota,12,19,71,3.7,0,1,37.0,1,0.631578947368421,3.736842105263158,0.0,0.05263157894736842
4801306,Conner Harrell,North Carolina,ACC,Minnesota,2,4,34,8.5,0,0,0.1,1,0.5,8.5,0.0,0.0
4685497,Maalik Murphy,Duke,ACC,Elon,26,40,291,7.3,2,1,34.2,1,0.65,7.275,0.05,0.025
4838679,Ashton Daniels,Stanford,ACC,TCU,17,35,163,4.7,1,1,12.5,1,0.4857142857142857,4.6571428571428575,0.02857142857142857,0.02857142857142857
4684502,Justin Lamson,Stanford,ACC,TCU,1,1,2,2.0,1,0,100.0,1,1.0,2.0,1.0,0.0
