,player_name,player_id,comp,att,yds,avg,td,int,qbr,week,completion_pct,yards_per_attempt,td_rate,int_rate,id
101,Grayson James,27406242,106,166,1202,44.6,6,2,436.3,56,4.004682055749129,44.64453881145954,0.337632275132275,0.0625,618
102,Grayson McCall,22139680,68,102,622,30.0,3,3,128.0,14,3.305944055944056,29.95839160839161,0.075,0.1159090909090908,760
103,Gunner Stockton,14056734,33,48,369,26.1,1,0,183.3,16,2.2083333333333335,26.0625,0.03125,0.0,183
104,Hank Bachmeier,57544487,246,396,2832,90.6,16,10,701.2,94,8.11074481074481,90.60303724053725,0.5775793650793648,0.37093253968253936,2002
105,Hank Brown,15267942,27,43,403,34.1,6,3,184.9,8,1.8184615384615386,34.13846153846154,0.56,0.2307692307692307,6
106,Harrison Bailey,13287435,24,33,227,26.4,3,0,238.0,4,2.64,26.39333333333333,0.12,0.0,291
107,Haynes King,57576909,247,338,2621,95.7,19,3,885.9,78,9.889184666680496,95.70173185175966,0.7550822678742586,0.0950888192267502,767
108,Henry Belin IV,14055756,51,89,479,17.8,4,2,198.89999999999998,4,2.1363636363636367,17.727272727272727,0.0909090909090908,0.0454545454545454,450
109,Holden Geriner,4714300,2,2,33,16.5,0,0,99.2,1,1.0,16.5,0.0,0.0,2
110,JC French,4685345,20,28,109,3.9,0,1,26.9,4,0.7142857142857143,3.892857142857143,0.0,0.0357142857142857,290
111,JD Sherrod,5092662,0,1,0,0.0,0,0,90.2,3,0.0,0.0,0.0,0.0,2309
112,JP Pickles,5193282,10,15,72,4.8,0,0,40.0,13,0.6666666666666666,4.8,0.0,0.0,2638
113,Ja'Koby Banks,4899470,0,1,0,0.0,0,0,6.7,3,0.0,0.0,0.0,0.0,235
114,Jack Turner,5092781,19,36,281,7.8,1,1,40.1,3,0.5277777777777778,7.805555555555555,0.0277777777777777,0.0277777777777777,2348
115,Jackson Arnold,48706070,154,246,1421,57.6,12,3,485.6,75,6.365751273661452,57.57096736874546,0.4445147606688205,0.1282327586206896,2010
116,Jacob Zeno,4426417,23,32,235,7.3,3,1,73.9,3,0.71875,7.34375,0.09375,0.03125,5
117,Jacobe Robinson,4949488,2,3,23,7.7,0,0,2.7,2,0.6666666666666666,7.666666666666667,0.0,0.0,103
118,Jacolby Criswell,53153556,186,320,2459,87.4,15,6,602.9,86,7.925401684914101,87.36926934282248,0.47359443133203516,0.1673076923076922,1836
119,Jake Merklinger,10159062,6,9,48,11.2,0,0,44.1,4,1.4,11.15,0.0,0.0,5266
120,Jake Retzlaff,5150611,15,28,202,7.2,1,2,29.6,2,0.5357142857142857,7.214285714285714,0.0357142857142857,0.0714285714285714,252
121,Jalen Milroe,57625542,205,319,2844,128.8,16,11,952.0,92,8.561062498882192,128.78538538046212,0.9109502088562189,0.3916719452045536,4329
122,Jaquez Moore,9416974,0,2,0,0.0,0,0,15.4,2,0.0,0.0,0.0,0.0,300
123,Jarquez Hunter,4710341,0,1,0,0.0,0,1,0.0,14,0.0,0.0,0.0,1.0,2
124,Jaxson Dart,70336710,329,467,5060,164.0,35,7,1274.2,90,10.578694048409881,163.8747434994311,1.1211029488844542,0.2091261509968408,2175
125,Jayden Maiava,4685454,22,39,295,7.6,4,3,73.8,1,0.5641025641025641,7.564102564102564,0.1025641025641025,0.0769230769230769,30
126,Jaylin Lane,4602667,1,1,6,6.0,1,0,100.0,9,1.0,6.0,1.0,0.0,259
127,Joey Aguilar,5151948,18,41,214,5.2,1,0,45.7,2,0.4390243902439024,5.219512195121951,0.024390243902439,0.0,2026
128,Josh Hoover,9370802,56,85,749,17.6,5,2,151.4,5,1.3178294573643412,17.614064230343303,0.1173864894795127,0.0465116279069767,5256
129,Julian Dugger,5155864,7,13,72,5.5,2,1,74.6,1,0.5384615384615384,5.538461538461538,0.1538461538461538,0.0769230769230769,221
130,Julian Sayin,5079712,0,1,0,0.0,0,0,0.9,1,0.0,0.0,0.0,0.0,194
131,Justin Lamson,32791514,24,47,300,54.3,4,2,414.2,54,3.9166666666666665,54.16666666666667,2.25,0.1666666666666666,168
