Rk,Player ID,Player,Team,Team_id,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player-additional
150,4920193,Ethan Crawford,Southern Miss,2572,Sun Belt,8,50,120,41.7,849,0,0,7,5.8,7.1,4.45,17,106.1,89.4,,ethan-crawford-2
321,5075571,John-Keawe Sagapolutele,Hawai'i,62,MWC,5,4,7,57.1,42,0,0,2,28.6,6,-6.86,10.5,8.4,50.4,,john-keawe-sagapolutele-1
243,5075800,Emory Williams,Miami,2390,ACC,2,16,26,61.5,187,1,3.8,1,3.8,7.2,6.23,11.7,93.5,127,,emory-williams-1
382,5077806,Tucker McDonald,UConn,41,Ind,3,3,5,60,20,0,0,0,0,4,4,6.7,6.7,93.6,,tucker-mcdonald-1
75,5079301,CJ Bailey,NC State,152,ACC,12,196,302,64.9,2413,17,5.6,10,3.3,8,7.63,12.3,201.1,144,,cj-bailey-2
228,5079628,John White,Southern Miss,2572,Sun Belt,4,17,31,54.8,240,0,0,3,9.7,7.7,3.39,14.1,60,100.5,,john-white-14
418,5079762,Cole Welliver,UConn,41,Ind,1,2,4,50,10,0,0,0,0,2.5,2.5,5,10,71,,cole-welliver-1
213,5081925,General Booty,UL Monroe,2433,Sun Belt,7,29,54,53.7,306,2,3.7,2,3.7,5.7,4.74,10.6,43.7,106.1,,general-booty-1
108,5085112,Emmett Brown,San José State,23,MWC,9,125,217,57.6,1621,16,7.4,5,2.3,7.5,7.91,13,180.1,140.1,,emmett-brown-1
161,5101124,Micah Alejado,Hawai'i,62,MWC,4,49,70,70,585,6,8.6,0,0,8.4,10.07,11.9,146.3,168.5,,micah-alejado-1
126,5122054,Aidan Armenta,UL Monroe,2433,Sun Belt,12,104,190,54.7,1292,9,4.7,10,5.3,6.8,5.38,12.4,107.7,117,,aiden-armenta-1
320,5125768,DeAngelo Irvin Jr.,UNLV,2439,MWC,13,1,1,100,42,0,0,0,0,42,42,42,3.2,452.8,,deangelo-irvin-jr-1
30,5151948,Joey Aguilar,App State,2026,Sun Belt,11,218,390,55.9,3003,23,5.9,14,3.6,7.7,7.26,13.8,273,132.9,,joey-aguilar-1
271,5154302,David Lynch,Pittsburgh,221,ACC,3,16,27,59.3,111,0,0,3,11.1,4.1,-0.89,6.9,37,71.6,,david-lynch-1
284,5155864,Julian Dugger,Pittsburgh,221,ACC,1,7,13,53.8,72,2,15.4,1,7.7,5.5,5.15,10.3,72,135.8,,julian-dugger-1
325,5194626,Roman Gagliano,Middle Tennessee,2393,CUSA,3,4,9,44.4,41,0,0,0,0,4.6,4.56,10.3,13.7,82.7,,roman-gagliano-1
51,4430590,Payton Thorne,Auburn,2,SEC,11,199,317,62.8,2713,21,6.6,9,2.8,8.6,8.61,13.6,246.6,150.8,,payton-thorne-1
473,4710341,Jarquez Hunter,Auburn,2,SEC,12,0,1,0,0,0,0,1,100,0,-45,,0,-200,,jarquez-hunter-1
337,4714300,Holden Geriner,Auburn,2,SEC,2,2,2,100,33,0,0,0,0,16.5,16.5,16.5,16.5,238.6,,holden-geriner-1
396,5079764,Walker White,Auburn,2,SEC,1,2,5,40,18,0,0,0,0,3.6,3.6,9,18,70.2,,walker-white-1
197,5089314,Hank Brown,Auburn,2,SEC,4,27,43,62.8,403,6,14,3,7,9.4,9.02,14.9,100.8,173.6,,hank-brown-1
154,4426417,Jacob Zeno,UAB,5,American,4,82,118,69.5,819,6,5.1,5,4.2,6.9,6.05,10,204.8,136.1,,jacob-zeno-1
84,4565187,Jalen Kitna,UAB,5,American,8,196,316,62,2209,17,5.4,11,3.5,7,6.5,11.3,276.1,131.5,,jalen-kitna-1
312,4689652,Harrison Barker,UAB,5,American,4,3,3,100,49,1,33.3,0,0,16.3,23,16.3,12.3,347.2,,harrison-barker-1
286,4912286,Iverson Hooks,UAB,5,American,12,1,1,100,71,0,0,0,0,71,71,71,5.9,696.4,,iverson-hooks-1
500,5081178,Trace Campbell,UAB,5,American,6,0,1,0,0,0,0,0,0,0,0,,0,0,,trace-campbell-2
511,5197123,Nate Rogers,UAB,5,American,1,1,1,100,-9,0,0,0,0,-9,-9,-9,-9,24.4,,nate-rogers-1
158,4869553,Bishop Davenport,South Alabama,6,Sun Belt,11,48,79,60.8,606,3,3.8,1,1.3,7.7,7.86,12.6,55.1,135.2,,bishop-davenport-2
61,4920227,Giovanni Lopez,South Alabama,6,Sun Belt,11,206,312,66,2559,18,5.8,5,1.6,8.2,8.63,12.4,232.6,150.8,,gio-lopez-1
21,4431325,Taylen Green,Arkansas,8,SEC,13,230,381,60.4,3154,15,3.9,9,2.4,8.3,8,13.7,242.6,138.2,,taylen-green-1
201,4870999,Malachi Singleton,Arkansas,8,SEC,5,21,28,75,358,1,3.6,0,0,12.8,13.5,17,71.6,194.2,,malachi-singleton-1
296,5079516,KJ Jackson,Arkansas,8,SEC,1,4,4,100,59,0,0,0,0,14.8,14.75,14.8,59,223.9,,kj-jackson-1
253,4429066,Jeff Sims,Arizona State,9,Big 12,4,13,25,52,168,0,0,0,0,6.7,6.72,12.9,42,108.4,,jeff-sims-1
288,4569184,Trenton Bourguet,Arizona State,9,Big 12,2,2,3,66.7,71,1,33.3,0,0,23.7,30.33,35.5,35.5,375.5,,trenton-bourguet-1
319,4696981,Cameron Skattebo,Arizona State,9,Big 12,13,1,2,50,42,1,50,0,0,21,31,42,3.2,391.4,H-5,cameron-skattebo-1
36,5078810,Sam Leavitt,Arizona State,9,Big 12,13,216,350,61.7,2885,24,6.9,6,1.7,8.2,8.84,13.4,221.9,150.2,,sam-leavitt-1
314,5147726,Kanyon Floyd,Arizona State,9,Big 12,14,2,2,100,47,0,0,0,0,23.5,23.5,23.5,3.4,297.4,,kanyon-floyd-1
405,4685472,Tetairoa McMillan,Arizona,12,Big 12,12,1,2,50,14,0,0,0,0,7,7,14,1.2,108.8,AA,tetairoa-mcmillan-1
31,4801717,Noah Fifita,Arizona,12,Big 12,12,260,430,60.5,2958,18,4.2,12,2.8,6.9,6.46,11.4,246.5,126.5,,noah-fifita-1
440,5086627,Cole Tannenbaum,Arizona,12,Big 12,4,1,5,20,3,0,0,1,20,0.6,-8.4,3,0.8,-15,,cole-tannenbaum-1
375,4685116,D.J. Herman,San Diego State,21,MWC,12,1,1,100,21,0,0,0,0,21,21,21,1.8,276.4,,dj-herman-1
398,4694308,Tyler Pastula,San Diego State,21,MWC,12,3,3,100,17,0,0,0,0,5.7,5.67,5.7,1.4,147.6,,tyler-pastula-1
352,4918108,Jordan Napier,San Diego State,21,MWC,12,1,2,50,27,1,50,0,0,13.5,23.5,27,2.3,328.4,,jordan-napier-1
234,4920196,Javance Tupou'ata-Johnson,San Diego State,21,MWC,4,20,39,51.3,222,2,5.1,2,5.1,5.7,4.41,11.1,55.5,105.8,,javance-tupouata-johnson-1
85,5126474,Danny O'Neil,San Diego State,21,MWC,11,209,330,63.3,2181,12,3.6,6,1.8,6.6,6.52,10.4,198.3,127.2,,danny-oneil-2
215,4684502,Justin Lamson,Stanford,24,ACC,12,24,47,51.1,300,4,8.5,2,4.3,6.4,6.17,12.5,25,124.3,,justin-lamson-1
459,4686997,Connor Weselman,Stanford,24,ACC,12,0,1,0,0,0,0,0,0,0,0,,0,0,,connor-weselman-1
222,4715474,Elijah Brown,Stanford,24,ACC,3,28,48,58.3,274,2,4.2,3,6.3,5.7,3.73,9.8,91.3,107.5,,elijah-brown-5
103,4838679,Ashton Daniels,Stanford,24,ACC,11,170,271,62.7,1700,10,3.7,12,4.4,6.3,5.02,10,154.5,118.7,,ashton-daniels-1
376,5143191,Micah Ford,Stanford,24,ACC,9,2,2,100,21,2,100,0,0,10.5,30.5,10.5,2.3,518.2,,micah-ford-1
268,4570554,Chandler Rogers,California,25,ACC,8,12,25,48,117,0,0,0,0,4.7,4.68,9.8,14.6,87.3,,chandler-rogers-3
244,4685965,CJ Harris,California,25,ACC,2,19,31,61.3,184,0,0,1,3.2,5.9,4.48,9.7,92,104.7,,cj-harris-2
29,4837248,Fernando Mendoza,California,25,ACC,11,265,386,68.7,3004,16,4.1,6,1.6,7.8,7.91,11.3,273.1,144.6,,fernando-mendoza-1
491,4921306,Mikey Matthews,California,25,ACC,13,0,1,0,0,0,0,0,0,0,0,,0,0,,mikey-matthews-1
299,5110101,EJ Caminong,California,25,ACC,1,6,19,31.6,57,0,0,0,0,3,3,9.5,57,56.8,,ej-caminong-1
48,4429068,Ethan Garbers,UCLA,26,Big Ten,11,235,363,64.7,2727,16,4.4,11,3,7.5,7.03,11.6,247.9,136.3,,ethan-garbers-1
247,4685435,Justyn Martin,UCLA,26,Big Ten,3,24,35,68.6,179,1,2.9,0,0,5.1,5.69,7.5,59.7,121,,justyn-martin-1
63,4431580,Miller Moss,USC,30,Big Ten,9,233,362,64.4,2555,18,5,9,2.5,7.1,6.93,11,283.9,135.1,,miller-moss-1
484,4432784,Kyron Ware-Hudson,USC,30,Big Ten,12,0,1,0,0,0,0,0,0,0,0,,0,0,,kyron-ware-hudson-1
128,4685454,Jayden Maiava,USC,30,Big Ten,7,101,169,59.8,1201,11,6.5,6,3.6,7.1,6.81,11.9,171.6,133.8,,jayden-maiava-1
330,4870795,Makai Lemon,USC,30,Big Ten,12,1,1,100,39,0,0,0,0,39,39,39,3.3,427.6,,makai-lemon-1
367,4572525,Kobe Johnson,Colorado State,36,MWC,13,1,1,100,23,1,100,0,0,23,43,23,1.8,623.2,,kobe-johnson-1
384,4591746,Dane Olson,Colorado State,36,MWC,13,2,3,66.7,19,1,33.3,0,0,6.3,13,9.5,1.5,229.9,,dane-olson-1
45,4833597,Brayden Fowler-Nicolosi,Colorado State,36,MWC,13,230,380,60.5,2796,14,3.7,9,2.4,7.4,7.03,12.2,215.1,129.8,,brayden-fowler-nicolosi-1
402,5054036,Jackson Brousseau,Colorado State,36,MWC,1,3,6,50,15,0,0,1,16.7,2.5,-5,5,15,37.7,,jackson-brousseau-1
4,4432762,Shedeur Sanders,Colorado,38,Big 12,13,353,477,74,4134,37,7.8,10,2.1,8.7,9.27,11.7,318,168.2,H-8,shedeur-sanders-1
496,4917093,Ryan Staub,Colorado,38,Big 12,4,0,4,0,0,0,0,0,0,0,0,,0,0,,ryan-staub-1
133,4429020,D.J. Uiagalelei,Florida State,52,ACC,5,84,156,53.8,1065,4,2.6,6,3.8,6.8,5.61,12.7,213,112,,dj-uiagalelei-1
159,4920158,Brock Glenn,Florida State,52,ACC,7,51,114,44.7,597,4,3.5,5,4.4,5.2,3.96,11.7,85.3,91.5,,brock-glenn-1
175,5079542,Luke Kromenhoek,Florida State,52,ACC,6,44,84,52.4,502,3,3.6,2,2.4,6,5.62,11.4,83.7,109.6,,luke-kromenhoek-1
264,4431397,Logan Smothers,Jacksonville State,55,CUSA,7,11,19,57.9,123,0,0,0,0,6.5,6.47,11.2,17.6,112.3,,logan-smothers-1
64,4574356,Tyler Huff,Jacksonville State,55,CUSA,14,178,293,60.8,2543,14,4.8,7,2.4,8.7,8.56,14.3,181.6,144.6,,tyler-huff-1
509,4685697,Zion Turner,Jacksonville State,55,CUSA,1,0,1,0,0,0,0,0,0,0,0,,0,0,,zion-turner-1
155,4426335,Graham Mertz,Florida,57,SEC,5,72,94,76.6,791,6,6.4,2,2.1,8.4,8.73,11,158.2,164.1,,graham-mertz-1
95,5079555,D.J. Lagway,Florida,57,SEC,12,115,192,59.9,1915,12,6.3,9,4.7,10,9.11,16.7,159.6,154.9,,dj-lagway-1
231,5155039,Aidan Warner,Florida,57,SEC,6,21,50,42,228,0,0,3,6,4.6,1.86,10.9,38,68.3,,aidan-warner-1
410,4571563,Sean Atkins,South Florida,58,American,13,1,3,33.3,12,1,33.3,0,0,4,10.67,12,0.9,176.9,,sean-atkins-1
96,4806463,Bryce Archie,South Florida,58,American,12,172,290,59.3,1914,9,3.1,10,3.4,6.6,5.67,11.1,159.5,118.1,,bryce-archie-1
151,4880272,Byrum Brown,South Florida,58,American,6,78,132,59.1,836,2,1.5,0,0,6.3,6.64,10.7,139.3,117.3,,byrum-brown-1
239,4923050,Israel Carter,South Florida,58,American,4,11,14,78.6,195,4,28.6,0,0,13.9,19.64,17.7,48.8,289.9,,israel-carter-1
87,4428993,Haynes King,Georgia Tech,59,ACC,11,196,269,72.9,2114,14,5.2,2,0.7,7.9,8.57,10.8,192.2,154.6,,haynes-king-1
196,4746127,Zach Pyron,Georgia Tech,59,ACC,10,35,65,53.8,409,2,3.1,3,4.6,6.3,4.83,11.7,40.9,107.6,,zach-pyron-1
163,5132812,Aaron Philo,Georgia Tech,59,ACC,5,38,74,51.4,565,1,1.4,2,2.7,7.6,6.69,14.9,113,114.5,,aaron-philo-1
13,4430841,Carson Beck,Georgia,61,SEC,13,290,448,64.7,3485,28,6.3,12,2.7,7.8,7.82,12,268.1,145.3,,carson-beck-1
186,4685578,Gunner Stockton,Georgia,61,SEC,5,45,64,70.3,440,1,1.6,1,1.6,6.9,6.48,9.8,88,130.1,,gunner-stockton-1
423,4896304,Drew Bobo,Georgia,61,SEC,14,1,1,100,9,0,0,0,0,9,9,9,0.6,175.6,,drew-bobo-1
475,4586312,Jaylin Noel,Iowa State,66,Big 12,14,0,2,0,0,0,0,0,0,0,0,,0,0,,jaylin-noel-1
11,4801299,Rocco Becht,Iowa State,66,Big 12,14,271,456,59.4,3505,25,5.5,9,2,7.7,7.89,12.9,250.4,138.1,,rocco-becht-1
356,5077502,Carson Hansen,Iowa State,66,Big 12,14,1,1,100,26,0,0,0,0,26,26,26,1.9,318.4,,carson-hansen-1
310,5140620,Connor Moberly,Iowa State,66,Big 12,4,5,10,50,49,0,0,1,10,4.9,0.4,9.8,12.3,71.2,,connor-moberly-1
28,4870513,Maddux Madsen,Boise State,68,MWC,14,247,396,62.4,3018,23,5.8,6,1.5,7.6,8.1,12.2,215.6,142.5,,maddux-madsen-1
260,4870928,Malachi Nelson,Boise State,68,MWC,3,12,17,70.6,128,0,0,1,5.9,7.5,4.88,10.7,42.7,122.1,,malachi-nelson-1
407,5160730,Max Cutforth,Boise State,68,MWC,2,2,2,100,13,0,0,0,0,6.5,6.5,6.5,6.5,154.6,,max-cutforth-1
266,4426657,Ryan Hilinski,Northwestern,77,Big Ten,4,9,15,60,121,0,0,1,6.7,8.1,5.07,13.4,30.3,114.4,,ryan-hilinski-1
202,4433932,Mike Wright,Northwestern,77,Big Ten,3,38,66,57.6,354,0,0,1,1.5,5.4,4.68,9.3,118,99.6,,mike-wright-8
457,4710673,CJ Johnson II,Northwestern,77,Big Ten,12,0,1,0,0,0,0,0,0,0,0,,0,0,,cj-johnson-ii-1
102,4911961,Jack Lausch,Northwestern,77,Big Ten,10,159,296,53.7,1714,7,2.4,8,2.7,5.8,5.05,10.8,171.4,104.8,,jack-lausch-1
323,5193492,Ryan Boe,Northwestern,77,Big Ten,1,4,13,30.8,42,0,0,1,7.7,3.2,-0.23,10.5,42,42.5,,ryan-boe-1
504,4367069,Ty Son Lawton,Indiana,84,Big Ten,13,0,1,0,0,0,0,0,0,0,0,,0,0,,ty-son-lawton-2
477,4429618,Justice Ellison,Indiana,84,Big Ten,13,0,1,0,0,0,0,0,0,0,0,,0,0,,justice-ellison-1
27,4430431,Kurtis Rourke,Indiana,84,Big Ten,12,222,320,69.4,3042,29,9.1,5,1.6,9.5,10.62,13.7,253.5,176,H-9,kurtis-rourke-1
204,4801307,Tayven Jackson,Indiana,84,Big Ten,7,23,37,62.2,349,4,10.8,1,2.7,9.4,10.38,15.2,49.9,171.7,,tayven-jackson-1
433,5191162,Alberto Mendoza,Indiana,84,Big Ten,1,1,1,100,6,0,0,0,0,6,6,6,6,150.4,,alberto-mendoza-1
369,4431513,Tyler Buchner,Notre Dame,87,Ind,2,1,1,100,23,0,0,0,0,23,23,23,11.5,293.2,,tyler-buchner-1
38,4683423,Riley Leonard,Notre Dame,87,Ind,16,269,403,66.7,2861,21,5.2,8,2,7.1,7.25,10.6,178.8,139.6,,riley-leonard-1
224,4685694,Steven Angeli,Notre Dame,87,Ind,11,24,36,66.7,268,3,8.3,0,0,7.4,9.11,11.2,24.4,156.7,,steve-angeli-1
403,4880369,Davis Sherwood,Notre Dame,87,Ind,15,1,1,100,14,0,0,0,0,14,14,14,0.9,217.6,,davis-sherwood-1
438,4918099,Kenny Minchey,Notre Dame,87,Ind,1,1,1,100,4,0,0,0,0,4,4,4,4,133.6,,kenny-minchey-1
111,4432782,Brock Vandagriff,Kentucky,96,SEC,11,125,218,57.3,1593,10,4.6,8,3.7,7.3,6.57,12.7,144.8,126.5,,brock-vandagriff-1
507,4683967,Wilson Berry,Kentucky,96,SEC,12,0,1,0,0,0,0,1,100,0,-45,,0,-200,,wilson-berry-1
217,4893657,Gavin Wimsatt,Kentucky,96,SEC,8,16,39,41,287,3,7.7,4,10.3,7.4,4.28,17.9,35.9,107.7,,gavin-wimsatt-1
205,5141378,Cutter Boley,Kentucky,96,SEC,4,26,53,49.1,338,2,3.8,4,7.5,6.4,3.74,13,84.5,100,,cutter-boley-1
20,4360689,Tyler Shough,Louisville,97,ACC,12,244,389,62.7,3195,23,5.9,6,1.5,8.2,8.7,13.1,266.3,148.1,,tyler-shough-1
232,4429145,Harrison Bailey,Louisville,97,ACC,5,24,33,72.7,227,3,9.1,0,0,6.9,8.7,9.5,45.4,160.5,,harrison-bailey-1
414,4870636,Pierce Clarkson,Louisville,97,ACC,2,3,4,75,11,0,0,0,0,2.8,2.75,3.7,5.5,98.1,,pierce-clarkson-1
272,4428527,Dalvin Smith,Western Kentucky,98,CUSA,14,3,4,75,107,2,50,0,0,26.8,36.75,35.7,7.6,464.7,,dalvin-smith-1
177,4431948,TJ Finley,Western Kentucky,98,CUSA,3,48,75,64,490,1,1.3,2,2.7,6.5,5.6,10.2,163.3,117.9,,tj-finley-1
463,4433945,Elijah Young,Western Kentucky,98,CUSA,14,0,1,0,0,0,0,0,0,0,0,,0,0,,elijah-young-1
23,4869991,Caden Veltkamp,Western Kentucky,98,CUSA,13,258,389,66.3,3108,25,6.4,10,2.6,8,8.12,12,239.1,149.5,,caden-veltkamp-1
5,4567747,Garrett Nussmeier,LSU,99,SEC,13,337,525,64.2,4052,29,5.5,12,2.3,7.7,7.79,12,311.7,142.7,,garrett-nussmeier-1
335,4870645,Rickie Collins,LSU,99,SEC,3,5,5,100,35,0,0,0,0,7,7,7,11.7,158.8,,rickie-collins-1
416,5081405,AJ Swann,LSU,99,SEC,2,2,4,50,10,0,0,0,0,2.5,2.5,5,5,71,,aj-swann-1
127,4567707,Grayson James,Boston College,103,ACC,6,106,166,63.9,1202,6,3.6,2,1.2,7.2,7.42,11.3,200.3,134.2,,grayson-james-1
121,4773919,Thomas Castellanos,Boston College,103,ACC,8,99,161,61.5,1366,18,11.2,5,3.1,8.5,9.32,13.8,170.8,163.4,,thomas-castellanos-1
366,4949488,Jacobe Robinson,Boston College,103,ACC,2,2,3,66.7,23,0,0,0,0,7.7,7.67,11.5,11.5,131.1,,jacobe-robinson-1
112,4426430,Taisun Phommachanh,Massachusetts,113,Ind,9,132,234,56.4,1590,8,3.4,6,2.6,6.8,6.32,12,176.7,119.6,,taisun-phommachanh-1
327,4870757,Ahmad Haston,Massachusetts,113,Ind,5,8,9,88.9,39,0,0,0,0,4.3,4.33,4.9,7.8,125.3,,ahmad-haston-1
180,5146355,AJ Hairston,Massachusetts,113,Ind,4,40,73,54.8,480,5,6.8,0,0,6.6,7.95,12,120,132.6,,aj-hairston-1
285,5218971,Will Perry,Massachusetts,113,Ind,1,7,11,63.6,72,1,9.1,0,0,6.5,8.36,10.3,72,148.6,,will-perry-1
37,4592532,Billy Edwards,Maryland,120,Big Ten,11,273,420,65,2881,15,3.6,9,2.1,6.9,6.61,10.6,261.9,130.1,,billy-edwards-jr-1
203,4685488,MJ Morris,Maryland,120,Big Ten,7,36,61,59,350,5,8.2,5,8.2,5.7,3.69,9.7,50,117.9,,mj-morris-1
289,4870712,Cameron Edge,Maryland,120,Big Ten,2,5,8,62.5,67,1,12.5,0,0,8.4,10.88,13.4,33.5,174.1,,cameron-edge-1
417,5150663,Champ Long,Maryland,120,Big Ten,1,1,2,50,10,0,0,0,0,5,5,10,10,92,,champ-long-1
236,4579073,Tommy Schuster,Michigan State,127,Big Ten,5,20,29,69,202,0,0,0,0,7,6.97,10.1,40.4,127.5,,tommy-schuster-1
74,5075805,Aidan Chiles,Michigan State,127,Big Ten,12,192,323,59.4,2415,13,4,11,3.4,7.5,6.75,12.6,201.3,128.7,,aidan-chiles-1
447,5146670,Alessio Milivojevic,Michigan State,127,Big Ten,1,0,1,0,0,0,0,1,100,0,-45,,0,-200,,alessio-milivojevic-1
214,4361025,Jack Tuttle,Michigan,130,Big Ten,2,30,50,60,306,1,2,2,4,6.1,4.72,10.2,153,110,,jack-tuttle-1
364,4431536,Donovan Edwards,Michigan,130,Big Ten,12,1,1,100,23,1,100,0,0,23,43,23,1.9,623.2,,donovan-edwards-1
257,4685495,Alex Orji,Michigan,130,Big Ten,11,25,47,53.2,150,3,6.4,2,4.3,3.2,2.55,6,13.6,92.6,,alex-orji-1
129,4878681,Davis Warren,Michigan,130,Big Ten,9,134,209,64.1,1199,7,3.3,9,4.3,5.7,4.47,8.9,133.2,114.7,,davis-warren-1
497,4899366,Semaj Morgan,Michigan,130,Big Ten,11,0,1,0,0,0,0,0,0,0,0,,0,0,,semaj-morgan-1
41,4573398,Max Brosmer,Minnesota,135,Big Ten,13,268,403,66.5,2828,18,4.5,6,1.5,7,7.24,10.6,217.5,137.2,,max-brosmer-1
419,4920901,Darius Taylor,Minnesota,135,Big Ten,12,1,1,100,10,1,100,0,0,10,30,10,0.8,514,,darius-taylor-1
308,5144959,Drake Lindsey,Minnesota,135,Big Ten,3,4,5,80,50,1,20,0,0,10,14,12.5,16.7,230,,drake-lindsey-1
199,4429088,Drew Pyne,Missouri,142,SEC,6,49,82,59.8,391,3,3.7,3,3.7,4.8,3.85,8,65.2,104.6,,drew-pyne-1
65,4429435,Brady Cook,Missouri,142,SEC,12,201,321,62.6,2535,11,3.4,2,0.6,7.9,8.3,12.6,211.3,139,,brady-cook-1
489,5076106,Marquis Johnson,Missouri,142,SEC,12,0,1,0,0,0,0,0,0,0,0,,0,0,,marquis-johnson-3
453,4570688,Caden Davis,Ole Miss,145,SEC,13,0,1,0,0,0,0,1,100,0,-45,,0,-200,,caden-davis-1
506,4685391,Walker Howard,Ole Miss,145,SEC,2,0,2,0,0,0,0,0,0,0,0,,0,0,,walker-howard-1
3,4689114,Jaxson Dart,Ole Miss,145,SEC,13,276,398,69.3,4279,29,7.3,6,1.5,10.8,11.53,15.5,329.2,180.7,,jaxson-dart-1
219,5141684,Austin Simmons,Ole Miss,145,SEC,9,19,32,59.4,282,2,6.3,0,0,8.8,10.06,14.8,31.3,154,,austin-simmons-2
227,4685252,Henry Belin IV,Duke,150,ACC,4,26,45,57.8,243,2,4.4,1,2.2,5.4,5.29,9.3,60.8,113.4,,henry-belvin-iv-1
78,4685497,Maalik Murphy,Duke,150,ACC,10,207,349,59.3,2363,21,6,9,2.6,6.8,6.81,11.4,236.3,130.9,,maalik-murphy-1
162,4685497,Maalik Murphy,Duke,150,ACC,2,47,72,65.3,570,5,6.9,3,4.2,7.9,7.43,12.1,285,146.4,,maalik-murphy-2
472,4708487,Jaquez Moore,Duke,150,ACC,5,0,1,0,0,0,0,0,0,0,0,,0,0,,jaquez-moore-1
119,4432703,Jake Garcia,East Carolina,151,American,6,109,181,60.2,1426,8,4.4,12,6.6,7.9,5.78,13.1,237.7,127.7,,jake-garcia-1
449,4685110,Anthony Smith,East Carolina,151,American,13,0,1,0,0,0,0,0,0,0,0,,0,0,,anthony-smith-14
92,4795295,Katin Houser,East Carolina,151,American,9,149,245,60.8,2006,18,7.3,11,4.5,8.2,7.64,13.5,222.9,144.9,,katin-houser-1
68,4429463,Jacolby Criswell,North Carolina,153,ACC,12,186,320,58.1,2459,15,4.7,6,1.9,7.7,7.78,13.2,204.9,134.4,,jacolby-criswell-1
383,4595341,Caleb Hood,North Carolina,153,ACC,5,2,3,66.7,19,1,33.3,0,0,6.3,13,9.5,3.8,229.9,,caleb-hood-1
287,4685740,Max Johnson,North Carolina,153,ACC,1,12,19,63.2,71,0,0,1,5.3,3.7,1.37,5.9,71,84,,max-johnson-2
220,4801306,Conner Harrell,North Carolina,153,ACC,6,21,37,56.8,282,2,5.4,1,2.7,7.6,7.49,13.4,47,133.2,,conner-harrell-1
280,5144313,Michael Merdinger,North Carolina,153,ACC,1,9,12,75,86,0,0,1,8.3,7.2,3.42,9.6,86,118.5,,michael-merdinger-1
59,4426499,Hank Bachmeier,Wake Forest,154,ACC,12,224,357,62.7,2593,16,4.5,10,2.8,7.3,6.9,11.6,216.1,132.9,,hank-bachmeier-1
216,4567031,Michael Kern,Wake Forest,154,ACC,6,24,45,53.3,288,1,2.2,3,6.7,6.4,3.84,12,48,101.1,,michael-kern-1
498,4567044,Taylor Morin,Wake Forest,154,ACC,12,0,1,0,0,0,0,0,0,0,0,,0,0,,taylor-morin-1
331,4570906,Brian Buschini,Nebraska,158,Big Ten,13,2,2,100,38,0,0,0,0,19,19,19,2.9,259.6,,brian-buschini-1
274,4683263,Heinrich Haarberg,Nebraska,158,Big Ten,12,10,18,55.6,101,0,0,1,5.6,5.6,3.11,10.1,8.4,91.6,,heinrich-haarberg-1
42,5079572,Dylan Raiola,Nebraska,158,Big Ten,13,275,410,67.1,2819,13,3.2,11,2.7,6.9,6.3,10.3,216.8,129.9,,dylan-raiola-1
412,5163745,Jalyn Gramstad,Nebraska,158,Big Ten,1,1,3,33.3,11,0,0,0,0,3.7,3.67,11,11,64.1,,jalyn-gramstad-1
54,4432722,Athan Kaliakmanis,Rutgers,164,Big Ten,13,213,395,53.9,2696,18,4.6,7,1.8,6.8,6.94,12.7,207.4,122.8,,athan-kaliakmanis-1
341,4429191,Deuce Hogan,New Mexico State,166,CUSA,2,6,18,33.3,31,0,0,2,11.1,1.7,-3.28,5.2,15.5,25.6,,deuce-hogan-1
172,4570743,Santino Marucci,New Mexico State,166,CUSA,7,49,112,43.8,519,3,2.7,5,4.5,4.6,3.16,10.6,74.1,82.6,,santino-marucci-1
278,5220782,Brandon Nunez,New Mexico State,166,CUSA,6,12,30,40,89,2,6.7,1,3.3,3,2.8,7.4,14.8,80.3,,brandon-nunez-1
132,5220783,Parker Awad,New Mexico State,166,CUSA,7,74,160,46.3,1079,7,4.4,4,2.5,6.7,6.49,14.6,154.1,112.3,,parker-awad-1
47,5105849,Devon Dampier,New Mexico,167,MWC,12,226,390,57.9,2768,12,3.1,12,3.1,7.1,6.33,12.2,230.7,121.6,,devon-dampier-1
1,4433971,Kyle McCord,Syracuse,183,ACC,13,391,592,66,4779,34,5.7,12,2,8.1,8.31,12.2,367.6,148.8,H-10,kyle-mccord-1
342,4570048,Michael Johnson Jr.,Syracuse,183,ACC,1,2,3,66.7,31,0,0,0,0,10.3,10.33,15.5,31,153.5,,michael-johnson-jr-1
501,4575862,Trebor Pena,Syracuse,183,ACC,13,0,1,0,0,0,0,0,0,0,0,,0,0,,trebor-pena-1
26,4426444,Connor Bazelak,Bowling Green,189,MAC,13,269,402,66.9,3044,18,4.5,5,1.2,7.6,7.91,11.3,234.2,142.8,,connor-bazelak-1
318,4431246,Baron May,Bowling Green,189,MAC,1,1,1,100,43,1,100,0,0,43,63,43,43,791.2,,baron-may-1
425,5083076,Harold Fannin,Bowling Green,189,MAC,13,1,2,50,9,0,0,0,0,4.5,4.5,9,0.7,87.8,AA,harold-fannin-jr-1
478,5084054,Justin Pegues,Bowling Green,189,MAC,13,0,1,0,0,0,0,0,0,0,0,,0,0,,justin-pegues-1
