player_id,player_name,team,conference,opponent,comp,att,yds,avg,td,int,qbr,week,completion_pct
5093929,Eric Rodriguez,East Texas A&M,Southland,Florida State,3,5,32,6.4,0,1,,2,0.6
5230099,Will Madonna,East Texas A&M,Southland,Florida State,2,5,17,3.4,0,1,,2,0.4
5079369,C.J. Carr,Notre Dame,FBS Independents,Texas A&M,20,32,293,9.2,1,1,81.0,3,0.625
4870971,Marcel Reed,Texas A&M,SEC,Notre Dame,17,37,360,9.7,2,1,75.3,3,0.4594594594594595
4837248,Fernando Mendoza,Indiana,Big Ten,Indiana State,19,20,270,13.5,5,0,93.4,3,0.95
5191162,Alberto Mendoza,Indiana,Big Ten,Indiana State,6,9,104,11.6,2,0,77.6,3,0.6666666666666666
5085026,Keegan Patterson,Indiana State,MVFC,Indiana,8,16,13,0.8,0,0,,3,0.5
4870799,Nico Iamaleava,UCLA,Big Ten,New Mexico,22,34,217,6.4,1,1,26.9,3,0.6470588235294118
5083171,Jack Layne,New Mexico,Mountain West,UCLA,12,16,152,9.5,2,0,74.5,3,0.75
4427313,Ta'Quan Roberson,Buffalo,Mid-American,Kent State,28,40,318,8.0,3,1,66.7,3,0.7
5119841,Dru Deshields,Kent State,Mid-American,Buffalo,22,32,279,8.7,2,0,65.4,3,0.6875
4431416,Kiael Kelly,Ball State,Mid-American,New Hampshire,9,15,105,7.0,2,1,77.4,3,0.6
5171031,Matt Vezza,New Hampshire,CAA,Ball State,25,44,259,5.9,1,0,,3,0.5681818181818182
4879250,Cole Payton,North Dakota State,MVFC,Southeast Missouri State,16,23,348,15.1,4,0,,3,0.6956521739130435
5027925,Jax Leatherwood,Southeast Missouri State,Big South-OVC,North Dakota State,12,23,145,6.3,1,0,,3,0.5217391304347826
5153708,Keali'i Ah Yat,Montana,Big Sky,North Dakota,25,39,300,7.7,2,2,,3,0.6410256410256411
5155528,Jerry Kaminski,North Dakota,MVFC,Montana,17,40,258,6.5,3,1,,3,0.425
5075592,Cal Swanson,Holy Cross,Patriot,Rhode Island,14,29,157,5.4,0,0,,3,0.4827586206896552
4715345,Devin Farrell,Rhode Island,CAA,Holy Cross,22,37,271,7.3,0,1,,3,0.5945945945945946
4902963,Luther Richesson,Central Arkansas,UAC,Tarleton State,12,21,163,7.8,1,1,,3,0.5714285714285714
4697625,Victor Gabalis,Tarleton State,UAC,Central Arkansas,10,16,177,11.1,3,0,,3,0.625
5298787,Byron McNair,Tennessee State,Big South-OVC,Alabama A&M,17,27,157,5.8,1,1,,3,0.6296296296296297
4568411,Cornelious Brown,Alabama A&M,SWAC,Tennessee State,21,33,329,10.0,2,0,,3,0.6363636363636364
4832830,Joshua Wood,Idaho,Big Sky,Utah Tech,14,25,119,4.8,1,0,,3,0.56
5224562,Bronson Barben,Utah Tech,UAC,Idaho,12,20,111,5.6,0,0,,3,0.6
5088960,Reggie Graff,Utah Tech,UAC,Idaho,4,8,30,3.8,0,1,,3,0.5
4696880,Walker Harris,North Carolina Central,MEAC,Fayetteville State,23,36,387,10.8,3,1,,3,0.6388888888888888
5307205,Wilson Kargbo Jr.,Fayetteville State,CIAA,North Carolina Central,7,10,49,4.9,0,1,,3,0.7
4693885,Joe Owens Jr.,Fayetteville State,CIAA,North Carolina Central,3,7,35,5.0,1,0,,3,0.42857142857142855
4426688,Kaiden Bennett,Delaware State,MEAC,Bowie State,17,29,179,6.2,2,0,,3,0.5862068965517241
4685542,Jayden Sauray,Delaware State,MEAC,Bowie State,1,6,15,2.5,0,0,,3,0.16666666666666666
4430912,Malakai Anthony,Bowie State,CIAA,Delaware State,16,30,114,3.8,1,0,,3,0.5333333333333333
5305162,Kevin Taylor,Bowie State,CIAA,Delaware State,12,16,62,3.9,0,0,,3,0.75
5086156,Danny Lauter,Georgetown,Patriot,Lafayette,27,45,319,7.1,2,1,,3,0.6
5172415,Dez Thomas II,Georgetown,Patriot,Lafayette,5,6,43,7.2,0,0,,3,0.8333333333333334
5083847,Dean DeNobile,Lafayette,Patriot,Georgetown,18,28,290,10.4,2,1,,3,0.6428571428571429
5082005,Tyriq Starks,Howard,MEAC,Morehouse,16,27,241,8.9,2,0,,3,0.5925925925925926
5087297,Ja'Shawn Scroggins,Howard,MEAC,Morehouse,4,6,28,4.7,0,0,,3,0.6666666666666666
5169209,Miles Scott,Morehouse,SIAC,Howard,8,21,80,3.8,1,1,,3,0.38095238095238093
5305453,Michael Jackson,Morehouse,SIAC,Howard,2,9,48,5.3,0,0,,3,0.2222222222222222
5151696,RJ Johnson III,Florida A&M,SWAC,Albany State,17,22,272,12.4,2,0,,3,0.7727272727272727
5301816,Jett Peddy,Florida A&M,SWAC,Albany State,9,14,99,7.1,0,1,,3,0.6428571428571429
4880668,Isaiah Knowles,Albany State,SIAC,Florida A&M,17,31,201,6.5,1,0,,3,0.5483870967741935
4875855,Ralph Rucker,Bucknell,Patriot,VMI,21,28,405,14.5,5,1,,3,0.75
5083941,Collin Shannon,VMI,Southern,Bucknell,21,38,362,9.5,3,0,,3,0.5526315789473685
5225271,Connor Wolf,Eastern Illinois,Big South-OVC,Illinois State,28,44,411,9.3,4,2,,3,0.6363636363636364
4878284,Tommy Rittenhouse,Illinois State,MVFC,Eastern Illinois,24,35,299,8.5,3,0,,3,0.6857142857142857
5106897,Jack O'Connell,Stonehill,NEC,Maine,14,26,132,5.1,0,0,,3,0.5384615384615384
4692052,Carter Peevy,Maine,CAA,Stonehill,15,26,95,3.7,0,0,,3,0.5769230769230769
5164721,Zolten Osbourne,Charleston Southern,Big South-OVC,Lindenwood,23,33,289,8.8,1,1,,3,0.696969696969697
5081856,Nate Glantz,Lindenwood,Big South-OVC,Charleston Southern,20,34,246,7.2,1,0,,3,0.5882352941176471
5223337,Eian Roudebush,Hanover,Heartland,Butler,17,26,109,4.2,1,0,,3,0.6538461538461539
5224464,Jarrin Alley,Butler,Pioneer,Hanover,17,23,178,7.7,0,1,,3,0.7391304347826086
4836476,Davin Wydner,West Georgia,UAC,East Tennessee State,18,34,263,7.7,3,3,,3,0.5294117647058824
4429463,Jacolby Criswell,East Tennessee State,Southern,West Georgia,5,8,108,13.5,3,0,,3,0.625
4427455,Cade McNamara,East Tennessee State,Southern,West Georgia,9,13,76,5.8,0,2,,3,0.6923076923076923
5085754,Matthew Schecklman,Northern Iowa,MVFC,Eastern Washington,23,34,359,10.6,2,1,,3,0.6764705882352942
5152110,Nate Bell,Eastern Washington,Big Sky,Northern Iowa,21,35,159,4.5,0,0,,3,0.6
4607891,Ryan Stubblefield,South Carolina State,MEAC,Bethune-Cookman,21,35,286,8.2,1,0,,3,0.6
4565189,Cam Ransom,Bethune-Cookman,SWAC,South Carolina State,20,30,302,10.1,4,0,,3,0.6666666666666666
4433969,Timmy McClain,Bethune-Cookman,SWAC,South Carolina State,3,8,23,2.9,0,1,,3,0.375
4881352,Jack Shields,UAlbany,CAA,New Haven,31,53,409,7.7,1,2,,3,0.5849056603773585
4685334,A.J. Duffy,New Haven,NEC,UAlbany,23,35,180,5.1,3,0,,3,0.6571428571428571
5085784,Chase Mason,South Dakota State,MVFC,Drake,18,25,225,9.0,1,0,,3,0.72
5298739,Logan Inagawa,Drake,Pioneer,South Dakota State,15,25,140,5.6,0,1,,3,0.6
4714771,Drew Allar,Penn State,Big Ten,Villanova,16,29,209,7.2,1,1,19.6,3,0.5517241379310345
5083285,Tanner Maddocks,Villanova,CAA,Penn State,6,12,69,5.8,1,1,,3,0.5
4875733,Pat McQuaide,Villanova,CAA,Penn State,7,15,27,1.8,0,1,,3,0.4666666666666667
5295238,Luke Weaver,Hawai'i,Mountain West,Portland State,26,42,240,5.7,2,0,46.5,3,0.6190476190476191
5075571,John-Keawe Sagapolutele,Portland State,Big Sky,Hawai'i,23,35,189,5.4,0,1,,3,0.6571428571428571
5193343,Jim Ogle,Murray State,MVFC,Georgia State,17,28,138,4.9,1,0,,3,0.6071428571428571
4431948,TJ Finley,Georgia State,Sun Belt,Murray State,11,18,150,8.3,1,2,18.5,3,0.6111111111111112
5193926,Cameran Brown,Georgia State,Sun Belt,Murray State,9,11,101,9.2,3,0,93.6,3,0.8181818181818182
4567747,Garrett Nussmeier,LSU,SEC,Florida,15,27,220,8.1,1,1,73.3,3,0.5555555555555556
5079555,D.J. Lagway,Florida,SEC,LSU,33,49,287,5.9,1,5,56.2,3,0.673469387755102
5126474,Danny O'Neil,Wisconsin,Big Ten,Alabama,11,17,117,6.9,1,2,23.3,3,0.6470588235294118
4685522,Ty Simpson,Alabama,SEC,Wisconsin,24,29,382,13.2,4,0,89.7,3,0.8275862068965517
4685574,Conner Weigman,Houston,Big 12,Colorado,15,24,222,9.3,0,0,75.7,3,0.625
4917093,Ryan Staub,Colorado,Big 12,Houston,19,35,204,5.8,1,2,27.7,3,0.5428571428571428
5092275,Ty Dieffenbach,Cal Poly,Big Sky,Western Oregon,8,11,192,17.5,3,0,,3,0.7272727272727273
5219586,Anthony Grigsby Jr.,Cal Poly,Big Sky,Western Oregon,7,11,138,12.5,1,0,,3,0.6363636363636364
5223904,Jackson Akins,Cal Poly,Big Sky,Western Oregon,5,9,46,5.1,0,1,,3,0.5555555555555556
5161370,Jordan McCarty,Western Oregon,Lone Star,Cal Poly,23,40,261,6.5,1,2,,3,0.575
4870889,Chris Parson,Austin Peay,UAC,Morehead State,11,14,199,14.2,0,0,,3,0.7857142857142857
4597247,Austin Smith,Austin Peay,UAC,Morehead State,7,9,72,8.0,1,0,,3,0.7777777777777778
5084352,Bryce Patterson,Morehead State,Pioneer,Austin Peay,12,21,80,3.8,0,1,,3,0.5714285714285714
5229448,David Parsons,Morehead State,Pioneer,Austin Peay,5,7,75,10.7,1,0,,3,0.7142857142857143
4685440,Kyle Lowe,SE Louisiana,Southland,Mississippi Valley State,8,8,155,19.4,3,0,,3,1.0
4695784,Carson Camp,SE Louisiana,Southland,Mississippi Valley State,8,12,147,12.3,2,0,,3,0.6666666666666666
5233879,Josh Brown,Mississippi Valley State,SWAC,SE Louisiana,10,14,62,4.4,0,1,,3,0.7142857142857143
4709012,Jase Bauer,UT Martin,Big South-OVC,Southern Illinois,22,29,173,6.0,1,0,,3,0.7586206896551724
4697094,DJ Williams,Southern Illinois,MVFC,UT Martin,13,18,217,12.1,1,2,,3,0.7222222222222222
4683012,Eddie Lee Marburger,UT Rio Grande Valley,Southland,Langston,12,19,225,11.8,3,0,,3,0.631578947368421
5300880,Aidan Jakobsohn,UT Rio Grande Valley,Southland,Langston,4,5,64,12.8,2,0,,3,0.8
5306523,Aden Hooper,Langston,,UT Rio Grande Valley,13,32,109,3.4,0,3,,3,0.40625
4565315,Blake Shapen,Mississippi State,SEC,Alcorn State,10,14,173,12.4,2,1,79.6,3,0.7142857142857143
4878822,Jaylon Tolbert,Alcorn State,SWAC,Mississippi State,11,18,80,4.4,0,1,,3,0.6111111111111112
5223108,Josh Johnson,Air Force,Mountain West,Utah State,5,9,112,12.4,0,1,12.1,3,0.5555555555555556
5238868,Liam Szarka,Air Force,Mountain West,Utah State,6,14,67,4.8,0,1,34.9,3,0.42857142857142855
4695600,Bryson Barnes,Utah State,Mountain West,Air Force,17,22,287,13.0,2,0,78.0,3,0.7727272727272727
5164313,Jaron-Keawe Sagapolutele,California,ACC,Minnesota,24,38,279,7.3,3,0,75.0,3,0.631578947368421
5144959,Drake Lindsey,Minnesota,Big Ten,California,19,32,205,6.4,1,1,65.3,3,0.59375
4899046,Brendan Sorsby,Cincinnati,Big 12,Northwestern State,15,15,253,16.9,5,0,99.8,3,1.0
4590294,Brady Lichtenberg,Cincinnati,Big 12,Northwestern State,4,6,56,9.3,1,0,87.3,3,0.6666666666666666
5226585,Abram Johnston,Northwestern State,Southland,Cincinnati,7,11,31,2.8,0,0,,3,0.6363636363636364
5302454,Eli Anderson,Northwestern State,Southland,Cincinnati,3,5,2,0.4,0,0,,3,0.6
4795295,Katin Houser,East Carolina,American Athletic,Coastal Carolina,28,37,293,7.9,2,1,82.9,3,0.7567567567567568
4870793,Tad Hudson,Coastal Carolina,Sun Belt,East Carolina,19,39,172,4.4,0,2,13.5,3,0.48717948717948717
4870906,Arch Manning,Texas,SEC,UTEP,11,25,114,4.6,1,1,26.5,3,0.44
4870928,Malachi Nelson,UTEP,Conference USA,Texas,24,36,209,5.8,0,2,44.1,3,0.6666666666666666
4775136,Owen McCown,UTSA,American Athletic,Incarnate Word,29,35,238,6.8,4,0,78.2,3,0.8285714285714286
5141395,EJ Colson,Incarnate Word,Southland,UTSA,17,24,213,8.9,3,0,,3,0.7083333333333334
5156245,Richard Torres,Incarnate Word,Southland,UTSA,14,20,111,5.6,0,1,,3,0.7
4696065,Derek Robertson,Monmouth,CAA,Charlotte,36,49,410,8.4,4,0,,3,0.7346938775510204
4801306,Conner Harrell,Charlotte,American Athletic,Monmouth,26,30,382,12.7,3,1,55.2,3,0.8666666666666667
5074245,Broc Lowry,Western Michigan,Mid-American,Illinois,10,16,78,4.9,0,0,78.7,3,0.625
5296163,Brady Jones,Western Michigan,Mid-American,Illinois,3,8,13,1.6,0,0,16.7,3,0.375
4597679,Luke Altmyer,Illinois,Big Ten,Western Michigan,17,26,196,7.5,2,0,51.1,3,0.6538461538461539
4431091,Ben Finley,Akron,Mid-American,UAB,19,35,282,8.1,2,0,29.2,3,0.5428571428571428
4565187,Jalen Kitna,UAB,American Athletic,Akron,30,45,341,7.6,2,1,30.9,3,0.6666666666666666
4432767,Preston Stone,Northwestern,Big Ten,Oregon,11,21,135,6.4,0,2,7.0,3,0.5238095238095238
4870921,Dante Moore,Oregon,Big Ten,Northwestern,16,20,178,8.9,1,1,90.8,3,0.8
5141695,Malik Washington,Maryland,Big Ten,Towson,16,22,261,11.9,1,1,94.8,3,0.7272727272727273
5146667,Khristian Martin,Maryland,Big Ten,Towson,5,7,15,2.1,0,0,1.9,3,0.7142857142857143
5301657,Andrew Indorf,Towson,CAA,Maryland,12,25,145,5.8,1,1,,3,0.48
5081405,AJ Swann,App State,Sun Belt,Southern Miss,15,23,217,9.4,0,3,24.6,3,0.6521739130434783
5248199,Noah Gillon,App State,Sun Belt,Southern Miss,11,24,109,4.5,0,0,6.7,3,0.4583333333333333
4682927,Billy Wiles,App State,Sun Belt,Southern Miss,5,5,49,9.8,1,0,87.4,3,1.0
4600403,Braylon Braxton,Southern Miss,Sun Belt,App State,22,30,279,9.3,2,1,68.5,3,0.7333333333333333
4432722,Athan Kaliakmanis,Rutgers,Big Ten,Norfolk State,18,26,309,11.9,1,0,37.2,3,0.6923076923076923
5079717,AJ Surace,Rutgers,Big Ten,Norfolk State,4,7,58,8.3,2,0,70.2,3,0.5714285714285714
4695113,Otto Kuhns,Norfolk State,MEAC,Rutgers,8,20,90,4.5,0,1,,3,0.4
5153782,Amari Odom,Kennesaw State,Conference USA,Merrimack,12,14,108,7.7,1,0,42.2,3,0.8571428571428571
4565355,Dexter Williams II,Kennesaw State,Conference USA,Merrimack,9,17,88,5.2,0,1,31.6,3,0.5294117647058824
5083490,Ayden Pereira,Merrimack,FCS Independents,Kennesaw State,12,23,181,7.9,0,0,,3,0.5217391304347826
4429149,Brendon Lewis,Memphis,American Athletic,Troy,17,27,213,7.9,1,0,48.2,3,0.6296296296296297
4912119,Tucker Kilcrease,Troy,Sun Belt,Memphis,10,29,65,2.2,0,1,6.6,3,0.3448275862068966
4869553,Bishop Davenport,South Alabama,Sun Belt,Auburn,18,26,170,6.5,2,1,81.0,3,0.6923076923076923
4870607,Jackson Arnold,Auburn,SEC,South Alabama,13,24,142,5.9,1,0,86.0,3,0.5416666666666666
5153846,Nick Minicucci,Delaware,Conference USA,UConn,23,34,265,7.8,1,0,67.7,3,0.6764705882352942
4429582,Joe Fagnano,UConn,FBS Independents,Delaware,28,38,346,9.1,2,0,80.9,3,0.7368421052631579
5109518,Beau Brungard,Youngstown State,MVFC,Michigan State,24,34,242,7.1,2,1,,3,0.7058823529411765
5075805,Aidan Chiles,Michigan State,Big Ten,Youngstown State,22,29,270,9.3,1,1,76.6,3,0.7586206896551724
4569535,Jacob Clark,Missouri State,Conference USA,SMU,23,37,275,7.4,1,3,29.2,3,0.6216216216216216
5084084,Kevin Jennings,SMU,ACC,Missouri State,24,36,281,7.8,1,1,62.7,3,0.6666666666666666
4877890,Kyle Wickersham,Richmond,Patriot,North Carolina,6,8,47,5.9,0,0,,3,0.75
5083373,Ashten Snelsire,Richmond,Patriot,North Carolina,3,7,28,4.0,0,1,,3,0.42857142857142855
4920227,Giovanni Lopez,North Carolina,ACC,Richmond,10,18,119,6.6,2,0,31.3,3,0.5555555555555556
4685454,Jayden Maiava,USC,Big Ten,Purdue,17,28,282,10.1,0,0,90.1,3,0.6071428571428571
5104738,Ryan Browne,Purdue,Big Ten,USC,24,39,305,7.8,1,3,27.0,3,0.6153846153846154
4801717,Noah Fifita,Arizona,Big 12,Kansas State,16,33,178,5.4,0,0,55.4,3,0.48484848484848486
4870857,Avery Johnson,Kansas State,Big 12,Arizona,13,29,88,3.0,0,0,11.9,3,0.4482758620689655
4869991,Caden Veltkamp,Florida Atlantic,American Athletic,Florida International,33,50,343,6.9,2,3,44.8,3,0.66
5085337,Keyone Jenkins,Florida International,Conference USA,Florida Atlantic,18,24,184,7.7,1,0,48.9,3,0.75
4697512,Robby Ashford,Wake Forest,ACC,NC State,21,35,252,7.2,0,2,24.3,3,0.6
5079301,CJ Bailey,NC State,ACC,Wake Forest,23,32,201,6.3,3,0,80.5,3,0.71875
5141741,Bryce Underwood,Michigan,Big Ten,Central Michigan,16,25,235,9.4,1,1,97.1,3,0.64
4683291,Joey Labas,Central Michigan,Mid-American,Michigan,4,8,36,4.5,0,1,1.6,3,0.5
5084769,Angel H Flores,Central Michigan,Mid-American,Michigan,7,12,24,2.0,0,0,76.2,3,0.5833333333333334
4431387,Evan Simon,Temple,American Athletic,Oklahoma,13,25,75,3.0,0,0,17.6,3,0.52
4915980,John Mateer,Oklahoma,SEC,Temple,20,34,282,8.3,1,1,72.4,3,0.5882352941176471
5079572,Dylan Raiola,Nebraska,Big Ten,Houston Christian,15,21,222,10.6,2,0,80.1,3,0.7142857142857143
5141556,TJ Lateef,Nebraska,Big Ten,Houston Christian,5,5,126,25.2,1,0,99.2,3,1.0
4880516,Jake Weir,Houston Christian,Southland,Nebraska,11,18,67,3.7,0,0,,3,0.6111111111111112
4429801,Tucker Gleason,Toledo,Mid-American,Morgan State,13,17,174,10.2,1,0,75.3,3,0.7647058823529411
5082330,John Alan Richter,Toledo,Mid-American,Morgan State,10,14,93,6.6,2,0,71.7,3,0.7142857142857143
5079619,Kalieb Osborne,Toledo,Mid-American,Morgan State,4,6,30,5.0,0,0,47.6,3,0.6666666666666666
5227430,Kobe Muasau,Morgan State,MEAC,Toledo,6,8,18,2.3,0,0,,3,0.75
5081350,John Griffith,Morgan State,MEAC,Toledo,3,8,2,0.3,0,0,,3,0.375
4682518,Nick Vattiato,Middle Tennessee,Conference USA,Nevada,27,44,247,5.6,1,1,40.4,3,0.6136363636363636
4430836,Chubba Purdy,Nevada,Mountain West,Middle Tennessee,5,7,88,12.6,1,1,49.0,3,0.7142857142857143
4819250,AJ Bianco,Nevada,Mountain West,Middle Tennessee,9,17,78,4.6,0,1,9.2,3,0.5294117647058824
4432691,Carlos Del Rio-Wilson,Marshall,Sun Belt,Eastern Kentucky,7,9,108,12.0,2,0,71.2,3,0.7777777777777778
5126472,JacQai Long,Marshall,Sun Belt,Eastern Kentucky,1,5,6,1.2,0,0,2.3,3,0.2
5153754,Jordyn Potts,Eastern Kentucky,UAC,Marshall,7,19,78,4.1,1,0,,3,0.3684210526315789
4714009,Myles Burkett,Eastern Kentucky,UAC,Marshall,1,5,13,2.6,0,2,,3,0.2
4685345,JC French,Georgia Southern,Sun Belt,Jacksonville State,16,24,191,8.0,1,0,66.8,3,0.6666666666666666
4893657,Gavin Wimsatt,Jacksonville State,Conference USA,Georgia Southern,16,24,178,7.4,1,1,59.9,3,0.6666666666666666
4685401,Josh Hoover,TCU,Big 12,Abilene Christian,21,27,337,12.5,4,0,97.4,3,0.7777777777777778
4431375,Ken Seals,TCU,Big 12,Abilene Christian,4,5,24,4.8,0,1,5.3,3,0.8
4691272,Stone Earle,Abilene Christian,UAC,TCU,22,29,276,9.5,2,0,,3,0.7586206896551724
4911529,Trinidad Chambliss,Ole Miss,SEC,Arkansas,21,29,353,12.2,1,0,89.5,3,0.7241379310344828
4431325,Taylen Green,Arkansas,SEC,Ole Miss,22,35,305,8.7,1,0,96.0,3,0.6285714285714286
4801301,Tevin Carter,Prairie View A&M,SWAC,Rice,12,27,131,4.9,1,0,,3,0.4444444444444444
4986096,Chase Jenkins,Rice,American Athletic,Prairie View A&M,10,16,87,5.4,1,0,39.6,3,0.625
5141378,Cutter Boley,Kentucky,SEC,Eastern Michigan,12,21,240,11.4,2,0,41.7,3,0.5714285714285714
4690158,Noah Kim,Eastern Michigan,Mid-American,Kentucky,25,42,330,7.9,1,1,59.6,3,0.5952380952380952
5146355,AJ Hairston,Massachusetts,Mid-American,Iowa,4,8,56,7.0,0,0,38.1,3,0.5
4883110,Grant Jordan,Massachusetts,Mid-American,Iowa,9,14,37,2.6,0,0,11.5,3,0.6428571428571429
4695400,Mark Gronowski,Iowa,Big Ten,Massachusetts,16,24,179,7.5,2,0,70.3,3,0.6666666666666666
5089314,Hank Brown,Iowa,Big Ten,Massachusetts,5,7,55,7.9,1,0,81.1,3,0.7142857142857143
5150998,Blake Baker,Louisiana Tech,Conference USA,New Mexico State,8,16,182,11.4,1,0,78.9,3,0.5
4605998,Logan Fife,New Mexico State,Conference USA,Louisiana Tech,17,33,281,8.5,2,2,40.1,3,0.5151515151515151
4428993,Haynes King,Georgia Tech,ACC,Clemson,20,28,211,7.5,0,0,69.1,3,0.7142857142857143
4685413,Cade Klubnik,Clemson,ACC,Georgia Tech,15,26,207,8.0,1,1,56.2,3,0.5769230769230769
5297475,Duke Shovald,Northern Michigan,GLIAC,St. Thomas (MN),11,19,133,7.0,0,0,,3,0.5789473684210527
4686848,Andy Peters,St. Thomas (MN),Pioneer,Northern Michigan,13,19,221,11.6,3,0,,3,0.6842105263157895
4685696,Beau Pribula,Missouri,SEC,Louisiana,15,22,174,7.9,2,1,91.7,3,0.6818181818181818
5146661,Daniel Beale,Louisiana,Sun Belt,Missouri,1,8,5,0.6,0,0,4.8,3,0.125
4871091,D'Wayne' Winfield,Louisiana,Sun Belt,Missouri,1,6,-1,-0.2,0,0,38.1,3,0.16666666666666666
5224084,Trey Hedden,Furman,Southern,Campbell,26,35,314,9.0,2,0,,3,0.7428571428571429
5154962,Kamden Sixkiller,Campbell,CAA,Furman,34,43,294,6.8,1,0,,3,0.7906976744186046
4884392,Christopher Zellous,Stony Brook,CAA,Fordham,21,28,260,9.3,3,1,,3,0.75
4812381,Gunnar Smith,Fordham,Patriot,Stony Brook,16,33,163,4.9,1,2,,3,0.48484848484848486
4887151,Andrew Body,Alabama State,SWAC,Miles,14,16,251,15.7,4,0,,3,0.875
5222937,Brinley Vandiver,Miles,SIAC,Alabama State,18,29,163,5.6,0,0,,3,0.6206896551724138
5095112,Zach Tanner,Robert Morris,NEC,West Liberty,8,9,83,9.2,2,0,,3,0.8888888888888888
5297558,Kohl Meisman,West Liberty,Mountain East,Robert Morris,20,34,219,6.4,1,2,,3,0.5882352941176471
5203716,Ethan Drumm,Wofford,Southern,Mercer,6,16,168,10.5,3,0,,3,0.375
5301990,Jayden Whitaker,Wofford,Southern,Mercer,3,5,62,12.4,0,0,,3,0.6
5212654,Braden Atkinson,Mercer,Southern,Wofford,26,37,316,8.5,1,2,,3,0.7027027027027027
4683471,Brady Olson,Central Connecticut,NEC,Saint Francis,16,33,193,5.8,2,0,,3,0.48484848484848486
5088334,Nick Whitfield Jr.,Saint Francis,NEC,Central Connecticut,13,26,159,6.1,0,2,,3,0.5
5225700,Jack Snyder,Sacred Heart,FCS Independents,Long Island University,14,18,193,10.7,0,2,,3,0.7777777777777778
5159288,Chris Howell,Long Island University,NEC,Sacred Heart,1,6,10,1.7,0,0,,3,0.16666666666666666
4432759,Sawyer Robertson,Baylor,Big 12,Samford,23,37,211,5.7,3,2,41.2,3,0.6216216216216216
5145459,Nate Bennett,Baylor,Big 12,Samford,5,7,34,4.9,0,0,13.4,3,0.7142857142857143
4877380,Quincy Crittendon,Samford,Southern,Baylor,7,13,59,4.5,0,1,,3,0.5384615384615384
5212705,Brady Stober,Samford,Southern,Baylor,4,10,30,3.0,0,2,,3,0.4
5126471,Daniel Kaelin,Virginia,ACC,William & Mary,8,14,164,11.7,0,1,13.1,3,0.5714285714285714
4692530,Chandler Morris,Virginia,ACC,William & Mary,13,19,149,7.8,1,0,34.4,3,0.6842105263157895
5154019,Noah Brannock,William & Mary,CAA,Virginia,8,17,111,6.5,0,0,,3,0.47058823529411764
4838536,Tyler Hughes,William & Mary,CAA,Virginia,5,8,93,11.6,1,0,,3,0.625
5088964,Sonny Mannino,Marist,Pioneer,Wagner,10,29,101,3.5,1,0,,3,0.3448275862068966
5298896,Will O'Dell,Marist,Pioneer,Wagner,2,5,40,8.0,1,0,,3,0.4
5227302,Jack Stevens,Wagner,NEC,Marist,11,23,56,2.4,0,4,,3,0.4782608695652174
5298925,Jared Lockhart,Jackson State,SWAC,Tuskegee,14,20,257,12.9,1,1,,3,0.7
4429258,Raequan Beal,Tuskegee,SIAC,Jackson State,9,17,93,5.5,0,0,,3,0.5294117647058824
4577962,Camden Orth,Chattanooga,Southern,Stetson,7,14,94,6.7,2,1,,3,0.5
5226397,Kael Alexander,Stetson,Pioneer,Chattanooga,15,24,79,3.3,0,1,,3,0.625
5226398,Gunner Chenier,Stetson,Pioneer,Chattanooga,5,10,18,1.8,0,0,,3,0.5
4431465,Behren Morton,Texas Tech,Big 12,Oregon State,23,35,464,13.3,4,1,73.5,3,0.6571428571428571
5126468,Will Hammond,Texas Tech,Big 12,Oregon State,3,5,2,0.4,0,1,5.0,3,0.6
4685497,Maalik Murphy,Oregon State,Pac-12,Texas Tech,24,43,278,6.5,2,2,32.5,3,0.5581395348837209
5308355,Ryan Killmer,Erskine,Carolinas,Presbyterian,11,17,132,7.8,1,1,,3,0.6470588235294118
5157481,Collin Hurst,Presbyterian,Pioneer,Erskine,15,21,350,16.7,3,0,,3,0.7142857142857143
5088096,Ty Englehart,Presbyterian,Pioneer,Erskine,2,5,14,2.8,0,0,,3,0.4
4685698,Destin Wade,North Alabama,UAC,Northeastern State,11,15,161,10.7,1,0,,3,0.7333333333333333
5305539,Donnie Smith,Northeastern State,Independent DII,North Alabama,18,35,222,6.3,2,2,,3,0.5142857142857142
5305527,Dereun Dortch,Northeastern State,Independent DII,North Alabama,3,13,91,7.0,1,0,,3,0.23076923076923078
5233054,Denim Johnson,Kentucky State,SIAC,Grambling,15,24,146,6.1,1,0,,3,0.625
4828762,Torrence Bardell,Kentucky State,SIAC,Grambling,5,6,75,12.5,1,0,,3,0.8333333333333334
5156292,Czavian Teasett,Grambling,SWAC,Kentucky State,13,27,228,8.4,2,0,,3,0.48148148148148145
5084180,Diego Pavia,Vanderbilt,SEC,South Carolina,18,25,177,7.1,2,1,76.9,3,0.72
4429079,Luke Doty,South Carolina,SEC,Vanderbilt,18,27,148,5.5,0,1,32.5,3,0.6666666666666666
4875127,Lanorris Sellers,South Carolina,SEC,Vanderbilt,6,7,94,13.4,0,1,35.2,3,0.8571428571428571
5081504,Blake Horvath,Navy,American Athletic,Tulsa,6,10,94,9.4,1,2,72.2,3,0.6
5224011,Baylor Hayes,Tulsa,American Athletic,Navy,22,37,189,5.1,1,1,20.2,3,0.5945945945945946
5303362,Christian Peters,Arkansas-Pine Bluff,SWAC,Lincoln (CA),14,23,182,7.9,1,3,,3,0.6086956521739131
