player_id,player_name,team,conference,opponent,comp,att,yds,avg,td,int,qbr,week,completion_pct
5088992,Amari Powell,St. Thomas (MN),Pioneer,Valparaiso,13,20,265,13.3,3,0,,8,0.65
5226243,Ryan Jackson,St. Thomas (MN),Pioneer,Valparaiso,10,13,75,5.8,0,0,,8,0.7692307692307693
5157537,Caron Tyler,Valparaiso,Pioneer,St. Thomas (MN),6,8,70,8.8,0,1,,8,0.75
5089335,Rowan Keefe,Valparaiso,Pioneer,St. Thomas (MN),4,10,33,3.3,0,1,,8,0.4
5156255,JT Fayard,Wofford,Southern,Furman,18,25,179,7.2,2,1,,8,0.72
5224084,Trey Hedden,Furman,Southern,Wofford,27,39,257,6.6,1,3,,8,0.6923076923076923
5141395,EJ Colson,Incarnate Word,Southland,East Texas A&M,24,34,275,8.1,2,2,,8,0.7058823529411765
5093929,Eric Rodriguez,East Texas A&M,Southland,Incarnate Word,16,21,193,9.2,2,0,,8,0.7619047619047619
5230098,Ron Peace,East Texas A&M,Southland,Incarnate Word,13,24,192,8.0,2,0,,8,0.5416666666666666
4697625,Victor Gabalis,Tarleton State,UAC,West Georgia,13,24,268,11.2,3,1,,8,0.5416666666666666
4836476,Davin Wydner,West Georgia,UAC,Tarleton State,11,23,118,5.1,1,1,,8,0.4782608695652174
5302454,Eli Anderson,Northwestern State,Southland,SE Louisiana,9,19,96,5.1,0,1,,8,0.47368421052631576
4685440,Kyle Lowe,SE Louisiana,Southland,Northwestern State,9,10,134,13.4,1,0,,8,0.9
4695784,Carson Camp,SE Louisiana,Southland,Northwestern State,4,8,86,10.8,1,0,,8,0.5
4685698,Destin Wade,North Alabama,UAC,Eastern Kentucky,11,18,127,7.1,2,0,,8,0.6111111111111112
4714009,Myles Burkett,Eastern Kentucky,UAC,North Alabama,14,26,133,5.1,1,1,,8,0.5384615384615384
5153754,Jordyn Potts,Eastern Kentucky,UAC,North Alabama,3,6,29,4.8,0,0,,8,0.5
5106897,Jack O'Connell,Stonehill,NEC,Yale,13,28,109,3.9,0,0,,8,0.4642857142857143
5079683,Dante Reno,Yale,Ivy,Stonehill,16,24,267,11.1,1,0,,8,0.6666666666666666
5089190,Marshall Howe,Yale,Ivy,Stonehill,2,5,23,4.6,0,0,,8,0.4
4697094,DJ Williams,Southern Illinois,MVFC,North Dakota,29,46,258,5.6,1,1,,8,0.6304347826086957
5155528,Jerry Kaminski,North Dakota,MVFC,Southern Illinois,9,15,73,4.9,1,0,,8,0.6
5087031,Reagan Andrew,Butler,Pioneer,Dayton,18,23,256,11.1,2,0,,8,0.782608695652174
5156751,Drew VanVleet,Dayton,Pioneer,Butler,7,16,79,4.9,1,0,,8,0.4375
5154881,Bryce Schondelmyer,Dayton,Pioneer,Butler,9,14,77,5.5,1,0,,8,0.6428571428571429
5083490,Ayden Pereira,Merrimack,FCS Independents,Harvard,13,26,118,4.5,0,1,,8,0.5
5083569,Jaden Craig,Harvard,Ivy,Merrimack,17,29,305,10.5,1,1,,8,0.5862068965517241
4685309,Braden Davis,Hampton,CAA,Villanova,10,17,66,3.9,1,1,,8,0.5882352941176471
5104573,Earl Woods,Hampton,CAA,Villanova,2,6,28,4.7,0,0,,8,0.3333333333333333
4875733,Pat McQuaide,Villanova,CAA,Hampton,10,13,166,12.8,5,0,,8,0.7692307692307693
5154491,Kai Coln,Princeton,Ivy,Brown,19,29,212,7.3,2,1,,8,0.6551724137931034
4816095,Blaine Hipa,Princeton,Ivy,Brown,4,5,5,1.0,0,0,,8,0.8
5155943,James Murphy,Brown,Ivy,Princeton,22,35,173,4.9,0,3,,8,0.6285714285714286
5224602,Will Currid,Brown,Ivy,Princeton,6,8,34,4.3,0,0,,8,0.75
4837195,Luca Stanzani,Long Island University,NEC,Robert Morris,15,26,103,4.0,1,1,,8,0.5769230769230769
5095112,Zach Tanner,Robert Morris,NEC,Long Island University,14,26,177,6.8,1,1,,8,0.5384615384615384
4697131,Bronson Barron,Southern Utah,UAC,Abilene Christian,13,17,111,6.5,1,1,,8,0.7647058823529411
4691272,Stone Earle,Abilene Christian,UAC,Southern Utah,17,23,225,9.8,1,3,,8,0.7391304347826086
5226398,Gunner Chenier,Stetson,Pioneer,Presbyterian,8,14,90,6.4,1,1,,8,0.5714285714285714
5161159,Chris Stephenson,Stetson,Pioneer,Presbyterian,6,15,35,2.3,0,0,,8,0.4
5157481,Collin Hurst,Presbyterian,Pioneer,Stetson,19,27,236,8.7,1,1,,8,0.7037037037037037
4696065,Derek Robertson,Monmouth,CAA,Stony Brook,19,29,204,7.0,3,0,,8,0.6551724137931034
5226663,Frankie Weaver,Monmouth,CAA,Stony Brook,4,6,61,10.2,1,0,,8,0.6666666666666666
4884392,Christopher Zellous,Stony Brook,CAA,Monmouth,13,22,103,4.7,0,2,,8,0.5909090909090909
4566381,Casey Case,Stony Brook,CAA,Monmouth,7,12,76,6.3,0,0,,8,0.5833333333333334
5226896,Quinn Boyd,Stony Brook,CAA,Monmouth,4,7,26,3.7,0,0,,8,0.5714285714285714
5085644,Coulter Cleland,Davidson,Pioneer,Drake,22,41,252,6.1,0,0,,8,0.5365853658536586
5298739,Logan Inagawa,Drake,Pioneer,Davidson,16,22,186,8.5,3,0,,8,0.7272727272727273
5088964,Sonny Mannino,Marist,Pioneer,Morehead State,21,33,207,6.3,1,0,,8,0.6363636363636364
4876865,Carter Cravens,Morehead State,Pioneer,Marist,11,16,139,8.7,1,1,,8,0.6875
5172415,Dez Thomas II,Georgetown,Patriot,Colgate,15,21,165,7.9,0,0,,8,0.7142857142857143
5089309,Jake Stearney,Colgate,Patriot,Georgetown,23,39,344,8.8,1,1,,8,0.5897435897435898
5225476,Aleks Sitkowski,Colgate,Patriot,Georgetown,1,5,5,1.0,0,1,,8,0.2
5230073,Cobey Thompkins,The Citadel,Southern,Western Carolina,3,5,111,22.2,1,0,,8,0.6
4881032,Taron Dickens,Western Carolina,Southern,The Citadel,28,33,369,11.2,5,1,,8,0.8484848484848485
5085754,Matthew Schecklman,Northern Iowa,MVFC,South Dakota,22,40,189,4.7,2,0,,8,0.55
4429179,Aidan Bouman,South Dakota,MVFC,Northern Iowa,16,24,202,8.4,2,0,,8,0.6666666666666666
4432767,Preston Stone,Northwestern,Big Ten,Purdue,11,26,132,5.1,2,1,54.3,8,0.4230769230769231
4870999,Malachi Singleton,Purdue,Big Ten,Northwestern,11,20,187,9.4,0,1,23.1,8,0.55
5104738,Ryan Browne,Purdue,Big Ten,Northwestern,5,10,31,3.1,0,0,17.7,8,0.5
4801717,Noah Fifita,Arizona,Big 12,Houston,24,26,269,10.3,2,0,93.5,8,0.9230769230769231
4685574,Conner Weigman,Houston,Big 12,Arizona,15,23,164,7.1,3,0,94.5,8,0.6521739130434783
5150611,Jake Retzlaff,Tulane,American Athletic,Army,22,29,261,9.0,2,1,89.9,8,0.7586206896551724
5150297,Cale Hellums,Army,American Athletic,Tulane,7,10,125,12.5,0,0,69.1,8,0.7
5224789,Landen Clark,Elon,CAA,William & Mary,14,18,184,10.2,2,1,,8,0.7777777777777778
4838536,Tyler Hughes,William & Mary,CAA,Elon,19,25,190,7.6,2,0,,8,0.76
5154019,Noah Brannock,William & Mary,CAA,Elon,3,6,59,9.8,0,0,,8,0.5
5164721,Zolten Osbourne,Charleston Southern,Big South-OVC,Western Illinois,14,26,262,10.1,4,0,,8,0.5384615384615384
5299364,Cason Carswell,Western Illinois,Big South-OVC,Charleston Southern,34,51,375,7.4,2,1,,8,0.6666666666666666
5057381,Ryder Burton,UAB,American Athletic,Memphis,20,27,251,9.3,3,1,94.2,8,0.7407407407407407
5141473,AJ Hill,Memphis,American Athletic,UAB,13,25,175,7.0,1,1,21.3,8,0.52
4429149,Brendon Lewis,Memphis,American Athletic,UAB,9,10,68,6.8,0,0,37.3,8,0.9
5081856,Nate Glantz,Lindenwood,Big South-OVC,Tennessee Tech,19,38,294,7.7,4,0,,8,0.5
4876140,Kekoa Visperas,Tennessee Tech,Big South-OVC,Lindenwood,16,22,173,7.9,3,0,,8,0.7272727272727273
5083941,Collin Shannon,VMI,Southern,Samford,24,38,419,11.0,2,1,,8,0.631578947368421
5212705,Brady Stober,Samford,Southern,VMI,34,43,285,6.6,3,1,,8,0.7906976744186046
4869817,Cole Pennington,Gardner-Webb,Big South-OVC,UT Martin,18,33,236,7.2,0,3,,8,0.5454545454545454
4709012,Jase Bauer,UT Martin,Big South-OVC,Gardner-Webb,15,16,164,10.3,1,0,,8,0.9375
5225743,Johnny Weber,Southeast Missouri State,Big South-OVC,Eastern Illinois,21,31,283,9.1,4,1,,8,0.6774193548387096
5113896,Cole Lacrue,Eastern Illinois,Big South-OVC,Southeast Missouri State,5,15,73,4.9,0,3,,8,0.3333333333333333
5299729,Brady Ford,Eastern Illinois,Big South-OVC,Southeast Missouri State,4,6,54,9.0,0,1,,8,0.6666666666666666
5225271,Connor Wolf,Eastern Illinois,Big South-OVC,Southeast Missouri State,3,8,49,6.1,0,1,,8,0.375
4878284,Tommy Rittenhouse,Illinois State,MVFC,Youngstown State,16,29,206,7.1,5,2,,8,0.5517241379310345
5109518,Beau Brungard,Youngstown State,MVFC,Illinois State,23,34,328,9.6,2,1,,8,0.6764705882352942
5205097,Carter Jones,Nevada,Mountain West,New Mexico,23,29,202,7.0,0,0,62.3,8,0.7931034482758621
5083171,Jack Layne,New Mexico,Mountain West,Nevada,14,22,138,6.3,0,0,27.4,8,0.6363636363636364
4577962,Camden Orth,Chattanooga,Southern,East Tennessee State,20,32,343,10.7,4,0,,8,0.625
4427455,Cade McNamara,East Tennessee State,Southern,Chattanooga,18,25,205,8.2,1,0,,8,0.72
4870883,J.J. Kohl,App State,Sun Belt,Coastal Carolina,27,41,278,6.8,2,0,63.3,8,0.6585365853658537
4606658,Samari Collier,Coastal Carolina,Sun Belt,App State,12,19,118,6.2,1,1,75.2,8,0.631578947368421
4915837,Grayson Loftis,Charlotte,American Athletic,Temple,10,22,108,4.9,1,1,11.6,8,0.45454545454545453
4808719,Zach Wilcke,Charlotte,American Athletic,Temple,5,7,50,7.1,0,0,85.7,8,0.7142857142857143
4431387,Evan Simon,Temple,American Athletic,Charlotte,15,22,194,8.8,3,0,76.9,8,0.6818181818181818
5225837,Jordan Barton,Wagner,NEC,Central Connecticut,20,35,198,5.7,1,1,,8,0.5714285714285714
4683471,Brady Olson,Central Connecticut,NEC,Wagner,25,45,251,5.6,1,2,,8,0.5555555555555556
4915622,Jake Strong,McNeese,Southland,Houston Christian,14,22,133,6.0,0,1,,8,0.6363636363636364
4691966,Maddox Kopp,Houston Christian,Southland,McNeese,6,13,95,7.3,0,1,,8,0.46153846153846156
4880516,Jake Weir,Houston Christian,Southland,McNeese,3,13,21,1.6,0,1,,8,0.23076923076923078
5101124,Micah Alejado,Hawai'i,Mountain West,Colorado State,26,38,301,7.9,3,1,66.6,8,0.6842105263157895
5054036,Jackson Brousseau,Colorado State,Mountain West,Hawai'i,15,29,176,6.1,1,0,32.8,8,0.5172413793103449
4920227,Giovanni Lopez,North Carolina,ACC,California,19,35,167,4.8,0,0,65.7,8,0.5428571428571428
5164313,Jaron-Keawe Sagapolutele,California,ACC,North Carolina,21,39,209,5.4,1,0,45.5,8,0.5384615384615384
4685401,Josh Hoover,TCU,Big 12,Baylor,22,31,231,7.5,3,0,76.1,8,0.7096774193548387
4432759,Sawyer Robertson,Baylor,Big 12,TCU,25,52,318,6.1,2,3,40.6,8,0.4807692307692308
4870645,Rickie Collins,Syracuse,ACC,Pittsburgh,15,31,126,4.1,2,3,26.5,8,0.4838709677419355
5208095,Mason Heintschel,Pittsburgh,ACC,Syracuse,13,24,143,6.0,0,1,39.9,8,0.5416666666666666
4685345,JC French,Georgia Southern,Sun Belt,Georgia State,17,25,210,8.4,3,0,86.2,8,0.68
5193926,Cameran Brown,Georgia State,Sun Belt,Georgia Southern,29,38,280,7.4,1,0,89.2,8,0.7631578947368421
5308438,Ashton Strother,Southern,SWAC,Prairie View A&M,12,21,81,3.9,0,1,,8,0.5714285714285714
5227681,Cameron Peters,Prairie View A&M,SWAC,Southern,19,31,224,7.2,1,0,,8,0.6129032258064516
5141695,Malik Washington,Maryland,Big Ten,UCLA,23,48,210,4.4,1,1,49.6,8,0.4791666666666667
4870799,Nico Iamaleava,UCLA,Big Ten,Maryland,21,35,221,6.3,1,2,51.3,8,0.6
4695600,Bryson Barnes,Utah State,Mountain West,San José State,22,31,326,10.5,1,0,62.7,8,0.7096774193548387
4694149,Walker Eget,San José State,Mountain West,Utah State,27,49,340,6.9,2,0,69.8,8,0.5510204081632653
5083042,Skyler Locklear,UTEP,Conference USA,Sam Houston,21,26,236,9.1,2,1,60.1,8,0.8076923076923077
5220424,Hunter Watson,Sam Houston,Conference USA,UTEP,13,19,161,8.5,1,0,58.7,8,0.6842105263157895
5148427,Landyn Locke,Sam Houston,Conference USA,UTEP,5,9,40,4.4,0,0,14.0,8,0.5555555555555556
5079533,Mabrey Mettauer,Sam Houston,Conference USA,UTEP,4,8,38,4.8,1,0,3.7,8,0.5
4795295,Katin Houser,East Carolina,American Athletic,Tulsa,21,38,300,7.9,2,0,52.0,8,0.5526315789473685
5224011,Baylor Hayes,Tulsa,American Athletic,East Carolina,23,41,251,6.1,2,0,23.0,8,0.5609756097560976
4431580,Miller Moss,Louisville,ACC,Miami,23,37,248,6.7,2,0,71.5,8,0.6216216216216216
4430841,Carson Beck,Miami,ACC,Louisville,25,35,271,7.7,0,4,67.7,8,0.7142857142857143
4685578,Gunner Stockton,Georgia,SEC,Ole Miss,26,31,289,9.3,4,0,96.9,8,0.8387096774193549
4911529,Trinidad Chambliss,Ole Miss,SEC,Georgia,19,36,263,7.3,1,0,88.4,8,0.5277777777777778
5079555,D.J. Lagway,Florida,SEC,Mississippi State,20,34,280,8.2,0,2,45.6,8,0.5882352941176471
4565315,Blake Shapen,Mississippi State,SEC,Florida,24,36,324,9.0,0,1,73.8,8,0.6666666666666666
5141378,Cutter Boley,Kentucky,SEC,Texas,31,39,258,6.6,0,1,80.9,8,0.7948717948717948
4870906,Arch Manning,Texas,SEC,Kentucky,12,27,132,4.9,0,0,25.0,8,0.4444444444444444
5080403,Jaylen Raynor,Arkansas State,Sun Belt,South Alabama,29,45,209,4.6,1,1,43.5,8,0.6444444444444445
4869553,Bishop Davenport,South Alabama,Sun Belt,Arkansas State,18,23,118,5.1,0,0,17.0,8,0.782608695652174
5153846,Nick Minicucci,Delaware,Conference USA,Jacksonville State,32,50,422,8.4,1,0,50.9,8,0.64
5122157,Caden Creel,Jacksonville State,Conference USA,Delaware,14,21,116,5.5,1,0,31.7,8,0.6666666666666666
4567747,Garrett Nussmeier,LSU,SEC,Vanderbilt,19,28,225,8.0,2,0,67.5,8,0.6785714285714286
5084180,Diego Pavia,Vanderbilt,SEC,LSU,14,22,160,7.3,1,0,93.1,8,0.6363636363636364
5141741,Bryce Underwood,Michigan,Big Ten,Washington,21,27,230,8.5,2,0,63.7,8,0.7777777777777778
5079653,Demond Williams Jr.,Washington,Big Ten,Michigan,20,32,209,6.5,0,3,45.0,8,0.625
4875127,Lanorris Sellers,South Carolina,SEC,Oklahoma,17,25,124,5.0,1,0,68.7,8,0.68
5164334,Cutter Woods,South Carolina,SEC,Oklahoma,4,6,46,7.7,0,1,73.2,8,0.6666666666666666
4915980,John Mateer,Oklahoma,SEC,South Carolina,18,26,150,5.8,1,0,87.5,8,0.6923076923076923
4837248,Fernando Mendoza,Indiana,Big Ten,Michigan State,24,28,332,11.9,4,0,97.1,8,0.8571428571428571
5075805,Aidan Chiles,Michigan State,Big Ten,Indiana,27,33,243,7.4,1,0,94.8,8,0.8181818181818182
5146670,Alessio Milivojevic,Michigan State,Big Ten,Indiana,3,5,50,10.0,0,0,87.6,8,0.6
4899369,Christopher Vizzina,Clemson,ACC,SMU,29,42,317,7.5,3,0,48.9,8,0.6904761904761905
5084084,Kevin Jennings,SMU,ACC,Clemson,23,43,290,6.7,2,1,69.1,8,0.5348837209302325
5078810,Sam Leavitt,Arizona State,Big 12,Texas Tech,28,47,319,6.8,1,0,70.6,8,0.5957446808510638
5126468,Will Hammond,Texas Tech,Big 12,Arizona State,22,37,167,4.5,2,1,54.7,8,0.5945945945945946
5141367,Bear Bachmeier,BYU,Big 12,Utah,13,22,166,7.5,1,0,87.4,8,0.5909090909090909
5105849,Devon Dampier,Utah,Big 12,BYU,20,36,244,6.8,2,1,79.0,8,0.5555555555555556
4801307,Tayven Jackson,UCF,Big 12,West Virginia,23,34,277,8.1,2,1,89.8,8,0.6764705882352942
5164314,Scotty Fox Jr.,West Virginia,Big 12,UCF,6,17,47,2.8,0,0,3.5,8,0.35294117647058826
5158251,Khalil Wilkins,West Virginia,Big 12,UCF,5,10,32,3.2,0,0,41.8,8,0.5
4685522,Ty Simpson,Alabama,SEC,Tennessee,19,29,253,8.7,2,0,89.0,8,0.6551724137931034
5151948,Joey Aguilar,Tennessee,SEC,Alabama,28,44,268,6.1,1,1,61.6,8,0.6363636363636364
4870607,Jackson Arnold,Auburn,SEC,Missouri,18,30,207,6.9,0,1,41.5,8,0.6
4685696,Beau Pribula,Missouri,SEC,Auburn,23,40,252,6.3,0,2,76.4,8,0.575
4600403,Braylon Braxton,Southern Miss,Sun Belt,Louisiana,13,18,237,13.2,1,1,48.4,8,0.7222222222222222
4871091,D'Wayne' Winfield,Louisiana,Sun Belt,Southern Miss,12,21,112,5.3,0,1,17.1,8,0.5714285714285714
4685391,Walker Howard,Louisiana,Sun Belt,Southern Miss,2,6,23,3.8,0,1,26.0,8,0.3333333333333333
5151218,Lucian Anderson III,Bowling Green,Mid-American,Central Michigan,17,25,153,6.1,0,2,9.3,8,0.68
5119841,Dru Deshields,Kent State,Mid-American,Toledo,12,23,159,6.9,1,1,25.4,8,0.5217391304347826
4429801,Tucker Gleason,Toledo,Mid-American,Kent State,21,28,294,10.5,4,0,79.8,8,0.75
4870513,Maddux Madsen,Boise State,Mountain West,UNLV,14,23,253,11.0,4,1,83.5,8,0.6086956521739131
5044387,Anthony Colandrea,UNLV,Mountain West,Boise State,18,30,215,7.2,2,1,75.9,8,0.6
5146355,AJ Hairston,Massachusetts,Mid-American,Buffalo,6,14,119,8.5,2,0,31.4,8,0.42857142857142855
4427313,Ta'Quan Roberson,Buffalo,Mid-American,Massachusetts,36,55,403,7.3,2,1,55.7,8,0.6545454545454545
4432722,Athan Kaliakmanis,Rutgers,Big Ten,Oregon,8,25,79,3.2,0,2,11.0,8,0.32
4870921,Dante Moore,Oregon,Big Ten,Rutgers,15,20,290,14.5,4,1,99.1,8,0.75
4610131,Parker Navarro,Ohio,Mid-American,Northern Illinois,17,23,205,8.9,0,1,86.0,8,0.7391304347826086
5151506,Josh Holst,Northern Illinois,Mid-American,Ohio,21,29,161,5.6,2,0,22.6,8,0.7241379310344828
5219834,Drew Mestemaker,North Texas,American Athletic,UTSA,22,35,277,7.9,4,0,68.3,8,0.6285714285714286
4775136,Owen McCown,UTSA,American Athletic,North Texas,11,20,84,4.2,1,0,28.5,8,0.55
5151316,Brandon Tennison,UTSA,American Athletic,North Texas,4,5,31,6.2,0,0,56.4,8,0.8
4911929,Alonza Barnett,James Madison,Sun Belt,Old Dominion,17,25,295,11.8,2,0,96.3,8,0.68
5125715,Colton Joseph,Old Dominion,Sun Belt,James Madison,13,21,209,10.0,3,2,87.7,8,0.6190476190476191
4431416,Kiael Kelly,Ball State,Mid-American,Akron,10,19,121,6.4,1,1,47.0,8,0.5263157894736842
4431091,Ben Finley,Akron,Mid-American,Ball State,22,40,291,7.3,3,2,24.4,8,0.55
4880272,Byrum Brown,South Florida,American Athletic,Florida Atlantic,14,24,256,10.7,3,0,90.3,8,0.5833333333333334
4869991,Caden Veltkamp,Florida Atlantic,American Athletic,South Florida,35,50,244,4.9,1,1,58.1,8,0.7
5215248,Jordan Magwood,Florida Atlantic,American Athletic,South Florida,6,8,45,5.6,0,0,93.5,8,0.75
4876066,Zevi Eckhaus,Washington State,Pac-12,Virginia,18,27,183,6.8,1,2,44.6,8,0.6666666666666666
4692530,Chandler Morris,Virginia,ACC,Washington State,15,25,179,7.2,0,0,35.8,8,0.6
4695400,Mark Gronowski,Iowa,Big Ten,Minnesota,12,19,135,7.1,1,0,70.5,9,0.631578947368421
5144959,Drake Lindsey,Minnesota,Big Ten,Iowa,16,28,109,3.9,0,3,4.3,9,0.5714285714285714
5119841,Dru Deshields,Kent State,Mid-American,Bowling Green,13,22,160,7.3,1,0,65.3,9,0.5909090909090909
4431246,Baron May,Bowling Green,Mid-American,Kent State,12,22,142,6.5,1,0,31.2,9,0.5454545454545454
4431416,Kiael Kelly,Ball State,Mid-American,Northern Illinois,10,23,136,5.9,1,2,34.6,9,0.43478260869565216
5151506,Josh Holst,Northern Illinois,Mid-American,Ball State,6,11,65,5.9,1,1,65.8,9,0.5454545454545454
4920192,Carson Conklin,Fresno State,Mountain West,San Diego State,20,42,182,4.3,0,2,18.0,9,0.47619047619047616
4685311,Jayden Denegal,San Diego State,Mountain West,Fresno State,11,19,124,6.5,0,1,33.2,9,0.5789473684210527
5155398,Grayson Saunier,Dartmouth,Ivy,Columbia,12,13,162,12.5,1,0,,9,0.9230769230769231
5224816,Caleb Sanchez,Columbia,Ivy,Dartmouth,10,25,105,4.2,0,1,,9,0.4
4715345,Devin Farrell,Rhode Island,CAA,Bryant,14,22,272,12.4,2,1,,9,0.6363636363636364
5157426,Jaden Keefner,Bryant,CAA,Rhode Island,17,36,196,5.4,1,2,,9,0.4722222222222222
5085644,Coulter Cleland,Davidson,Pioneer,San Diego,15,21,277,13.2,2,2,,9,0.7142857142857143
5165884,Dom Nankil,San Diego,Pioneer,Davidson,25,36,288,8.0,2,1,,9,0.6944444444444444
5164567,Kevin White,North Carolina A&T,CAA,Campbell,12,20,133,6.7,1,0,,9,0.6
5154962,Kamden Sixkiller,Campbell,CAA,North Carolina A&T,27,44,255,5.8,2,1,,9,0.6136363636363636
4692052,Carter Peevy,Maine,CAA,Elon,24,34,260,7.6,2,0,,9,0.7058823529411765
5224789,Landen Clark,Elon,CAA,Maine,16,23,128,5.6,1,1,,9,0.6956521739130435
5156292,Czavian Teasett,Grambling,SWAC,Jackson State,16,26,232,8.9,2,0,,9,0.6153846153846154
5298925,Jared Lockhart,Jackson State,SWAC,Grambling,3,8,96,12.0,1,0,,9,0.375
5227425,Parker Stofa,Jackson State,SWAC,Grambling,7,12,91,7.6,0,0,,9,0.5833333333333334
4612078,JaCobian Morgan,Jackson State,SWAC,Grambling,3,6,63,10.5,0,0,,9,0.5
5155528,Jerry Kaminski,North Dakota,MVFC,Indiana State,22,34,300,8.8,4,1,,9,0.6470588235294118
5227733,Brock Riddle,Indiana State,MVFC,North Dakota,3,12,88,7.3,1,2,,9,0.25
5085026,Keegan Patterson,Indiana State,MVFC,North Dakota,7,21,70,3.3,0,1,,9,0.3333333333333333
4836476,Davin Wydner,West Georgia,UAC,Central Arkansas,17,32,175,5.5,2,0,,9,0.53125
5085356,Austin Myers,Central Arkansas,UAC,West Georgia,21,30,190,6.3,2,1,,9,0.7
5081856,Nate Glantz,Lindenwood,Big South-OVC,Gardner-Webb,17,32,180,5.6,1,2,,9,0.53125
4869817,Cole Pennington,Gardner-Webb,Big South-OVC,Lindenwood,18,21,252,12.0,1,0,,9,0.8571428571428571
5109518,Beau Brungard,Youngstown State,MVFC,Murray State,22,25,248,9.9,2,0,,9,0.88
5193343,Jim Ogle,Murray State,MVFC,Youngstown State,11,20,102,5.1,1,1,,9,0.55
5227854,Baxter Wright,Murray State,MVFC,Youngstown State,8,9,90,10.0,1,0,,9,0.8888888888888888
5083145,Bo Kelly,Cal Poly,Big Sky,Montana State,20,30,188,6.3,2,1,,9,0.6666666666666666
5092275,Ty Dieffenbach,Cal Poly,Big Sky,Montana State,2,5,3,0.6,0,0,,9,0.4
4684502,Justin Lamson,Montana State,Big Sky,Cal Poly,19,30,176,5.9,1,0,,9,0.6333333333333333
5164721,Zolten Osbourne,Charleston Southern,Big South-OVC,Eastern Illinois,26,38,280,7.4,1,0,,9,0.6842105263157895
5113896,Cole Lacrue,Eastern Illinois,Big South-OVC,Charleston Southern,10,18,123,6.8,1,0,,9,0.5555555555555556
5089335,Rowan Keefe,Valparaiso,Pioneer,Morehead State,9,15,154,10.3,0,1,,9,0.6
5300250,Nathan Downey,Valparaiso,Pioneer,Morehead State,5,11,41,3.7,0,0,,9,0.45454545454545453
4876865,Carter Cravens,Morehead State,Pioneer,Valparaiso,16,25,158,6.3,1,1,,9,0.64
5212654,Braden Atkinson,Mercer,Southern,VMI,29,35,538,15.4,5,0,,9,0.8285714285714286
5083941,Collin Shannon,VMI,Southern,Mercer,10,25,104,4.2,0,0,,9,0.4
4876140,Kekoa Visperas,Tennessee Tech,Big South-OVC,Southeast Missouri State,12,23,163,7.1,2,0,,9,0.5217391304347826
5027925,Jax Leatherwood,Southeast Missouri State,Big South-OVC,Tennessee Tech,27,38,278,7.3,1,0,,9,0.7105263157894737
5225743,Johnny Weber,Southeast Missouri State,Big South-OVC,Tennessee Tech,10,19,103,5.4,0,1,,9,0.5263157894736842
4880458,Gavin Rupp,Stetson,Pioneer,St. Thomas (MN),3,5,41,8.2,1,0,,9,0.6
5161159,Chris Stephenson,Stetson,Pioneer,St. Thomas (MN),3,7,25,3.6,0,0,,9,0.42857142857142855
5226398,Gunner Chenier,Stetson,Pioneer,St. Thomas (MN),5,7,22,3.1,0,1,,9,0.7142857142857143
4686848,Andy Peters,St. Thomas (MN),Pioneer,Stetson,22,28,292,10.4,3,1,,9,0.7857142857142857
4697094,DJ Williams,Southern Illinois,MVFC,Northern Iowa,19,23,190,8.3,2,0,,9,0.8260869565217391
4826635,Jaxon Dailey,Northern Iowa,MVFC,Southern Illinois,8,15,93,6.2,2,0,,9,0.5333333333333333
5085754,Matthew Schecklman,Northern Iowa,MVFC,Southern Illinois,5,10,34,3.4,0,1,,9,0.5
5077059,Charlie Gilliam,Samford,Southern,Chattanooga,9,15,138,9.2,0,1,,9,0.6
5212705,Brady Stober,Samford,Southern,Chattanooga,12,28,86,3.1,0,1,,9,0.42857142857142855
4577962,Camden Orth,Chattanooga,Southern,Samford,11,20,172,8.6,3,0,,9,0.55
4432722,Athan Kaliakmanis,Rutgers,Big Ten,Purdue,19,27,359,13.3,1,0,64.9,9,0.7037037037037037
5104738,Ryan Browne,Purdue,Big Ten,Rutgers,11,20,117,5.9,1,0,30.6,9,0.55
5125715,Colton Joseph,Old Dominion,Sun Belt,App State,21,33,305,9.2,3,1,58.6,9,0.6363636363636364
5081405,AJ Swann,App State,Sun Belt,Old Dominion,12,16,140,8.8,2,0,95.2,9,0.75
4870883,J.J. Kohl,App State,Sun Belt,Old Dominion,19,37,138,3.7,1,2,14.6,9,0.5135135135135135
5164314,Scotty Fox Jr.,West Virginia,Big 12,TCU,28,41,301,7.3,2,0,41.0,9,0.6829268292682927
4685401,Josh Hoover,TCU,Big 12,West Virginia,24,39,247,6.3,1,0,59.0,9,0.6153846153846154
4427191,Dequan Finn,Miami (OH),Mid-American,Western Michigan,18,30,260,8.7,1,0,76.0,9,0.6
5074245,Broc Lowry,Western Michigan,Mid-American,Miami (OH),16,28,172,6.1,1,0,57.5,9,0.5714285714285714
5208095,Mason Heintschel,Pittsburgh,ACC,NC State,28,48,423,8.8,3,0,83.8,9,0.5833333333333334
5079301,CJ Bailey,NC State,ACC,Pittsburgh,24,40,225,5.6,3,0,52.7,9,0.6
4695113,Otto Kuhns,Norfolk State,MEAC,South Carolina State,10,18,230,12.8,3,1,,9,0.5555555555555556
4877811,Billy Atkins,South Carolina State,MEAC,Norfolk State,24,36,428,11.9,4,1,,9,0.6666666666666666
